year,state_po,district,incumbent,side,edge,edge_hindsight,prev_edge,first_term,same_district
2018,MI,6,FRED UPTON,-1,1.6931434090900384,2.532042929304205,11.464586528065823,0,1
2018,MI,7,TIM WALBERG,-1,-4.55002624060903,-4.755938660954486,-5.216030101000891,0,1
2018,MI,8,MIKE BISHOP,-1,-5.160504805699626,-3.3481565500158386,7.595205921178181,0,1
2018,MI,10,PAUL MITCHELL,-1,-1.3177501364894937,-0.8791229543276771,-4.475190420370364,1,1
2018,MI,12,DEBBIE DINGELL,1,6.95331250109842,6.966402814101091,12.904786270453478,0,1
2018,MI,14,BRENDA L LAWRENCE,1,-3.603621499289112,-1.3497613473010688,2.102128058738362,0,1
2018,MN,2,JASON LEWIS,-1,-0.9589142534235329,1.8925633793710297,-2.3693803784741903,1,1
2018,MN,3,ERIK PAULSEN,-1,4.619246633883231,8.032412648075578,20.906024976842108,0,1
2018,MN,4,BETTY MCCOLLUM,1,-1.5553863571050428,-2.3315718535898355,-5.173564910523101,0,1
2018,MN,6,TOM EMMER,-1,0.3560043869899978,2.654910640209362,0.4384434567835065,0,1
2018,MN,7,COLLIN C PETERSON,1,31.589606643341938,31.290350383217145,41.232750507542235,0,1
2018,MO,2,ANN WAGNER,-1,-0.9698754939874066,3.1307682975696,7.828378360912751,0,1
2018,MO,3,BLAINE LUETKEMEYER,-1,-2.1721559566418023,-1.1088657588297295,-2.3140672383699474,0,1
2018,MO,4,VICKY HARTZLER,-1,0.726178171609952,1.0118107540454133,0.724475365153527,0,1
2018,MO,5,EMANUEL CLEAVER,1,6.6626222466404315,5.5246786474945,10.056191107259963,0,1
2018,MO,6,SAM GRAVES,-1,7.08091610917711,7.921266248316581,4.890072702767487,0,1
2018,MO,7,BILLY LONG,-1,-4.660546107909724,-3.3150871188311655,-8.7782093864509,0,1
2018,MO,8,JASON SMITH,-1,-1.4124032243420572,-2.9203227366572833,-6.147356009956962,0,1
2018,MS,1,TRENT KELLY,-1,6.889350548743437,6.714313832763473,5.4311546021302455,1,1
2018,MS,4,STEVEN M PALAZZO,-1,1.521058631091151,2.0317179076234737,-5.114481565033099,0,1
2018,NE,1,JEFF FORTENBERRY,-1,3.8531050416803616,6.208619487602881,13.160978931203886,0,1
2018,NE,2,DON BACON,-1,5.521375353003594,8.682696360417719,-4.1045742101661915,1,1
2018,NH,2,ANN M KUSTER,1,5.27206833787432,3.4387834557840087,5.1462506958597976,0,1
2018,NJ,1,DONALD NORCROSS,1,0.6776399528793853,1.753873547980593,1.6403748604906525,0,1
2018,NJ,3,THOMAS MACARTHUR,-1,-1.8627853692798233,-0.08121674097621501,11.390910280043403,0,1
2018,NJ,4,CHRISTOPHER H SMITH,-1,3.101711002487587,4.10106894124182,12.750361952819715,0,1
2018,NJ,5,JOSHUA S GOTTHEIMER,1,9.138423617241672,7.25767981926249,8.662526735456446,1,1
2018,NJ,6,FRANK PALLONE JR,1,5.282608299685485,6.713186639997122,16.1444016710321,0,1
2018,NJ,7,LEONARD LANCE,-1,1.9133861906045508,5.040325177535636,9.407232157538074,0,1
2018,NJ,8,ALBIO SIRES,1,-0.28736245405803373,6.394164681152539,8.540137058012757,0,1
2018,NJ,9,BILL PASCRELL JR,1,3.8637591664819197,8.378024667170987,13.636478423826208,0,1
2018,NJ,12,BONNIE WATSON COLEMAN,1,-2.8020341837522267,-2.5135761344970504,1.224138896627469,1,1
2018,NM,3,BEN RAY LUJAN,1,11.079922804433224,11.939162464785063,10.784117721641095,0,1
2018,NV,1,DINA TITUS,1,-0.2715241902718688,3.6281750816839633,8.757942083746517,0,1
2018,NV,2,MARK E AMODEI,-1,8.91500145953455,9.151499439974197,6.01233970694088,0,1
2018,NY,1,LEE M ZELDIN,-1,-2.719925042859824,0.1883235648769661,0.7056222678670494,0,1
2018,NY,2,PETER T KING,-1,2.6974492124128853,4.042598925688586,11.727132950264163,0,1
2018,NY,3,THOMAS R SUOZZI,1,5.808867593766706,5.023555223575009,2.7380936342820412,1,1
2018,NY,4,KATHLEEN M RICE,1,6.925904195756063,7.028680863327281,12.308682069173605,0,1
2018,NY,10,JERROLD NADLER,1,-2.850023958746803,2.245927389606379,-2.010494125399216,0,1
2018,NY,11,DANIEL M DONOVAN JR,-1,-10.668604045078752,-12.261603559980692,12.20198020550758,1,1
2018,NY,18,SEAN PATRICK MALONEY,1,7.051952528605604,4.8540232054406545,16.206764671623226,0,1
2018,NY,19,JOHN J FASO,-1,-6.649131538316153,-3.624228878386111,-2.0695530538418696,1,1
2018,NY,20,PAUL TONKO,1,12.853618157972818,10.812392443446416,24.512843519065964,0,1
2018,NY,21,ELISE M STEFANIK,-1,4.952439360516063,5.721686635104188,18.995497575262494,0,1
