year,state_po,district,dem,rep,winner,winner_side,house_margin,contested,pres_margin,incumbent_side,resid_raw,year_effect,winner_sign,winner_edge,winner_key,winner_was_incumbent,known_pres,resid_known
2014,CA,48,62713,112082,DANA ROHRACHER,R,-28.243942904545325,True,-11.97543500511771,0,-16.268507899427615,-8.483432067568272,-1,7.785075831859343,ROHRACHER D,False,,
2014,CA,49,64981,98161,DARRELL E ISSA,R,-20.338110357847764,True,-6.829765545361871,0,-13.508344812485893,-8.483432067568272,-1,5.024912744917621,ISSA D,False,,
2014,CA,50,45302,111997,DUNCAN HUNTER,R,-42.40014240395679,True,-23.265306122448976,0,-19.134836281507816,-8.483432067568272,-1,10.651404213939545,HUNTER D,False,,
2014,CA,51,56373,25577,JUAN VARGAS,D,37.57901159243441,True,41.20040691759919,0,-3.6213953251647766,-8.483432067568272,1,4.862036742403495,VARGAS J,False,,
2014,CA,52,98826,92746,SCOTT H PETERS,D,3.1737414653498424,True,6.5439672801635975,0,-3.370225814813755,-8.483432067568272,1,5.113206252754516,PETERS S,False,,
2014,CA,53,87104,60940,SUSAN A DAVIS,D,17.67312420631704,True,25.56237218813906,0,-7.88924798182202,-8.483432067568272,1,0.5941840857462513,DAVIS S,False,,
2014,CO,1,183281,80682,DIANA DEGETTE,D,38.86870508366703,True,41.10429447852761,0,-2.2355893948605825,-8.483432067568272,1,6.247842672707689,DEGETTE D,False,,
2014,CO,2,196300,149645,JARED POLIS,D,13.486247813958867,True,18.891170431211496,0,-5.404922617252629,-8.483432067568272,1,3.078509450315643,POLIS J,False,,
2014,CO,3,100364,163011,SCOTT R TIPTON,R,-23.78623635500712,True,-6.147540983606557,0,-17.638695371400562,-8.483432067568272,-1,9.15526330383229,TIPTON S,False,,
2014,CO,4,83727,185292,KEN BUCK,R,-37.753838948178384,True,-19.75435005117707,0,-17.999488897001314,-8.483432067568272,-1,9.516056829433042,BUCK K,False,,
2014,CO,5,105673,157182,DOUG LAMBORN,R,-19.59597496718723,True,-21.355236139630392,0,1.7592611724431606,-8.483432067568272,-1,-10.242693240011432,LAMBORN D,False,,
2014,CO,6,118847,143467,MIKE COFFMAN,R,-9.385698056527673,True,5.198776758409787,0,-14.58447481493746,-8.483432067568272,-1,6.101042747369188,COFFMAN M,False,,
2014,CO,7,148225,120918,ED PERLMUTTER,D,10.145907565866473,True,15.195071868583167,0,-5.049164302716694,-8.483432067568272,1,3.434267764851578,PERLMUTTER E,False,,
2014,CT,1,135825,78609,JOHN B LARSON,D,26.68233582361006,True,28.008088978766423,0,-1.325753155156363,-8.483432067568272,1,7.1576789124119085,LARSON J,False,,
2014,CT,2,141948,80837,JOE COURTNEY,D,27.43048230356622,True,13.502538071065988,0,13.92794423250023,-8.483432067568272,1,22.411376300068504,COURTNEY J,False,,
2014,CT,3,140485,69454,ROSA L DELAURO,D,33.83411371874688,True,26.592517694641053,0,7.241596024105824,-8.483432067568272,1,15.725028091674096,DELAURO R,False,,
2014,CT,4,106873,91922,JAMES A HIMES,D,7.520812897708695,True,11.2008072653885,0,-3.6799943676798046,-8.483432067568272,1,4.803437699888467,HIMES J,False,,
2014,CT,5,113564,97767,ELIZABETH H ESTY,D,7.475003667232919,True,8.299595141700408,0,-0.8245914744674891,-8.483432067568272,1,7.658840593100782,ESTY E,False,,
2014,DE,0,137251,85146,JOHN C CARNEY JR,D,23.42882323052919,True,18.864097363083168,0,4.564725867446022,-8.483432067568272,1,13.048157935014293,CARNEY J,False,,
2014,GA,1,61175,95337,"E L \""BUDDY\"" CARTER",R,-21.827080351666325,True,-13.043478260869563,0,-8.783602090796762,-8.483432067568272,-1,0.30017002322849073,CARTER E,False,,
2014,GA,2,96363,66537,SANFORD D BISHOP JR,D,18.30939226519337,True,17.90744466800805,0,0.4019475971853197,-8.483432067568272,1,8.885379664753591,BISHOP S,False,,
2014,GA,6,71486,139018,TOM PRICE,R,-32.08110059666325,True,-23.702950152594095,0,-8.378150444069153,-8.483432067568272,-1,-0.10528162349911874,PRICE T,False,,
2014,GA,7,60112,113557,ROB WOODALL,R,-30.774058697867783,True,-22.233502538071072,0,-8.540556159796711,-8.483432067568272,-1,0.05712409222843995,WOODALL R,False,,
2014,GA,9,34988,146059,DOUG COLLINS,R,-61.34926289858434,True,-58.417849898580116,0,-2.931413000004227,-8.483432067568272,-1,-5.552019067564045,COLLINS D,False,,
2014,GA,10,65777,130703,JODY B HICE,R,-33.04458469055375,True,-26.518218623481786,0,-6.526366067071962,-8.483432067568272,-1,-1.9570660004963099,HICE J,False,,
2014,GA,12,75478,91336,"R W \""RICK\"" ALLEN",R,-9.506396345630463,True,-11.919191919191917,0,2.4127955735614535,-8.483432067568272,-1,-10.896227641129725,ALLEN R,False,,
2014,HI,1,93390,86454,MARK TAKAI,D,3.8566757856809235,True,41.23606889564337,0,-37.37939310996245,-8.483432067568272,1,-28.895961042394177,TAKAI M,False,,
2014,HI,2,142010,33630,TULSI GABBARD,D,61.70576178547028,True,45.565749235474,0,16.14001254999628,-8.483432067568272,1,24.62344461756455,GABBARD T,False,,
2014,IA,1,141145,147762,ROD BLUM,R,-2.290356412271077,True,13.880445795339414,0,-16.170802207610492,-8.483432067568272,-1,7.687370140042221,BLUM R,False,,
2014,IA,2,143431,129455,DAVID LOEBSACK,D,5.121552589726113,True,13.299492385786797,0,-8.177939796060684,-8.483432067568272,1,0.3054922715075872,LOEBSACK D,False,,
2014,IA,3,119109,148814,DAVID YOUNG,R,-11.087140708337843,True,4.259634888438129,0,-15.346775596775974,-8.483432067568272,-1,6.863343529207702,YOUNG D,False,,
2014,IA,4,105504,169834,STEVE KING,R,-23.364010779478313,True,-8.206686930091188,0,-15.157323849387126,-8.483432067568272,-1,6.673891781818854,KING S,False,,
2014,ID,1,77277,143580,RAUL R LABRADOR,R,-30.020782678384656,True,-33.67662203913491,0,3.6558393607502566,-8.483432067568272,-1,-12.139271428318528,LABRADOR R,False,,
2014,ID,2,82801,131492,MICHAEL K SIMPSON,R,-22.72169412906628,True,-31.893004115226333,0,9.171309986160054,-8.483432067568272,-1,-17.654742053728327,SIMPSON M,False,,
2014,IL,1,162268,59749,BOBBY L RUSH,D,46.1761937148957,True,59.274193548387096,0,-13.097999833491393,-8.483432067568272,1,-4.6145677659231215,RUSH B,False,,
2014,IL,2,160337,43799,ROBIN L KELLY,D,57.0884116471372,True,62.70161290322581,0,-5.613201256088608,-8.483432067568272,1,2.8702308114796633,KELLY R,False,,
2014,IL,3,116764,64091,DANIEL LIPINSKI,D,29.124436703436455,True,13.502538071065988,0,15.621898632370467,-8.483432067568272,1,24.10533069993874,LIPINSKI D,False,,
2014,IL,4,79666,22278,LUIS V GUTIERREZ,D,56.29365141646394,True,65.10204081632654,0,-8.808389399862598,-8.483432067568272,1,-0.32495733229432666,GUTIERREZ L,False,,
2014,IL,5,116364,56350,MIKE QUIGLEY,D,34.74761744849867,True,34.969325153374236,0,-0.22170770487556268,-8.483432067568272,1,8.261724362692709,QUIGLEY M,False,,
2014,IL,6,78465,160287,PETER J ROSKAM,R,-34.27070767993567,True,-8.333333333333329,0,-25.93737434660234,-8.483432067568272,-1,17.453942279034067,ROSKAM P,False,,
2014,IL,8,84178,66878,TAMMY DUCKWORTH,D,11.452706281114288,True,16.7853509664293,0,-5.33264468531501,-8.483432067568272,1,3.1507873822532613,DUCKWORTH T,False,,
2014,IL,9,141000,72384,JANICE D SCHAKOWSKY,D,32.15611292318074,True,32.24821973550357,0,-0.09210681232282525,-8.483432067568272,1,8.391325255245446,SCHAKOWSKY J,False,,
2014,IL,10,91136,95992,ROBERT DOLD,R,-2.595015176777393,True,16.63286004056795,0,-19.227875217345343,-8.483432067568272,-1,10.744443149777071,DOLD R,False,,
2014,IL,11,93436,81335,BILL FOSTER,D,6.9239175835808,True,17.47967479674796,0,-10.555757213167162,-8.483432067568272,1,-2.0723251455988905,FOSTER B,False,,
2014,IL,12,87860,110038,MIKE BOST,R,-11.206783292403157,True,1.5321756894790601,0,-12.738958981882217,-8.483432067568272,-1,4.255526914313945,BOST M,False,,
2014,IL,13,86935,123337,RODNEY DAVIS,R,-17.311862730178056,True,-0.30769230769230477,0,-17.004170422485753,-8.483432067568272,-1,8.520738354917482,DAVIS R,False,,
2014,IL,14,76861,145369,RANDY HULTGREN,R,-30.827521036763713,True,-10.16260162601626,0,-20.66491941074745,-8.483432067568272,-1,12.18148734317918,HULTGREN R,False,,
2014,IL,15,55652,166274,JOHN SHIMKUS,R,-49.84634517812244,True,-30.40816326530612,0,-19.438181912816322,-8.483432067568272,-1,10.95474984524805,SHIMKUS J,False,,
2014,IL,16,63810,153388,ADAM KINZINGER,R,-41.24255287801913,True,-7.849133537206927,0,-33.39341934081221,-8.483432067568272,-1,24.909987273243935,KINZINGER A,False,,
2014,IL,17,110560,88785,CHERI BUSTOS,D,10.923273721437708,True,17.311608961303463,0,-6.388335239865755,-8.483432067568272,1,2.095096827702516,BUSTOS C,False,,
2014,IL,18,62377,184363,AARON SCHOCK,R,-49.43908567723109,True,-23.751274209989813,0,-25.68781146724128,-8.483432067568272,-1,17.20437939967301,SCHOCK A,False,,
2014,IN,1,86579,51000,PETER J VISCLOSKY,D,25.86077817108716,True,24.137931034482765,0,1.7228471366043934,-8.483432067568272,1,10.206279204172665,VISCLOSKY P,False,,
2014,IN,2,55590,85583,JACKIE WALORSKI,R,-21.24556395344719,True,-14.256619144602851,0,-6.988944808844337,-8.483432067568272,-1,-1.4944872587239342,WALORSKI J,False,,
2014,IN,3,39771,97892,MARLIN A STUTZMAN,R,-42.21976856526445,True,-27.291242362525452,0,-14.928526202739,-8.483432067568272,-1,6.445094135170729,STUTZMAN M,False,,
2014,IN,4,47056,94998,TODD ROKITA,R,-33.74913765187886,True,-24.539877300613497,0,-9.209260351265364,-8.483432067568272,-1,0.7258282836970924,ROKITA T,False,,
2014,IN,5,49756,105277,SUSAN W BROOKS,R,-35.81237542974721,True,-17.107942973523418,0,-18.704432456223795,-8.483432067568272,-1,10.221000388655524,BROOKS S,False,,
2014,IN,6,45509,102187,LUKE MESSER,R,-38.374769797421735,True,-23.643807574206757,0,-14.730962223214977,-8.483432067568272,-1,6.2475301556467056,MESSER L,False,,
2014,IN,7,61443,46887,ANDRE CARSON,D,13.436721129880919,True,27.97558494404883,0,-14.538863814167911,-8.483432067568272,1,-6.0554317465996395,CARSON A,False,,
2014,IN,8,61384,103344,LARRY BUCSHON,R,-25.472293720557523,True,-19.183673469387752,0,-6.288620251169771,-8.483432067568272,-1,-2.1948118163985004,BUCSHON L,False,,
2014,IN,9,55016,101594,TODD C YOUNG,R,-29.741395824021456,True,-16.85393258426966,0,-12.887463239751796,-8.483432067568272,-1,4.404031172183524,YOUNG T,False,,
2014,KS,1,65397,138764,TIM HUELSKAMP,R,-35.93585454616699,True,-43.50051177072671,0,7.564657224559717,-8.483432067568272,-1,-16.04808929212799,HUELSKAMP T,False,,
2014,KS,2,87153,128742,LYNN JENKINS,R,-19.263530883068157,True,-13.9344262295082,0,-5.329104653559957,-8.483432067568272,-1,-3.154327414008314,JENKINS L,False,,
2014,KS,3,89584,134493,KEVIN YODER,R,-20.041771355382302,True,-9.683995922528034,0,-10.357775432854268,-8.483432067568272,-1,1.8743433652859967,YODER K,False,,
2014,KS,4,69396,138757,MIKE POMPEO,R,-33.322123630214314,True,-26.100307062436027,0,-7.221816567778287,-8.483432067568272,-1,-1.2616154997899844,POMPEO M,False,,
2014,KY,1,63596,173022,ED WHITFIELD,R,-46.24584773770381,True,-34.82233502538072,0,-11.423512712323095,-8.483432067568272,-1,2.940080644754824,WHITFIELD E,False,,
2014,KY,2,69898,156936,BRETT GUTHRIE,R,-38.37079097489794,True,-28.658536585365848,0,-9.712254389532095,-8.483432067568272,-1,1.2288223219638237,GUTHRIE B,False,,
2014,KY,3,157056,87981,JOHN A YARMUTH,D,28.189620343050233,True,13.096446700507618,0,15.093173642542615,-8.483432067568272,1,23.576605710110886,YARMUTH J,False,,
2014,KY,4,71694,150464,THOMAS MASSIE,R,-35.45674699988297,True,-29.124236252545828,0,-6.332510747337139,-8.483432067568272,-1,-2.1509213202311326,MASSIE T,False,,
2014,KY,5,47617,171350,HAROLD ROGERS,R,-56.50760160206789,True,-52.74949083503055,0,-3.758110767037344,-8.483432067568272,-1,-4.725321300530927,ROGERS H,False,,
2014,KY,6,98290,147404,ANDY BARR,R,-19.989906143414167,True,-13.87755102040816,0,-6.112355123006008,-8.483432067568272,-1,-2.3710769445622635,BARR A,False,,
2014,LA,1,46047,189250,STEVE SCALISE,R,-60.86052945851414,True,-44.989775051124745,0,-15.870754407389391,-8.483432067568272,-1,7.38732233982112,SCALISE S,False,,
2014,LA,5,75006,247211,RALPH LEE ABRAHAM,R,-53.44379719257519,True,-23.606889564336367,0,-29.836907628238823,-8.483432067568272,-1,21.353475560670553,ABRAHAM R,False,,
2014,LA,6,95127,234200,GARRET GRAVES,R,-42.22945582961616,True,-34.76044852191641,0,-7.469007307699748,-8.483432067568272,-1,-1.0144247598685237,GRAVES G,False,,
2014,MA,3,139104,81638,NIKI TSONGAS,D,26.033106522546685,True,15.768056968463886,0,10.265049554082799,-8.483432067568272,1,18.74848162165107,TSONGAS N,False,,
2014,MA,6,149638,111989,SETH W MOULTON,D,14.390334330936792,True,10.953346855983778,0,3.436987474953014,-8.483432067568272,1,11.920419542521286,MOULTON S,False,,
2014,MA,9,140413,114971,WILLIAM R KEATING,D,9.962252921091377,True,12.576064908722108,0,-2.613811987630731,-8.483432067568272,1,5.86962007993754,KEATING W,False,,
2014,MD,1,73843,176342,ANDY HARRIS,R,-40.96928273077922,True,-23.13965341488277,0,-17.82962931589645,-8.483432067568272,-1,9.34619724832818,HARRIS A,False,,
2014,MD,2,120412,70411,C A DUTCH RUPPERSBERGER,D,26.202816222363133,True,28.644240570846076,0,-2.4414243484829434,-8.483432067568272,1,6.042007719085328,RUPPERSBERGER C,False,,
2014,MD,3,128594,87029,JOHN P SARBANES,D,19.27670053751223,True,24.13087934560327,0,-4.854178808091039,-8.483432067568272,1,3.629253259477233,SARBANES J,False,,
2014,MD,4,134628,54217,DONNA F EDWARDS,D,42.58042309830814,True,57.937310414560166,0,-15.356887316252028,-8.483432067568272,1,-6.873455248683756,EDWARDS D,False,,
2014,MD,5,144725,80752,STENY H HOYER,D,28.372295178665674,True,34.213197969543145,0,-5.840902790877472,-8.483432067568272,1,2.6425292766907997,HOYER S,False,,
2014,MD,6,94704,91930,JOHN K DELANEY,D,1.4863315365903318,True,12.6530612244898,0,-11.166729687899469,-8.483432067568272,1,-2.6832976203311976,DELANEY J,False,,
2014,MD,7,144639,55860,ELIJAH E CUMMINGS,D,44.27902383553035,True,54.72081218274113,0,-10.441788347210775,-8.483432067568272,1,-1.9583562796425031,CUMMINGS E,False,,
2014,MD,8,136722,87859,CHRIS VAN HOLLEN,D,21.757406013865822,True,26.53061224489796,0,-4.7732062310321375,-8.483432067568272,1,3.710225836536134,HOLLEN C,False,,
2014,ME,1,186674,94751,CHELLIE PINGREE,D,32.663409434129875,True,21.881390593047033,0,10.782018841082841,-8.483432067568272,1,19.26545090865111,PINGREE C,False,,
2014,ME,2,118568,133320,BRUCE POLIQUIN,R,-5.8565711744902496,True,8.735868448098664,0,-14.592439622588913,-8.483432067568272,-1,6.109007555020641,POLIQUIN B,False,,
2014,MI,1,113263,130414,DAN BENISHEK,R,-7.038415607546055,True,-8.392315470171894,0,1.3538998626258394,-8.483432067568272,-1,-9.837331930194111,BENISHEK D,False,,
2014,MI,2,70851,135568,BILL HUIZENGA,R,-31.352249550671207,True,-13.01715438950555,0,-18.335095161165658,-8.483432067568272,-1,9.851663093597386,HUIZENGA B,False,,
2014,MI,3,84720,125754,JUSTIN AMASH,R,-19.495994754696543,True,-7.381193124368052,0,-12.11480163032849,-8.483432067568272,-1,3.6313695627602183,AMASH J,False,,
2014,MI,4,85777,123962,JOHN MOOLENAAR,R,-18.20596074168371,True,-8.080808080808081,0,-10.12515266087563,-8.483432067568272,-1,1.6417205933073582,MOOLENAAR J,False,,
2014,MI,5,148182,69222,DANIEL T KILDEE,D,36.31947894242976,True,22.62626262626263,0,13.693216316167131,-8.483432067568272,1,22.176648383735404,KILDEE D,False,,
2014,MI,6,84391,116801,FRED UPTON,R,-16.108990417114,True,-1.41414141414142,0,-14.69484900297258,-8.483432067568272,-1,6.2114169354043085,UPTON F,False,,
2014,MI,7,92083,119564,TIM WALBERG,R,-12.984356026780441,True,-3.134479271991912,0,-9.849876754788529,-8.483432067568272,-1,1.3664446872202571,WALBERG T,False,,
2014,MI,8,102269,132739,MIKE BISHOP,R,-12.965516067538127,True,-3.1281533804238157,0,-9.837362687114311,-8.483432067568272,-1,1.3539306195460394,BISHOP M,False,,
2014,MI,9,136342,81470,SANDER M LEVIN,D,25.192367729968964,True,15.43895055499496,0,9.753417174974004,-8.483432067568272,1,18.236849242542277,LEVIN S,False,,
2014,MI,10,67143,157069,CANDICE S MILLER,R,-40.10757675771145,True,-11.717171717171713,0,-28.390405040539736,-8.483432067568272,-1,19.906972972971467,MILLER C,False,,
2014,MI,11,101681,140435,DAVE TROTT,R,-16.00637710849345,True,-5.443548387096774,0,-10.562828721396675,-8.483432067568272,-1,2.079396653828404,TROTT D,False,,
2014,MI,12,134346,64716,DEBBIE DINGELL,D,34.97905175272026,True,33.737373737373744,0,1.2416780153465155,-8.483432067568272,1,9.725110082914787,DINGELL D,False,,
2014,MI,13,132710,27234,JOHN CONYERS JR,D,65.94558095333366,True,71.25628140703519,0,-5.3107004537015285,-8.483432067568272,1,3.172731613866743,CONYERS J,False,,
2014,MI,14,165272,41801,BRENDA LAWRENCE,D,59.62679827886784,True,62.65060240963856,0,-3.0238041307707206,-8.483432067568272,1,5.459627936797551,LAWRENCE B,False,,
2014,MN,1,122851,103536,TIMOTHY J WALZ,D,8.531850327094753,True,1.4314928425357858,0,7.100357484558968,-8.483432067568272,1,15.58378955212724,WALZ T,False,,
2014,MN,2,95565,137778,JOHN KLINE,R,-18.090536249212533,True,0.10193679918450706,0,-18.19247304839704,-8.483432067568272,-1,9.70904098082877,KLINE J,False,,
2014,MN,3,101846,167515,ERIK PAULSEN,R,-24.3795501204703,True,0.8130081300813051,0,-25.192558250551603,-8.483432067568272,-1,16.709126182983333,PAULSEN E,False,,
2014,MN,4,147857,79492,BETTY MCCOLLUM,D,30.070508337401968,True,27.551020408163264,0,2.5194879292387036,-8.483432067568272,1,11.002919996806975,MCCOLLUM B,False,,
2014,MN,5,167079,56577,KEITH ELLISON,D,49.40712522802876,True,50.76923076923077,0,-1.3621055412020056,-8.483432067568272,1,7.121326526366266,ELLISON K,False,,
