year,state_po,district,dem,rep,winner,winner_side,house_margin,contested,pres_margin,incumbent_side,resid_raw,year_effect,winner_sign,winner_edge,winner_key,winner_was_incumbent,known_pres,resid_known
2018,CA,17,159105,52057,RO KHANNA,D,50.6947272710052,True,52.263490141819446,1,-1.568762870814247,4.540650842179673,1,-6.10941371299392,KHANNA R,True,56.567796610169495,-11.739841405593076
2018,CA,18,225142,77096,ANNA G ESHOO,D,48.983251609658616,True,56.61737046076862,1,-7.634118851110003,4.540650842179673,1,-12.174769693289676,ESHOO A,True,56.837606837606835,-13.721127294376998
2018,CA,19,162496,57823,ZOE LOFGREN,D,47.50974723015264,True,48.72610844687592,1,-1.2163612167232785,4.540650842179673,1,-5.757012058902951,LOFGREN Z,True,54.449152542372886,-12.806177378649025
2018,CA,21,57239,56377,TJ COX,D,0.7586959583157302,True,13.733396048310624,-1,-12.974700089994894,4.540650842179673,1,-17.515350932174567,COX T,False,16.332982086406744,-21.441058194519794
2018,CA,22,105136,117243,DEVIN G NUNES,R,-5.4443090399723,True,-7.776575689455237,-1,2.3322666494829374,4.540650842179673,-1,2.2083841926967356,NUNES D,True,-10.03167898627244,-1.2794021201286405
2018,CA,23,74661,131113,KEVIN MCCARTHY,R,-27.433980969413046,True,-20.181380738575058,-1,-7.252600230837988,4.540650842179673,-1,11.793251073017661,MCCARTHY K,True,-23.35456475583864,-9.946188280003184
2018,CA,24,166550,117881,SALUD CARBAJAL,D,17.111004074801972,True,23.02953282206431,1,-5.918528747262339,4.540650842179673,1,-10.459179589442012,CARBAJAL S,True,21.673819742489272,-10.42958773411608
2018,CA,25,133209,111813,KATIE HILL,D,8.732277101648016,True,8.72594995436651,-1,0.00632714728150674,4.540650842179673,1,-4.534323694898166,HILL K,False,7.135250266240677,-4.2697452310214405
2018,CA,26,158216,97210,JULIA BROWNLEY,D,23.88402120379288,True,24.37840007571134,1,-0.4943788719184603,4.540650842179673,1,-5.035029714098133,BROWNLEY J,True,23.322683706070286,-5.305434568706186
2018,CA,28,196662,54272,ADAM B SCHIFF,D,56.74400439956323,True,48.65030926588227,1,8.09369513368096,4.540650842179673,1,3.553044291501287,SCHIFF A,True,52.7542372881356,-1.8770049550011478
2018,CA,29,124697,29995,TONY CARDENAS,D,61.21971401236004,True,57.9890933878664,1,3.230620624493646,4.540650842179673,1,-1.3100302176860268,CARDENAS T,True,64.44444444444446,-9.091502498513194
2018,CA,30,191573,69420,BRAD SHERMAN,D,46.803170966271125,True,42.92087639840514,1,3.8822945678659835,4.540650842179673,1,-0.6583562743136895,SHERMAN B,True,45.78059071729957,-4.844191817457222
2018,CA,31,110143,77352,PETE AGUILAR,D,17.488999706658845,True,21.37193629512727,1,-3.882936588468425,4.540650842179673,1,-8.423587430648098,AGUILAR P,True,22.375397667020145,-10.75317002679008
2018,CA,32,121759,55272,GRACE FLORES NAPOLITANO,D,37.55669910919556,True,37.15627502326487,1,0.4004240859306947,4.540650842179673,1,-4.140226756248978,NAPOLITANO G,True,41.25132555673382,-9.561398513967035
2018,CA,33,219091,93769,TED W LIEU,D,40.05689445758486,True,42.30636050814812,1,-2.2494660505632567,4.540650842179673,1,-6.79011689274293,LIEU T,True,43.79639448568399,-9.60627209452791
2018,CA,35,103420,45604,NORMA J TORRES,D,38.796435473480784,True,38.19703064781735,1,0.5994048256634343,4.540650842179673,1,-3.9412460165162386,TORRES N,True,43.128964059196626,-10.199300652144622
2018,CA,36,122169,84839,RAUL RUIZ,D,18.033119492966456,True,11.527154044772434,1,6.505965448194022,4.540650842179673,1,1.9653146060143492,RUIZ R,True,9.205020920502097,2.9613265060355793
2018,CA,38,139188,62968,LINDA T SANCHEZ,D,37.70355566987871,True,37.98172642440401,1,-0.2781707545252985,4.540650842179673,1,-4.8188215967049715,SANCHEZ L,True,41.94915254237288,-10.112368938922948
2018,CA,39,126002,118391,GIL CISNEROS,D,3.114246316383857,True,9.702893104580246,0,-6.588646788196389,4.540650842179673,1,-11.129297630376062,CISNEROS G,False,9.110169491525424,-11.862695241570346
2018,CA,41,108227,58021,MARK TAKANO,D,30.199461046147924,True,27.91258918306896,1,2.2868718630789644,4.540650842179673,1,-2.2537789791007086,TAKANO M,True,29.64930924548353,-5.316620265764385
2018,CA,42,100892,131040,KEN CALVERT,R,-12.998637531690322,True,-10.104624128132269,-1,-2.894013403558054,4.540650842179673,-1,7.434664245737727,CALVERT K,True,-12.658227848101266,-6.207181750017837
2018,CA,43,152272,43780,MAXINE WATERS,D,55.33837961357191,True,61.06939417984298,1,-5.731014566271071,4.540650842179673,1,-10.271665408450744,WATERS M,True,64.87907465825447,-15.407467111111337
2018,CA,45,158906,146383,KATIE PORTER,D,4.102014812194347,True,8.637437135254356,-1,-4.535422323060009,4.540650842179673,1,-9.07607316523968,PORTER K,False,5.732484076433121,-7.497241330667554
2018,CA,46,102278,45638,LOU CORREA,D,38.292003569593554,True,36.1285868729892,1,2.163416696604351,4.540650842179673,1,-2.377234145575322,CORREA L,True,40.76433121019109,-8.339099707026314
2018,CA,47,143354,77682,ALAN LOWENTHAL,D,29.710997303606653,True,30.749328574302986,1,-1.0383312706963324,4.540650842179673,1,-5.578982112876005,LOWENTHAL A,True,33.76068376068376,-9.916458523505888
2018,CA,48,157837,136899,HARLEY ROUDA,D,7.103984582813093,True,1.6693822124334705,-1,5.434602370379623,4.540650842179673,1,0.8939515281999499,ROUDA H,False,1.806588735387881,-0.5693762190035674
2018,CA,49,166453,128577,MIKE LEVIN,D,12.83801647290106,True,10.49309845291546,0,2.3449180199856006,4.540650842179673,1,-2.1957328221940724,LEVIN M,False,7.987220447284344,-1.0159760408120642
2018,CA,50,125448,134362,DUNCAN HUNTER,R,-3.4309687848812596,True,-11.902418035191573,-1,8.471449250310314,4.540650842179673,-1,-3.9307984081306415,HUNTER D,True,-15.92356687898089,6.6258260276708505
2018,CA,51,109527,44301,JUAN VARGAS,D,42.4019034246041,True,44.303428060026725,1,-1.901524635422625,4.540650842179673,1,-6.442175477602298,VARGAS J,True,51.7970401691332,-15.261908810957877
2018,CA,52,188992,107015,SCOTT PETERS,D,27.694277500194254,True,26.965419808597368,1,0.7288576915968861,4.540650842179673,1,-3.811793150582787,PETERS S,True,24.012806830309497,-2.1853013965440233
2018,CA,53,185667,83127,SUSAN A DAVIS,D,38.148172950289066,True,36.98128281585994,1,1.1668901344291243,4.540650842179673,1,-3.3737607077505487,DAVIS S,True,37.088204038257174,-4.8068031543968885
2018,CO,1,272886,85207,DIANA DEGETTE,D,52.4106866093445,True,52.21704407444987,1,0.19364253489462868,4.540650842179673,1,-4.347008307285044,DEGETTE D,True,49.67462039045553,-3.130705847539808
2018,CO,2,259608,144901,JOE NEGUSE,D,28.357094650551655,True,27.15807595416532,0,1.1990186963863358,4.540650842179673,1,-3.341632145793337,NEGUSE J,False,23.38090010976949,-0.8905775256466164
2018,CO,3,146426,173205,SCOTT R TIPTON,R,-8.378098494826848,True,-9.336478127364158,-1,0.9583796325373104,4.540650842179673,-1,3.5822712096423626,TIPTON S,True,-13.043478260869565,-1.201392300386063
2018,CO,4,145544,224038,KEN BUCK,R,-21.238588459394666,True,-20.7063028042071,-1,-0.5322856551875681,4.540650842179673,-1,5.072936497367241,BUCK K,True,-25.190839694656493,-1.9145208311669535
2018,CO,5,126848,184002,DOUG LAMBORN,R,-18.386359980698085,True,-19.95827410702004,-1,1.5719141263219534,4.540650842179673,-1,2.9687367158577196,LAMBORN D,True,-26.54867256637168,2.2955405192448133
2018,CO,6,187639,148685,JASON CROW,D,11.582283750193266,True,14.616981407300191,-1,-3.034697657106925,4.540650842179673,1,-7.575348499286598,CROW J,False,9.72677595628416,-4.011264272519673
2018,CO,7,204260,119734,ED PERLMUTTER,D,26.088754730025865,True,18.399896559702746,1,7.688858170323119,4.540650842179673,1,3.148207328143446,PERLMUTTER E,True,13.215859030837004,7.006123632760081
2018,CT,1,175087,96024,JOHN B LARSON,D,29.16259391909587,True,26.267748478701826,1,2.894845440394043,4.540650842179673,1,-1.6458054017856298,LARSON J,True,24.13793103448276,-0.8421091818156725
2018,CT,2,179731,102483,JOE COURTNEY,D,27.372136038609,True,7.146636432350721,1,20.22549960625828,4.540650842179673,1,15.684848764078605,COURTNEY J,True,3.0687830687830746,18.436580903397147
2018,CT,3,174572,95667,ROSA L DELAURO,D,29.19822823500679,True,18.73672382719907,1,10.46150440780772,4.540650842179673,1,5.920853565628047,DELAURO R,True,16.095534787123572,7.235921381454439
2018,CT,4,168726,106921,JIM HIMES,D,22.421793090438133,True,26.99985465942913,1,-4.5780615689909965,4.540650842179673,1,-9.11871241117067,HIMES J,True,23.908523908523907,-7.353502884514555
2018,CT,5,151225,119426,JAHANA HAYES,D,11.749079072310836,True,7.573582844018694,0,4.175496228292142,4.540650842179673,1,-0.36515461388753057,HAYES J,False,4.284221525600838,1.5980854802812186
2018,DE,0,227353,125384,LISA BLUNT ROCHESTER,D,28.907939909904545,True,15.668466612320653,1,13.239473297583892,4.540650842179673,1,8.698822455404219,ROCHESTER L,True,12.067156348373558,10.974011495102207
2018,FL,1,106199,216189,MATT GAETZ,R,-34.117274836532374,True,-37.57258982642222,-1,3.4553149898898425,4.540650842179673,-1,1.0853358522898304,GAETZ M,True,-41.06583072100313,1.081783818041977
2018,FL,2,96233,199335,NEAL DUNN,R,-34.88266659448925,True,-36.06519742883379,-1,1.18253083434454,4.540650842179673,-1,3.358120007835133,DUNN N,True,-36.776859504132226,-3.9725791567858053
2018,FL,3,129880,176616,TED YOHO,R,-15.248486114011277,True,-14.978917130041829,-1,-0.26956898396944773,4.540650842179673,-1,4.810219826149121,YOHO T,True,-16.59751037344398,-4.517747806996075
2018,FL,4,123351,248420,JOHN H RUTHERFORD,R,-33.64140828628376,True,-25.180544917387024,-1,-8.460863368896739,4.540650842179673,-1,13.001514211076412,RUTHERFORD J,True,-29.106029106029105,-10.402151246683438
2018,FL,5,180527,89799,AL LAWSON,D,33.562439424990565,True,26.46321470330009,1,7.099224721690476,4.540650842179673,1,2.558573879510803,LAWSON A,True,26.131687242798357,1.563980115763428
2018,FL,6,145758,187891,MICHAEL WALTZ,R,-12.627941339551445,True,-17.61045692221731,0,4.982515582665865,4.540650842179673,-1,-0.4418647404861922,WALTZ M,False,-17.56198347107438,-0.9327299349058435
2018,FL,7,183113,134285,STEPHANIE MURPHY,D,15.383839847762117,True,9.08514742353265,1,6.298692424229467,4.540650842179673,1,1.7580415820497937,MURPHY S,True,7.64397905759162,1.8730887237417164
2018,FL,8,142415,218112,BILL POSEY,R,-20.996208328363757,True,-19.71846397784579,-1,-1.2777443505179669,4.540650842179673,-1,5.81839519269764,POSEY B,True,-21.540062434963577,-5.32291795982896
2018,FL,9,172172,124565,DARREN SOTO,D,16.04349979948574,True,10.151445741768992,1,5.892054057716749,4.540650842179673,1,1.3514032155370757,SOTO D,True,13.340227507755946,-3.1634997746989857
2018,FL,11,128053,239395,DANIEL WEBSTER,R,-30.301430406479284,True,-32.525569406226175,-1,2.2241389997468914,4.540650842179673,-1,2.3165118424327815,WEBSTER D,True,-33.19630010277492,-2.9719023701331437
2018,FL,12,132844,194564,GUS MICHAEL BILIRAKIS,R,-18.851097102086694,True,-18.211343489402132,-1,-0.6397536126845615,4.540650842179673,-1,5.1804044548642345,BILIRAKIS G,True,-19.33471933471934,-5.383149833796136
2018,FL,13,182717,134254,CHARLIE CRIST,D,15.289411334159908,True,3.7394674755645454,1,11.549943858595363,4.540650842179673,1,7.00929301641569,CRIST C,True,3.333333333333336,6.089305934397792
2018,FL,15,134132,151380,ROSS SPANO,R,-6.041077082574462,True,-9.494775167171527,0,3.4536980845970646,4.540650842179673,-1,1.0869527575826083,SPANO R,False,-10.395010395010395,-1.5128387539928472
2018,FL,16,164463,197483,VERN BUCHANAN,R,-9.12290783708067,True,-9.619356003410218,-1,0.49644816632954836,4.540650842179673,-1,4.044202675850125,BUCHANAN V,True,-11.065149948293694,-3.924529955215755
2018,FL,17,117194,193326,GREG STEUBE,R,-24.517583408476103,True,-27.80225341829285,0,3.2846700098167467,4.540650842179673,-1,1.2559808323629262,STEUBE G,False,-27.983539094650208,-2.4008163802546747
2018,FL,18,156454,185905,BRIAN MAST,R,-8.602373531877356,True,-8.948144720478927,-1,0.34577118860157086,4.540650842179673,-1,4.194879653578102,MAST B,True,-9.445585215605744,-5.023560382700392
2018,FL,19,128106,211465,FRANCIS ROONEY,R,-24.5483271539678,True,-21.500866518772497,-1,-3.0474606351953035,4.540650842179673,-1,7.5881114773749765,ROONEY F,True,-22.760041194644696,-7.6550580257518845
2018,FL,22,184634,113049,TED DEUTCH,D,24.04739269625743,True,15.522377619500233,1,8.525015076757196,4.540650842179673,1,3.984364234577523,DEUTCH T,True,16.155419222903884,2.025201406924765
2018,FL,23,161611,99446,DEBBIE WASSERMAN SCHULTZ,D,23.812807164718816,True,21.950180791367277,1,1.8626263733515387,4.540650842179673,1,-2.6780244688281343,SCHULTZ D,True,26.71443193449335,-8.768396836203316
2018,FL,25,84173,128672,MARIO DIAZ-BALART,R,-20.90676313749442,True,-12.491547646534949,-1,-8.41521549095947,4.540650842179673,-1,12.955866333139143,BALART M,True,-1.8442622950819716,-24.929272908841227
2018,FL,26,119797,115678,DEBBIE MUCARSEL-POWELL,D,1.7492302792228474,True,5.559254809432131,-1,-3.810024530209284,4.540650842179673,1,-8.350675372388956,POWELL D,False,16.75231243576567,-20.869854222971604
2018,FL,27,130743,115588,DONNA SHALALA,D,6.152291023054346,True,11.671259590396588,0,-5.518968567342242,4.540650842179673,1,-10.059619409521915,SHALALA D,False,20.123203285420946,-19.83768432879538
2018,GA,1,105942,144741,"EARL L \""BUDDY\"" CARTER",R,-15.477315972762414,True,-14.25308898056866,-1,-1.2242269921937545,4.540650842179673,-1,5.7648778343734275,CARTER E,True,-15.93011305241521,-5.413974986775983
2018,GA,2,136699,92472,SANFORD BISHOP,D,19.298689624778003,True,12.157022562164263,1,7.14166706261374,4.540650842179673,1,2.601016220434067,BISHOP S,True,11.902339776195323,1.5295777821539005
2018,GA,3,101010,191996,DREW FERGUSON,R,-31.05260643126762,True,-28.97342778637158,-1,-2.0791786448960394,4.540650842179673,-1,6.619829487075712,FERGUSON D,True,-32.44078269824923,-4.47859579944717
2018,GA,4,227717,61092,"HENRY C \""HANK\"" JOHNSON JR",D,57.69383918091195,True,56.82672882672882,1,0.8671103541831329,4.540650842179673,1,-3.67354048799654,JOHNSON H,True,54.46153846153845,-2.634471347055282
2018,GA,6,160139,156875,LUCY MCBATH,D,1.0296075252197063,True,4.845874233374431,0,-3.816266708154725,4.540650842179673,1,-8.356917550334398,MCBATH L,False,-1.577287066246057,-3.259877474963017
2018,GA,7,140011,140430,ROB WOODALL,R,-0.14940754026693673,True,-0.08670198969951048,-1,-0.06270555056742624,4.540650842179673,-1,4.6033563927470995,WOODALL R,True,-6.569343065693435,0.5531634589977177
2018,GA,9,57912,224661,DOUG COLLINS,R,-59.01094584408277,True,-57.45151915676064,-1,-1.55942668732213,4.540650842179673,-1,6.100077529501803,COLLINS D,True,-60.247167868177144,-4.630550042334406
2018,GA,10,112339,190396,JODY HICE,R,-25.783936446066694,True,-23.454679636586512,-1,-2.3292568094801815,4.540650842179673,-1,6.8699076516598545,HICE J,True,-26.261585993820805,-5.389122518674668
2018,GA,11,118653,191887,BARRY LOUDERMILK,R,-23.58279126682553,True,-20.9005170595639,-1,-2.6822742072616315,4.540650842179673,-1,7.222925049441304,LOUDERMILK B,True,-26.150627615062763,-3.2989357181915473
2018,GA,12,101503,148986,RICK W ALLEN,R,-18.956121825708912,True,-14.776913121391116,-1,-4.179208704317796,4.540650842179673,-1,8.719859546497469,ALLEN R,True,-16.5983606557377,-8.224533236399992
2018,GA,13,223157,69760,DAVID SCOTT,D,52.36875975105576,True,49.10953800298063,1,3.2592217480751344,4.540650842179673,1,-1.2814290941045385,SCOTT D,True,45.49180327868853,1.0101844059384533
2018,GA,14,53981,175743,TOM GRAVES,R,-53.00360432519023,True,-51.60672678914457,-1,-1.3968775360456647,4.540650842179673,-1,5.937528378225338,GRAVES T,True,-54.47991761071061,-4.3904587809084035
2018,HI,1,134650,42498,ED CASE,D,52.01978007090117,True,32.3178869847232,0,19.701893086177968,4.540650842179673,1,15.161242243998295,CASE E,False,34.82905982905983,11.32394817541256
2018,HI,2,153271,44850,TULSI GABBARD,D,54.72463797376351,True,32.63646189875698,1,22.08817607500653,4.540650842179673,1,17.547525232826857,GABBARD T,True,34.94505494505494,13.912810962279785
2018,IA,1,170342,153442,ABBY FINKENAUER,D,5.219529068761891,True,-3.5948456671633595,-1,8.81437473592525,4.540650842179673,1,4.2737238937455775,FINKENAUER A,False,-3.7273695420660276,3.080126544399139
2018,IA,2,171446,133287,DAVE LOEBSACK,D,12.522109518824676,True,-4.215193352826976,1,16.73730287165165,4.540650842179673,1,12.196652029471977,LOEBSACK D,True,-4.357066950053136,11.012404402449032
2018,IA,3,175642,167933,CINDY AXNE,D,2.2437604598704795,True,-1.9226261536029488,-1,4.166386613473428,4.540650842179673,1,-0.3742642287062452,AXNE C,False,-3.7433155080213902,0.12030390146308978
2018,IA,4,147246,157676,STEVE KING,R,-3.420546893959767,True,-28.23222405952873,-1,24.811677165568963,4.540650842179673,-1,-20.27102632338929,KING S,True,-29.025423728813557,19.73810476842501
2018,ID,1,96922,197719,RUSS FULCHER,R,-34.21010653642908,True,-40.525626636737755,0,6.3155201003086745,4.540650842179673,-1,-1.7748692581290015,FULCHER R,False,-42.98540965207633,2.9085310492184675
2018,ID,2,110381,170274,MIKE SIMPSON,R,-21.34043576633233,True,-26.801041731836243,-1,5.4606059655039125,4.540650842179673,-1,-0.9199551233242396,SIMPSON M,True,-29.300118623962042,2.092910791200932
2018,IL,1,189560,50960,BOBBY L RUSH,D,57.625145518044235,True,52.841852044323005,1,4.78329347372123,4.540650842179673,1,0.24264263154155685,RUSH B,True,55.78512396694215,-4.026750515326697
2018,IL,2,190684,44567,ROBIN KELLY,D,62.11110686033216,True,58.85032716770123,1,3.2607796926309263,4.540650842179673,1,-1.2798711495487467,KELLY R,True,60.659114315139036,-4.414779521235658
2018,IL,3,163053,57885,DANIEL WILLIAM LIPINSKI,D,47.600684354886894,True,14.446603062245138,1,33.154081292641756,4.540650842179673,1,28.613430450462083,LIPINSKI D,True,16.088328075709786,25.64558421274833
2018,IL,5,213992,65134,MIKE QUIGLEY,D,53.33003733081117,True,48.17863560185904,1,5.1514017289521306,4.540650842179673,1,0.6107508867724576,QUIGLEY M,True,49.36440677966102,-1.9011415152786242
2018,IL,6,169001,146445,SEAN CASTEN,D,7.150510705477324,True,10.233533759265779,-1,-3.0830230537884544,4.540650842179673,1,-7.623673895968127,CASTEN S,False,7.494646680942184,-6.2109080418936395
2018,IL,8,130054,67073,RAJA KRISHNAMOORTHI,D,31.949453905350357,True,21.766613864373543,1,10.182840040976814,4.540650842179673,1,5.642189198797141,KRISHNAMOORTHI R,True,22.96296296296297,3.1197188759586076
2018,IL,9,213368,76983,JANICE D SCHAKOWSKY,D,46.97245747388506,True,45.94394522892597,1,1.0285122449590887,4.540650842179673,1,-3.5121385972205843,SCHAKOWSKY J,True,47.578947368421055,-6.473261960964777
2018,IL,10,156540,82124,BRAD SCHNEIDER,D,31.180236650688833,True,30.915894128133036,1,0.26434252255579693,4.540650842179673,1,-4.276308319623876,SCHNEIDER B,True,31.07822410147992,-5.764759517219865
2018,IL,11,145407,82358,BILL FOSTER,D,27.681601650824316,True,25.559111993194122,1,2.1224896576301937,4.540650842179673,1,-2.4181611845494793,FOSTER B,True,24.920466595970307,-3.105637011574771
2018,IL,12,118724,134884,MIKE BOST,R,-6.372038736948361,True,-15.01800720288115,-1,8.64596846593279,4.540650842179673,-1,-4.105317623753116,BOST M,True,-15.546218487394954,3.3074076840178144
2018,IL,13,134458,136516,RODNEY DAVIS,R,-0.7594824595717671,True,-4.723519292209388,-1,3.9640368326376207,4.540650842179673,-1,0.5766140095420522,DAVIS R,True,-5.857294994675186,-0.7689595313253612
2018,IL,14,156035,141164,LAUREN UNDERWOOD,D,5.003718047503525,True,-0.861071701407836,-1,5.8647897489113605,4.540650842179673,1,1.3241389067316875,UNDERWOOD L,False,-4.171122994652412,3.3080689757271564
2018,IL,15,74309,181294,JOHN M SHIMKUS,R,-41.85592500870491,True,-47.863074893565994,-1,6.007149884861086,4.540650842179673,-1,-1.4664990426814128,SHIMKUS J,True,-48.529411764705884,0.8067146895721962
2018,IL,16,104569,151254,ADAM KINZINGER,R,-18.248945560016104,True,-17.348402597006206,-1,-0.9005429630098973,4.540650842179673,-1,5.44119380518957,KINZINGER A,True,-18.336886993603414,-5.778830632841469
2018,IL,17,142659,87090,CHERI BUSTOS,D,24.186829975320894,True,-1.1899406496591305,1,25.376770624980026,4.540650842179673,1,20.836119782800353,BUSTOS C,True,-0.74388947927736,19.063947388169474
2018,IL,18,95486,195927,DARIN LAHOOD,R,-34.46689063288186,True,-26.87041572787532,-1,-7.596474905006538,4.540650842179673,-1,12.13712574718621,LAHOOD D,True,-29.073482428115017,-11.260180271195619
2018,IN,1,159611,85594,PETER J VISCLOSKY,D,30.185762933056015,True,11.061502874442974,1,19.12426005861304,4.540650842179673,1,14.583609216433366,VISCLOSKY P,True,13.179916317991635,11.139074548635598
2018,IN,2,103363,125499,JACKIE WALORSKI,R,-9.672204210397533,True,-22.54629451724329,-1,12.874090306845757,4.540650842179673,-1,-8.333439464666084,WALORSKI J,True,-24.318658280922424,8.779682004096111
2018,IN,3,86610,158927,JIM BANKS,R,-29.452587593723145,True,-33.65303731298444,-1,4.200449719261293,4.540650842179673,-1,0.3402011229183799,BANKS J,True,-36.764705882352935,1.4453462222010103
2018,IN,4,87824,156539,JIM BAIRD,R,-28.120050907870667,True,-33.27750186645892,0,5.157450958588253,4.540650842179673,-1,-0.6168001164085801,BAIRD J,False,-36.08465608465608,2.0978331103566354
2018,IN,5,137142,180035,SUSAN W BROOKS,R,-13.52336392613588,True,-7.37244897959184,-1,-6.150914946544041,4.540650842179673,-1,10.691565788723715,BROOKS S,True,-12.500000000000004,-6.890135992564657
2018,IN,6,79430,154260,GREG PENCE,R,-32.02105353245753,True,-41.46401454734493,0,9.442961014887402,4.540650842179673,-1,-4.902310172707729,PENCE G,False,-42.3764458464774,4.4886202475910935
2018,IN,7,141139,76457,ANDRE D CARSON,D,29.725730252394346,True,26.027743072789196,1,3.6979871796051498,4.540650842179673,1,-0.8426636625745232,CARSON A,True,23.949579831932766,-0.09062164596720024
2018,IN,8,86895,157396,LARRY D BUCSHON,R,-28.859434035637825,True,-33.937258079994876,-1,5.077824044357051,4.540650842179673,-1,-0.5371732021773781,BUCSHON L,True,-35.287958115183244,0.5617520131166387
2018,IN,9,118090,153271,TREY HOLLINGSWORTH,R,-12.964648567775031,True,-26.154142664410987,-1,13.189494096635956,4.540650842179673,-1,-8.648843254456283,HOLLINGSWORTH T,True,-28.226652675760754,9.395232041556943
2018,KS,1,71558,153082,ROGER MARSHALL,R,-36.29095441595442,True,-45.30635519899323,-1,9.015400783038814,4.540650842179673,-1,-4.474749940859141,MARSHALL R,True,-48.07692307692308,5.9191965945398834
2018,KS,2,123859,126098,STEVE WATKINS,R,-0.8957540696999884,True,-17.55567086470133,0,16.65991679500134,4.540650842179673,-1,-12.119265952821667,WATKINS S,False,-19.742489270386265,12.979963134257495
2018,KS,3,170518,139762,SHARICE DAVIDS,D,9.912337243779811,True,6.051940089340457,-1,3.8603971544393545,4.540650842179673,1,-0.6802536877403185,DAVIDS S,False,1.2875536480686725,2.75801152928236
2018,KS,4,98445,144248,RON ESTES,R,-18.87281462588538,True,-25.697699447814763,0,6.824884821929384,4.540650842179673,-1,-2.284233979749711,ESTES R,False,-29.18454935622318,4.4449626639090205
2018,KY,1,78849,172167,JAMES R COMER,R,-37.176116263505115,True,-49.319654814337376,-1,12.143538550832261,4.540650842179673,-1,-7.602887708652588,COMER J,True,-50.36344755970924,7.320559229775348
2018,KY,2,79964,171700,S BRETT GUTHRIE,R,-36.45177697247123,True,-39.81702185072632,0,3.3652448782550906,4.540650842179673,-1,1.1754059639245824,GUTHRIE S,False,-41.955835962145116,-0.3627130767548934
2018,KY,3,173002,101930,JOHN A YARMUTH,D,25.850755823258115,True,19.073471915766657,1,6.777283907491459,4.540650842179673,1,2.2366330653117856,YARMUTH J,True,15.822784810126583,4.161198946702752
2018,KY,4,90536,162946,THOMAS MASSIE,R,-28.566130928428844,True,-34.94781806708413,-1,6.381687138655284,4.540650842179673,-1,-1.841036296475611,MASSIE T,True,-37.989417989417994,3.55651499456037
2018,KY,5,45890,172093,"HAROLD \""HAL\"" ROGERS",R,-57.89579921370015,True,-63.13235814298548,-1,5.23655892928533,4.540650842179673,-1,-0.6959080871056571,ROGERS H,True,-63.954685890834185,0.1921146107052536
2018,KY,6,144736,154468,ANDY BARR,R,-3.252630312428978,True,-12.767773672140493,-1,9.515143359711514,4.540650842179673,-1,-4.974492517531841,BARR A,True,-16.259298618490973,7.139896239633215
2018,LA,1,71521,192555,STEVE SCALISE,R,-45.833017767612354,True,-41.32960206181602,-1,-4.5034157057963355,4.540650842179673,-1,9.044066547976009,SCALISE S,True,-44.0251572327044,-7.674632601336732
2018,LA,3,74713,168263,CLAY HIGGINS,R,-38.501745028315554,True,-39.0186539039316,-1,0.5169088756160463,4.540650842179673,-1,4.023741966563627,HIGGINS C,True,-39.48186528497409,-4.8866518097702425
2018,LA,4,72934,139326,"\""MIKE\"" JOHNSON",R,-31.278620559690946,True,-24.782227235695935,-1,-6.496393323995012,4.540650842179673,-1,11.037044166174685,JOHNSON M,True,-24.691358024691358,-12.454034601428368
2018,LA,5,67118,149018,RALPH ABRAHAM,R,-37.89280823185402,True,-30.477296910850267,-1,-7.415511321003752,4.540650842179673,-1,11.956162163183425,ABRAHAM R,True,-30.122950819672134,-13.636629478610665
2018,LA,6,76716,186553,GARRET GRAVES,R,-41.720445627855916,True,-32.61036868220878,-1,-9.110076945647137,4.540650842179673,-1,13.65072778782681,GRAVES G,True,-35.281837160751564,-12.305380533533132
2018,MA,2,191332,93391,JAMES P MCGOVERN,D,34.398696276732124,True,23.620291575961474,1,10.77840470077065,4.540650842179673,1,6.2377538585909775,MCGOVERN J,True,20.860215053763447,7.671709156539897
2018,MA,3,173175,93445,LORI LOUREIRO TRAHAN,D,29.903983197059485,True,26.87336473050759,0,3.0306184665518963,4.540650842179673,1,-1.5100323756277767,TRAHAN L,False,24.358974358974365,-0.32176322834365934
2018,MA,5,236243,74856,KATHERINE M CLARK,D,51.87641233176577,True,48.65875053487376,1,3.21766179689201,4.540650842179673,1,-1.3229890452876631,CLARK K,True,45.89473684210525,0.11490342323173763
2018,MA,6,217703,104798,SETH W MOULTON,D,35.009193769941795,True,23.238440389362715,1,11.77075338057908,4.540650842179673,1,7.230102538399407,MOULTON S,True,18.981972428419933,10.160449275093082
2018,MA,9,192347,131463,BILL KEATING,D,18.80238411414101,True,14.634686283106525,0,4.167697831034484,4.540650842179673,1,-0.37295301114518864,KEATING B,False,11.346765641569462,1.5888464061427676
2018,MD,1,116631,183662,ANDY HARRIS,R,-22.32186564455382,True,-25.050804847285658,-1,2.728939202731837,4.540650842179673,-1,1.8117116394478359,HARRIS A,True,-29.979035639412995,1.7903979284303944
2018,MD,2,167201,77782,CA DUTCH RUPPERSBERGER,D,36.500083679275704,True,29.740974280259707,1,6.759109399015998,4.540650842179673,1,2.2184585568363246,RUPPERSBERGER C,True,25.469728601252605,5.163583011594319
2018,MD,3,202407,82774,JOHN SARBANES,D,41.9498493938937,True,36.0663328799236,1,5.8835165139701004,4.540650842179673,1,1.3428656717904275,SARBANES J,True,32.07150368033649,4.011573647128429
