date,state_po,district,held_by,winner,flipped,chamber,special_margin,pres_margin,overperformance,pres_baseline,year
2025-04-29,MN,SD-06,R,R,False,US House,-21.0,-27.0,6.0,2024,2025
2025-04-29,IA,HD-78,D,D,False,US House,58.0,33.0,26.0,2024,2025
2025-05-13,OK,SD-08,R,R,False,US House,-32.0,-51.0,19.0,2024,2025
2025-05-13,MA,HD-Essex-06,D,D,False,state legislature,47.0,35.0,13.0,2024,2025
2025-05-20,NY,SD-22,D,D,False,US House,35.0,-55.0,90.0,2024,2025
2025-06-03,SC,HD-50,D,D,False,US House,41.0,5.0,36.0,2024,2025
2025-06-10,FL,HD-32,R,R,False,US House,-11.0,-20.0,9.0,2024,2025
2025-06-10,FL,HD-03,R,R,False,US House,-34.0,-55.0,21.0,2024,2025
2025-06-10,OK,HD-71,D,D,False,US House,69.0,19.0,50.0,2024,2025
2025-06-10,OK,HD-74,R,R,False,US House,-29.0,-42.0,13.0,2024,2025
2025-06-10,FL,SD-19,R,R,False,US House,-9.0,-20.0,11.0,2024,2025
2025-06-10,MA,HD-Bristol-03,D,D,False,state legislature,0.3,6.0,-5.0,2024,2025
2025-06-24,AL,SD-05,R,R,False,US House,-72.0,-74.0,1.0,2024,2025
2025-06-24,NH,HD-Strafford-12,D,D,False,state legislature,11.0,12.0,-1.0,2024,2025
2025-08-05,DE,HD-20,D,D,False,US House,1.0,9.0,-7.0,2024,2025
2025-08-05,RI,SD-04,D,D,False,US House,67.0,11.0,56.0,2024,2025
2025-08-26,AL,HD-11,R,R,False,US House,-77.0,-82.0,5.0,2024,2025
2025-08-26,CA,AD-63,R,R,False,US House,-7.0,-13.0,6.0,2024,2025
2025-08-26,IA,SD-01,R,D,True,US House,10.0,-12.0,22.0,2024,2025
2025-09-02,FL,SD-15,D,D,False,US House,45.0,23.0,22.0,2024,2025
2025-09-02,FL,HD-40,D,D,False,US House,50.0,35.0,15.0,2024,2025
2025-09-09,VA,VA-11,D,D,False,US House,50.0,34.0,16.0,2024,2025
2025-09-16,MN,HD-34B,D,D,False,state legislature,22.0,28.0,-6.0,2024,2025
2025-09-23,AZ,AZ-07,D,D,False,US House,40.0,22.0,17.0,2024,2025
2025-09-23,GA,SD-21,R,R,False,US House,-23.0,-34.0,11.0,2024,2025
2025-10-28,AL,HD-12,R,R,False,US House,-74.0,-79.0,4.0,2024,2025
2025-11-04,MN,SD-29,R,R,False,US House,-25.0,-32.0,7.0,2024,2025
2025-11-04,MN,SD-47,D,D,False,US House,23.0,22.0,2.0,2024,2025
2025-11-04,MS,SD-01,R,R,False,US House,-44.0,-52.0,8.0,2024,2025
2025-11-04,MS,SD-02,R,D,True,US House,26.0,7.0,19.0,2024,2025
2025-11-04,MS,SD-11,D,D,False,US House,34.0,14.0,20.0,2024,2025
2025-11-04,MS,SD-44,R,R,False,US House,-36.0,-55.0,19.0,2024,2025
2025-11-04,MS,SD-45,R,D,True,US House,43.0,24.0,19.0,2024,2025
2025-11-04,MS,SD-19,R,R,False,US House,-6.0,-15.0,9.0,2024,2025
2025-11-04,NH,HD-Coos-05,R,R,False,state legislature,-0.3,-4.0,4.0,2024,2025
2025-11-04,NJ,SD-35,D,D,False,US House,45.0,12.0,33.0,2024,2025
2025-11-04,NY,AD-115,D,D,False,US House,5.0,-1.0,6.0,2024,2025
2025-11-04,WA,SD-05,D,D,False,US House,13.0,19.0,-6.0,2024,2025
2025-11-04,WA,SD-26,D,D,False,US House,5.0,10.0,-4.0,2024,2025
2025-11-04,WA,HD-41-1,D,D,False,state legislature,42.0,45.0,-3.0,2024,2025
2025-11-04,WA,HD-48-1,D,D,False,state legislature,40.0,45.0,-5.0,2024,2025
2025-11-04,MS,HD-22,R,D,True,US House,6.0,-3.0,8.0,2024,2025
2025-12-02,TN,TN-07,R,R,False,US House,-9.0,-22.0,13.0,2024,2025
2025-12-09,IA,HD-07,R,R,False,US House,-40.0,-51.0,11.0,2024,2025
2025-12-09,GA,HD-121,R,D,True,US House,2.0,-13.0,14.0,2024,2025
2025-12-09,FL,HD-90,D,D,False,US House,27.0,11.0,17.0,2024,2025
2025-12-09,FL,SD-11,R,R,False,US House,-18.0,-40.0,22.0,2024,2025
2025-12-16,KY,SD-37,D,D,False,US House,47.0,5.0,42.0,2024,2025
2025-12-23,SC,HD-88,R,R,False,US House,-25.0,-35.0,11.0,2024,2025
2025-12-30,IA,SD-16,D,D,False,US House,43.0,17.0,26.0,2024,2025
2026-01-06,VA,SD-15,D,D,False,US House,42.0,29.0,13.0,2024,2026
2026-01-06,SC,HD-98,R,R,False,US House,-0.6,-7.0,6.0,2024,2026
2026-01-06,GA,HD-23,R,R,False,US House,-43.0,-47.0,4.0,2024,2026
2026-01-06,CT,HD-25,D,D,False,US House,33.0,31.0,2.0,2024,2026
2026-01-06,VA,HD-77,D,D,False,US House,60.0,51.0,9.0,2024,2026
2026-01-13,VA,HD-23,D,D,False,US House,57.0,35.0,21.0,2024,2026
2026-01-13,VA,HD-11,D,D,False,US House,40.0,36.0,4.0,2024,2026
2026-01-13,CT,HD-139,D,D,False,US House,36.0,8.0,28.0,2024,2026
2026-01-13,AL,HD-63,R,R,False,US House,-29.0,-17.0,-12.0,2024,2026
2026-01-20,VA,HD-17,D,D,False,US House,58.0,43.0,15.0,2024,2026
2026-01-27,MN,HD-64A,D,D,False,state legislature,91.0,71.0,20.0,2024,2026
2026-01-31,TX,SD-09,R,D,True,US House,15.0,-17.0,32.0,2024,2026
2026-02-03,NY,AD-74,D,D,False,US House,66.0,64.0,2.0,2024,2026
2026-02-03,NY,SD-61,D,D,False,US House,20.0,22.0,-2.0,2024,2026
2026-02-03,NY,SD-47,D,D,False,US House,84.0,71.0,13.0,2024,2026
2026-02-03,AL,HD-38,R,R,False,US House,-70.0,-43.0,-26.0,2024,2026
2026-02-07,LA,HD-60,D,D,False,US House,24.0,-13.0,37.0,2024,2026
2026-02-10,VA,HD-05,D,D,False,US House,65.0,60.0,5.0,2024,2026
2026-02-10,OK,HD-35,R,R,False,US House,-28.0,-58.0,29.0,2024,2026
2026-02-10,VA,SD-39,D,D,False,US House,67.0,56.0,11.0,2024,2026
2026-02-17,GA,SD-18,R,R,False,US House,-19.0,-23.0,4.0,2024,2026
2026-02-24,ME,HD-94,D,D,False,US House,6.0,13.0,-7.0,2024,2026
2026-02-24,PA,HD-42,D,D,False,US House,63.0,30.0,34.0,2024,2026
2026-02-24,PA,HD-22,D,D,False,US House,35.0,18.0,17.0,2024,2026
2026-03-03,MA,SD-Middlesex-01,D,D,False,state legislature,35.0,11.0,24.0,2024,2026
2026-03-03,AR,HD-70,R,D,True,US House,15.0,2.0,13.0,2024,2026
2026-03-10,NH,HD-Carroll-07,R,D,True,state legislature,4.0,-9.0,13.0,2024,2026
2026-03-17,VA,HD-98,R,R,False,US House,-19.0,-15.0,-4.0,2024,2026
2026-03-17,PA,HD-193,R,R,False,US House,-19.0,-38.0,18.0,2024,2026
2026-03-17,PA,HD-79,R,R,False,US House,-12.0,-33.0,20.0,2024,2026
2026-03-24,FL,HD-51,R,R,False,US House,-8.0,-14.0,5.0,2024,2026
2026-03-24,FL,SD-14,R,D,True,US House,0.5,-7.0,8.0,2024,2026
2026-03-24,FL,HD-87,R,D,True,US House,2.0,-11.0,13.0,2024,2026
2026-03-31,MA,HD-Essex-05,D,D,False,state legislature,35.0,34.0,1.0,2024,2026
2026-04-07,GA,HD-130,D,D,False,US House,41.0,36.0,5.0,2024,2026
2026-04-07,GA,SD-53,R,R,False,US House,-37.0,-58.0,21.0,2024,2026
2026-04-07,GA,GA-14,R,R,False,US House,-12.0,-37.0,25.0,2024,2026
2026-04-16,NJ,NJ-11,D,D,False,US House,21.0,9.0,12.0,2024,2026
2026-05-02,TX,SD-04,R,R,False,US House,-50.0,-34.0,-16.0,2024,2026
2026-05-05,MI,SD-35,D,D,False,US House,19.0,1.0,19.0,2024,2026
2026-05-19,PA,HD-196,R,R,False,US House,-11.0,-34.0,23.0,2024,2026
2026-06-09,ME,HD-29,R,R,False,US House,-26.0,-27.0,2.0,2024,2026
2026-06-16,GA,SD-07,D,D,False,US House,2.0,14.0,-12.0,2024,2026
2026-08-18,PA,HD-12,R,D,True,US House,1.0,-18.0,19.0,2024,2026
