year,state_po,district,dem,rep,winner,winner_side,cand_keys,house_margin,contested,pres_margin,winner_prev,winner_side_prev,incumbent_side,resid_raw
2018,AZ,8,135569,168835,DEBBIE LESKO,R,"['LESKO D', 'TIPIRNENI H', 'HUMMEL S']",-10.92824010196975,True,-22.187171398527866,TRENT FRANKS,R,0,11.258931296558115
2018,AZ,9,159583,101662,GREG STANTON,D,"['STANTON G', 'FERRARA S']",22.171142031426438,True,17.50805585392052,KYRSTEN SINEMA,D,0,4.663086177505917
2018,CA,1,131548,160046,DOUG LA MALFA,R,"['DENNEY A', 'MALFA D']",-9.77317777457698,True,-21.251348435814457,DOUG LAMALFA,R,0,11.478170661237476
2018,CA,2,243081,72576,JARED HUFFMAN,D,"['MENSING D', 'HUFFMAN J']",54.015909674108286,True,49.512459371614305,JARED HUFFMAN,D,1,4.503450302493981
2018,CA,3,134875,97376,JOHN GARAMENDI,D,"['SCHAUPP C', 'GARAMENDI J']",16.145893882050025,True,13.490364025695934,JOHN GARAMENDI,D,1,2.6555298563540912
2018,CA,4,156253,184401,TOM MCCLINTOCK,R,"['MORSE J', 'MCCLINTOCK T']",-8.26292954141152,True,-15.755627009646306,TOM MCCLINTOCK,R,-1,7.492697468234786
2018,CA,7,155016,126601,AMI BERA,D,"['BERA A', 'GRANT A']",10.089944854181388,True,12.23175965665236,AMI BERA,D,1,-2.1418148024709716
2018,CA,9,113414,87349,JERRY MCNERNEY,D,"['MCNERNEY J', 'LIVENGOOD M']",12.982969969566104,True,19.66173361522199,JERRY MCNERNEY,D,1,-6.678763645655886
2018,CA,10,115945,105955,JOSH HARDER,D,"['DENHAM J', 'HARDER J']",4.502027940513745,True,3.1914893617021276,JEFF DENHAM,R,-1,1.3105385788116175
2018,CA,11,204369,71312,MARK DESAULNIER,D,"['FITZGERALD J', 'DESAULNIER M']",48.26484233588822,True,51.80467091295117,MARK DESAULNIER,D,1,-3.5398285770629485
2018,CA,12,275292,41780,NANCY PELOSI,D,"['REMMER L', 'PELOSI N']",73.64636423272947,True,81.66491043203372,NANCY PELOSI,D,1,-8.018546199304254
2018,CA,14,211384,55439,JACKIE SPEIER,D,"['OSMENA C', 'SPEIER J']",58.44511155335185,True,61.72450052576235,JACKIE SPEIER,D,1,-3.2793889724105014
2018,CA,15,177989,65940,ERIC SWALWELL,D,"['SWALWELL E', 'PETERS R']",45.93508766895285,True,48.565356004250795,ERIC SWALWELL,D,1,-2.6302683352979415
2018,CA,16,82266,60693,JIM COSTA,D,"['HENG E', 'COSTA J']",15.090340587161354,True,22.881355932203387,JIM COSTA,D,1,-7.791015345042034
2018,CA,17,159105,52057,RO KHANNA,D,"['KHANNA R', 'COHEN R']",50.6947272710052,True,56.567796610169495,RO KHANNA,D,1,-5.873069339164296
2018,CA,18,225142,77096,ANNA G ESHOO,D,"['ESHOO A', 'RUSSELL C']",48.983251609658616,True,56.837606837606835,ANNA G ESHOO,D,1,-7.8543552279482185
2018,CA,19,162496,57823,ZOE LOFGREN,D,"['AGUILERA J', 'LOFGREN Z']",47.50974723015264,True,54.449152542372886,ZOE LOFGREN,D,1,-6.939405312220245
2018,CA,21,57239,56377,TJ COX,D,"['VALADAO D', 'COX T']",0.7586959583157302,True,16.332982086406744,DAVID G VALADAO,R,-1,-15.574286128091014
2018,CA,22,105136,117243,DEVIN G NUNES,R,"['JANZ A', 'NUNES D']",-5.4443090399723,True,-10.03167898627244,DEVIN NUNES,R,-1,4.587369946300139
2018,CA,23,74661,131113,KEVIN MCCARTHY,R,"['MCCARTHY K', 'MATTA T']",-27.433980969413046,True,-23.35456475583864,KEVIN MCCARTHY,R,-1,-4.0794162135744045
2018,CA,24,166550,117881,SALUD CARBAJAL,D,"['FAREED J', 'CARBAJAL S']",17.111004074801972,True,21.673819742489272,SALUD CARBAJAL,D,1,-4.5628156676873
2018,CA,25,133209,111813,KATIE HILL,D,"['HILL K', 'KNIGHT S']",8.732277101648016,True,7.135250266240677,STEPHEN KNIGHT,R,-1,1.5970268354073394
2018,CA,26,158216,97210,JULIA BROWNLEY,D,"['SABATO A', 'BROWNLEY J']",23.88402120379288,True,23.322683706070286,JULIA BROWNLEY,D,1,0.5613374977225938
2018,CA,28,196662,54272,ADAM B SCHIFF,D,"['SCHIFF A', 'NALBANDIAN J']",56.74400439956323,True,52.7542372881356,ADAM B SCHIFF,D,1,3.989767111427632
2018,CA,29,124697,29995,TONY CARDENAS,D,"['BERNAL B', 'CARDENAS T']",61.21971401236004,True,64.44444444444446,TONY CARDENAS,D,1,-3.2247304320844137
2018,CA,30,191573,69420,BRAD SHERMAN,D,"['SHERMAN B', 'REED M']",46.803170966271125,True,45.78059071729957,BRAD SHERMAN,D,1,1.0225802489715576
2018,CA,31,110143,77352,PETE AGUILAR,D,"['AGUILAR P', 'FLYNN S']",17.488999706658845,True,22.375397667020145,PETE AGUILAR,D,1,-4.8863979603613
2018,CA,32,121759,55272,GRACE FLORES NAPOLITANO,D,"['NAPOLITANO G', 'SCOTT J']",37.55669910919556,True,41.25132555673382,GRACE F NAPOLITANO,D,1,-3.694626447538255
2018,CA,33,219091,93769,TED W LIEU,D,"['WRIGHT K', 'LIEU T']",40.05689445758486,True,43.79639448568399,TED LIEU,D,1,-3.7395000280991297
2018,CA,35,103420,45604,NORMA J TORRES,D,"['VALIENTE C', 'TORRES N']",38.796435473480784,True,43.128964059196626,NORMA J TORRES,D,1,-4.332528585715842
2018,CA,36,122169,84839,RAUL RUIZ,D,"['PELZER K', 'RUIZ R']",18.033119492966456,True,9.205020920502097,RAUL RUIZ,D,1,8.82809857246436
2018,CA,37,210555,25823,KAREN BASS,D,"['BASS K', 'BASSILIAN R']",78.1510969717994,True,79.85309548793286,KAREN BASS,D,1,-1.7019985161334574
2018,CA,38,139188,62968,LINDA T SANCHEZ,D,"['SANCHEZ L', 'DOWNING R']",37.70355566987871,True,41.94915254237288,LINDA T SANCHEZ,D,1,-4.245596872494168
2018,CA,39,126002,118391,GIL CISNEROS,D,"['CISNEROS G', 'KIM Y']",3.114246316383857,True,9.110169491525424,EDWARD R ROYCE,R,0,-5.9959231751415665
2018,CA,41,108227,58021,MARK TAKANO,D,"['SMITH A', 'TAKANO M']",30.199461046147924,True,29.64930924548353,MARK TAKANO,D,1,0.5501518006643948
2018,CA,42,100892,131040,KEN CALVERT,R,"['PEACOCK J', 'CALVERT K']",-12.998637531690322,True,-12.658227848101266,KEN CALVERT,R,-1,-0.34040968358905666
2018,CA,43,152272,43780,MAXINE WATERS,D,"['WATERS M', 'NAVARRO O']",55.33837961357191,True,64.87907465825447,MAXINE WATERS,D,1,-9.540695044682558
2018,CA,45,158906,146383,KATIE PORTER,D,"['PORTER K', 'WALTERS M']",4.102014812194347,True,5.732484076433121,MIMI WALTERS,R,-1,-1.6304692642387737
