year,state_po,district,dem,rep,winner,winner_side,cand_keys,house_margin,contested,pres_margin,winner_prev,winner_side_prev,incumbent_side,resid_raw
2018,CA,46,102278,45638,LOU CORREA,D,"['CORREA L', 'LAMBERT R']",38.292003569593554,True,40.76433121019109,LOU CORREA,D,1,-2.472327640597534
2018,CA,47,143354,77682,ALAN LOWENTHAL,D,"['LOWENTHAL A', 'BRISCOE J']",29.710997303606653,True,33.76068376068376,ALAN S LOWENTHAL,D,1,-4.049686457077108
2018,CA,48,157837,136899,HARLEY ROUDA,D,"['ROHRABACHER D', 'ROUDA H']",7.103984582813093,True,1.806588735387881,DANA ROHRABACHER,R,-1,5.2973958474252125
2018,CA,49,166453,128577,MIKE LEVIN,D,"['HARKEY D', 'LEVIN M']",12.83801647290106,True,7.987220447284344,DARRELL E ISSA,R,0,4.850796025616716
2018,CA,50,125448,134362,DUNCAN HUNTER,R,"['NAJJAR A', 'HUNTER D']",-3.4309687848812596,True,-15.92356687898089,DUNCAN HUNTER,R,-1,12.49259809409963
2018,CA,51,109527,44301,JUAN VARGAS,D,"['HIDALGO J', 'VARGAS J']",42.4019034246041,True,51.7970401691332,JUAN VARGAS,D,1,-9.395136744529097
2018,CA,52,188992,107015,SCOTT PETERS,D,"['QUDRAT O', 'PETERS S']",27.694277500194254,True,24.012806830309497,SCOTT H PETERS,D,1,3.6814706698847566
2018,CA,53,185667,83127,SUSAN A DAVIS,D,"['MURTAUGH M', 'DAVIS S']",38.148172950289066,True,37.088204038257174,SUSAN A DAVIS,D,1,1.0599689120318914
2018,CO,1,272886,85207,DIANA DEGETTE,D,"['STOCKHAM C', 'DEGETTE D', 'DOANE R']",52.4106866093445,True,49.67462039045553,DIANA DEGETTE,D,1,2.736066218888972
2018,CO,2,259608,144901,JOE NEGUSE,D,"['NEGUSE J', 'THOMAS N', 'YU P', 'BARRIS R']",28.357094650551655,True,23.38090010976949,JARED POLIS,D,0,4.9761945407821635
2018,CO,3,146426,173205,SCOTT R TIPTON,R,"['BUSH D', 'KENT G', 'MALARSIE M', 'TIPTON S']",-8.378098494826848,True,-13.043478260869565,SCOTT R TIPTON,R,-1,4.665379766042717
2018,CO,4,145544,224038,KEN BUCK,R,"['MCCORMICK K', 'BUCK K']",-21.238588459394666,True,-25.190839694656493,KEN BUCK,R,-1,3.9522512352618264
2018,CO,5,126848,184002,DOUG LAMBORN,R,"['LAMBORN D', 'RANDALL D', 'SPAULDING S']",-18.386359980698085,True,-26.54867256637168,DOUG LAMBORN,R,-1,8.162312585673593
2018,CO,6,187639,148685,JASON CROW,D,"['CHAPIN D', 'CROW J', 'MARTIN K', 'COFFMAN M']",11.582283750193266,True,9.72677595628416,MIKE COFFMAN,R,-1,1.8555077939091067
2018,CO,7,204260,119734,ED PERLMUTTER,D,"['PERLMUTTER E', 'NACKERUD J', 'BARRINGTON M']",26.088754730025865,True,13.215859030837004,ED PERLMUTTER,D,1,12.872895699188861
2018,CT,1,175087,96024,JOHN B LARSON,D,"['NYE J', 'LARSON J', 'LARSON J', 'MCCORMICK T']",29.16259391909587,True,24.13793103448276,JOHN B LARSON,D,1,5.024662884613107
2018,CT,2,179731,102483,JOE COURTNEY,D,"['REALE D', 'POSTEMSKI D', 'COURTNEY J', 'COURTNEY J', 'BICKING M']",27.372136038609,True,3.0687830687830746,JOE COURTNEY,D,1,24.303352969825927
2018,CT,3,174572,95667,ROSA L DELAURO,D,"['CADENA A', 'DELAURO R', 'DELAURO R']",29.19822823500679,True,16.095534787123572,ROSA L DELAURO,D,1,13.102693447883219
2018,CT,4,168726,106921,JIM HIMES,D,"['ARORA H', 'ARORA H', 'HIMES J', 'WRITEIN']",22.421793090438133,True,23.908523908523907,JAMES A HIMES,D,1,-1.4867308180857748
2018,CT,5,151225,119426,JAHANA HAYES,D,"['HAYES J', 'HAYES J', 'SANTOS M', 'SANTOS M', 'WRITEIN']",11.749079072310836,True,4.284221525600838,ELIZABETH H ETSY,D,0,7.4648575467099985
2018,DE,0,227353,125384,LISA BLUNT ROCHESTER,D,"['ROCHESTER L', 'WALKER S']",28.907939909904545,True,12.067156348373558,LISA BLUNT ROCHESTER,D,1,16.840783561530987
2018,FL,1,106199,216189,MATT GAETZ,R,"['ZIMMERMAN J', 'GAETZ M']",-34.117274836532374,True,-41.06583072100313,MATT GAETZ,R,-1,6.948555884470757
2018,FL,2,96233,199335,NEAL DUNN,R,"['RACKLEFF B', 'DUNN N']",-34.88266659448925,True,-36.776859504132226,NEAL DUNN,R,-1,1.8941929096429746
2018,FL,3,129880,176616,TED YOHO,R,"['YOHO T', 'HINSON Y']",-15.248486114011277,True,-16.59751037344398,TED S YOHO,R,-1,1.3490242594327047
2018,FL,4,123351,248420,JOHN H RUTHERFORD,R,"['SELMONT G', 'BULGER J', 'BERRIOS J', 'RUTHERFORD J', 'WRITEIN']",-33.64140828628376,True,-29.106029106029105,JOHN RUTHERFORD,R,-1,-4.535379180254658
2018,FL,5,180527,89799,AL LAWSON,D,"['LAWSON A', 'FULLER V']",33.562439424990565,True,26.131687242798357,AL LAWSON,D,1,7.430752182192208
2018,FL,6,145758,187891,MICHAEL WALTZ,R,"['WALTZ M', 'SODERBERG N']",-12.627941339551445,True,-17.56198347107438,RON DESANTIS,R,0,4.934042131522936
2018,FL,7,183113,134285,STEPHANIE MURPHY,D,"['MILLER M', 'MURPHY S']",15.383839847762117,True,7.64397905759162,STEPHANIE MURPHY,D,1,7.739860790170496
2018,FL,8,142415,218112,BILL POSEY,R,"['POSEY B', 'PATEL S']",-20.996208328363757,True,-21.540062434963577,BILL POSEY,R,-1,0.5438541065998201
2018,FL,9,172172,124565,DARREN SOTO,D,"['SOTO D', 'LIEBNITZKY W']",16.04349979948574,True,13.340227507755946,DARREN SOTO,D,1,2.703272291729794
2018,FL,11,128053,239395,DANIEL WEBSTER,R,"['COTTRELL D', 'WEBSTER D', 'WRITEIN']",-30.301430406479284,True,-33.19630010277492,DANIEL WEBSTER,R,-1,2.894869696295636
2018,FL,12,132844,194564,GUS MICHAEL BILIRAKIS,R,"['PURKIS A', 'HUNTER C', 'BILIRAKIS G']",-18.851097102086694,True,-19.33471933471934,GUS M BILIRAKIS,R,-1,0.48362223263264426
2018,FL,13,182717,134254,CHARLIE CRIST,D,"['CRIST C', 'BUCK G']",15.289411334159908,True,3.333333333333336,CHARLIE CRIST,D,1,11.956078000826572
2018,FL,15,134132,151380,ROSS SPANO,R,"['CARLSON K', 'SPANO R', 'WRITEIN']",-6.041077082574462,True,-10.395010395010395,DENNIS A ROSS,R,0,4.353933312435933
2018,FL,16,164463,197483,VERN BUCHANAN,R,"['SHAPIRO D', 'BUCHANAN V']",-9.12290783708067,True,-11.065149948293694,VERN BUCHANAN,R,-1,1.9422421112130248
2018,FL,17,117194,193326,GREG STEUBE,R,"['ELLISON A', 'STEUBE G']",-24.517583408476103,True,-27.983539094650208,THOMAS J ROONEY,R,0,3.465955686174105
2018,FL,18,156454,185905,BRIAN MAST,R,"['MAST B', 'BAER L']",-8.602373531877356,True,-9.445585215605744,BRIAN MAST,R,-1,0.8432116837283878
2018,FL,19,128106,211465,FRANCIS ROONEY,R,"['HOLDEN D', 'ROONEY F', 'WRITEIN']",-24.5483271539678,True,-22.760041194644696,FRANCIS ROONEY,R,-1,-1.7882859593231046
2018,FL,22,184634,113049,TED DEUTCH,D,"['KIMAZ N', 'DEUTCH T']",24.04739269625743,True,16.155419222903884,THEODORE E DEUTCH,D,1,7.891973473353545
2018,FL,23,161611,99446,DEBBIE WASSERMAN SCHULTZ,D,"['SCHULTZ D', 'ENDRISS D', 'KAUFMAN J', 'CANOVA T']",23.812807164718816,True,26.71443193449335,DEBBIE WASSERMAN SCHULTZ,D,1,-2.9016247697745357
2018,FL,25,84173,128672,MARIO DIAZ-BALART,R,"['BALART M', 'FLORES M']",-20.90676313749442,True,-1.8442622950819716,MARIO DIAZ-BALART,R,-1,-19.062500842412447
2018,FL,26,119797,115678,DEBBIE MUCARSEL-POWELL,D,"['CURBELO C', 'POWELL D']",1.7492302792228474,True,16.75231243576567,CARLOS CURBELO,R,-1,-15.003082156542824
2018,FL,27,130743,115588,DONNA SHALALA,D,"['SHALALA D', 'SALAZAR M', 'JOLI M']",6.152291023054346,True,20.123203285420946,ILEANA ROS-LEHTINEN,R,0,-13.9709122623666
2018,GA,1,105942,144741,"EARL L \""BUDDY\"" CARTER",R,"['CARTER E', 'RING L']",-15.477315972762414,True,-15.93011305241521,"EARL L \""BUDDY\"" CARTER",R,-1,0.4527970796527967
2018,GA,2,136699,92472,SANFORD BISHOP,D,"['WEST H', 'BISHOP S']",19.298689624778003,True,11.902339776195323,SANFORD D BISHOP JR,D,1,7.39634984858268
2018,GA,3,101010,191996,DREW FERGUSON,R,"['ENDERLIN C', 'FERGUSON D']",-31.05260643126762,True,-32.44078269824923,DREW FERGUSON,R,-1,1.3881762669816098
2018,GA,4,227717,61092,"HENRY C \""HANK\"" JOHNSON JR",D,"['JOHNSON H', 'PROFIT J']",57.69383918091195,True,54.46153846153845,"HENRY C \""HANK\"" JOHNSON JR",D,1,3.232300719373498
2018,GA,6,160139,156875,LUCY MCBATH,D,"['HANDEL K', 'MCBATH L', 'WRITEIN']",1.0296075252197063,True,-1.577287066246057,TOM PRICE,R,0,2.606894591465763
2018,GA,7,140011,140430,ROB WOODALL,R,"['BOURDEAUX C', 'WOODALL R']",-0.14940754026693673,True,-6.569343065693435,ROB WOODALL,R,-1,6.419935525426498
2018,GA,9,57912,224661,DOUG COLLINS,R,"['COLLINS D', 'MCCALL J', 'WRITEIN']",-59.01094584408277,True,-60.247167868177144,DOUG COLLINS,R,-1,1.2362220240943742
2018,GA,10,112339,190396,JODY HICE,R,"['HICE J', 'GREEN T']",-25.783936446066694,True,-26.261585993820805,JODY B HICE,R,-1,0.47764954775411184
2018,GA,11,118653,191887,BARRY LOUDERMILK,R,"['LOUDERMILK B', 'BROADY F']",-23.58279126682553,True,-26.150627615062763,BARRY LOUDERMILK,R,-1,2.5678363482372326
2018,GA,12,101503,148986,RICK W ALLEN,R,"['JOHNSON F', 'ALLEN R', 'WRITEIN']",-18.956121825708912,True,-16.5983606557377,RICK W ALLEN,R,-1,-2.357761169971212
2018,GA,13,223157,69760,DAVID SCOTT,D,"['CALLAHAN D', 'SCOTT D', 'WRITEIN']",52.36875975105576,True,45.49180327868853,DAVID SCOTT,D,1,6.876956472367233
2018,GA,14,53981,175743,TOM GRAVES,R,"['FOSTER S', 'GRAVES T']",-53.00360432519023,True,-54.47991761071061,TOM GRAVES,R,-1,1.4763132855203764
2018,HI,1,134650,42498,ED CASE,D,"['GRIFFIN C', 'CAVASSO C', 'CASE E', 'TIPPENS M', 'BURD Z']",52.01978007090117,True,34.82905982905983,COLLEEN WAKAKO HANABUSA,D,0,17.19072024184134
2018,HI,2,153271,44850,TULSI GABBARD,D,"['EVANS B', 'GABBARD T']",54.72463797376351,True,34.94505494505494,TULSI GABBARD,D,1,19.779583028708565
2018,IA,1,170342,153442,ABBY FINKENAUER,D,"['FINKENAUER A', 'BLUM R', 'HAGEMAN T', 'WRITEIN']",5.219529068761891,True,-3.7273695420660276,ROD BLUM,R,-1,8.946898610827919
2018,IA,2,171446,133287,DAVE LOEBSACK,D,"['PETERS C', 'CLARK D', 'LOEBSACK D', 'STRAUSS M', 'WRITEIN']",12.522109518824676,True,-4.357066950053136,DAVID LOEBSACK,D,1,16.879176468877812
2018,IA,3,175642,167933,CINDY AXNE,D,"['HOLDER B', 'AXNE C', 'YOUNG D', 'GRANDANETTE J', 'ELWORTH M', 'KNUPP P', 'WRITEIN']",2.2437604598704795,True,-3.7433155080213902,DAVID YOUNG,R,-1,5.98707596789187
2018,IA,4,147246,157676,STEVE KING,R,"['ALDRICH C', 'PETERSON E', 'SCHOLTEN J', 'KING S', 'WRITEIN']",-3.420546893959767,True,-29.025423728813557,STEVE KING,R,-1,25.60487683485379
2018,ID,1,96922,197719,RUSS FULCHER,R,"['MCNEIL C', 'COUNSIL G', 'FLEMING N', 'FARMER P', 'LIFE P', 'FULCHER R', 'HOWARD W', 'WRITEIN']",-34.21010653642908,True,-42.98540965207633,RAUL R LABRADOR,R,0,8.775303115647247
2018,ID,2,110381,170274,MIKE SIMPSON,R,"['SWISHER A', 'SIMPSON M']",-21.34043576633233,True,-29.300118623962042,MICHAEL K SIMPSON,R,-1,7.959682857629712
2018,IL,1,189560,50960,BOBBY L RUSH,D,"['RUSH B', 'TILLMAN J', 'RUDBECK T', 'WRITEIN']",57.625145518044235,True,55.78512396694215,BOBBY L RUSH,D,1,1.8400215511020832
2018,IL,2,190684,44567,ROBIN KELLY,D,"['MERKLE D', 'KELLY R']",62.11110686033216,True,60.659114315139036,ROBIN L KELLY,D,1,1.4519925451931215
2018,IL,3,163053,57885,DANIEL WILLIAM LIPINSKI,D,"['JONES A', 'LIPINSKI D', 'WRITEIN']",47.600684354886894,True,16.088328075709786,DANIEL LIPINSKI,D,1,31.51235627917711
2018,IL,4,143895,22294,"JESUS \""CHUY\"" GARCIA",D,"['GARCIA J', 'LORCH M']",73.17030609727479,True,72.29800629590765,LUIS V GUTIERREZ,D,0,0.8722998013671344
2018,IL,5,213992,65134,MIKE QUIGLEY,D,"['QUIGLEY M', 'HANSON T', 'WRITEIN']",53.33003733081117,True,49.36440677966102,MIKE QUIGLEY,D,1,3.9656305511501557
2018,IL,6,169001,146445,SEAN CASTEN,D,"['ROSKAM P', 'CASTEN S', 'WRITEIN']",7.150510705477324,True,7.494646680942184,PETER J ROSKAM,R,-1,-0.34413597546485963
2018,IL,7,215746,30497,DANNY K DAVIS,D,"['CAMERON C', 'DAVIS D']",75.2301588268499,True,80.95238095238095,DANNY K DAVIS,D,1,-5.722222125531047
2018,IL,8,130054,67073,RAJA KRISHNAMOORTHI,D,"['DIGANVKER J', 'KRISHNAMOORTHI R']",31.949453905350357,True,22.96296296296297,RAJA KRISHNAMOORTHI,D,1,8.986490942387388
2018,IL,9,213368,76983,JANICE D SCHAKOWSKY,D,"['SCHAKOWSKY J', 'ELLESON J']",46.97245747388506,True,47.578947368421055,JANICE D SCHAKOWSKY,D,1,-0.6064898945359971
2018,IL,10,156540,82124,BRAD SCHNEIDER,D,"['SCHNEIDER B', 'BENNETT D']",31.180236650688833,True,31.07822410147992,BRAD SCHNEIDER,D,1,0.102012549208915
2018,IL,11,145407,82358,BILL FOSTER,D,"['FOSTER B', 'STELLA N']",27.681601650824316,True,24.920466595970307,BILL FOSTER,D,1,2.761135054854009
2018,IL,12,118724,134884,MIKE BOST,R,"['KELLY B', 'BOST M', 'AUXIER R']",-6.372038736948361,True,-15.546218487394954,MIKE BOST,R,-1,9.174179750446594
2018,IL,13,134458,136516,RODNEY DAVIS,R,"['LONDRIGAN B', 'DAVIS R', 'WRITEIN']",-0.7594824595717671,True,-5.857294994675186,RODNEY DAVIS,R,-1,5.097812535103419
2018,IL,14,156035,141164,LAUREN UNDERWOOD,D,"['UNDERWOOD L', 'HULTGREN R']",5.003718047503525,True,-4.171122994652412,RANDY HULTGREN,R,-1,9.174841042155936
2018,IL,15,74309,181294,JOHN M SHIMKUS,R,"['SHIMKUS J', 'GAITHER K', 'WRITEIN']",-41.85592500870491,True,-48.529411764705884,JOHN SHIMKUS,R,-1,6.673486756000976
2018,IL,16,104569,151254,ADAM KINZINGER,R,"['KINZINGER A', 'DADY S', 'WRITEIN']",-18.248945560016104,True,-18.336886993603414,ADAM KINZINGER,R,-1,0.08794143358731077
2018,IL,17,142659,87090,CHERI BUSTOS,D,"['BUSTOS C', 'FAWELL W']",24.186829975320894,True,-0.74388947927736,CHERI BUSTOS,D,1,24.930719454598254
2018,IL,18,95486,195927,DARIN LAHOOD,R,"['LAHOOD D', 'RODRIGUEZ J']",-34.46689063288186,True,-29.073482428115017,DARIN LAHOOD,R,-1,-5.393408204766839
2018,IN,1,159611,85594,PETER J VISCLOSKY,D,"['LEYVA M', 'VISCLOSKY P', 'WRITEIN']",30.185762933056015,True,13.179916317991635,PETER J VISCLOSKY,D,1,17.005846615064378
2018,IN,2,103363,125499,JACKIE WALORSKI,R,"['WALORSKI J', 'HALL M', 'WRITEIN']",-9.672204210397533,True,-24.318658280922424,JACKIE WALORSKI,R,-1,14.646454070524891
2018,IN,3,86610,158927,JIM BANKS,R,"['TRITCH C', 'BANKS J']",-29.452587593723145,True,-36.764705882352935,JIM BANKS,R,-1,7.31211828862979
2018,IN,4,87824,156539,JIM BAIRD,R,"['BAIRD J', 'BECK T']",-28.120050907870667,True,-36.08465608465608,TODD ROKITA,R,0,7.964605176785415
2018,IN,5,137142,180035,SUSAN W BROOKS,R,"['THORNTON D', 'BROOKS S']",-13.52336392613588,True,-12.500000000000004,SUSAN W BROOKS,R,-1,-1.0233639261358771
2018,IN,6,79430,154260,GREG PENCE,R,"['PENCE G', 'LAKE J', 'FERKINHOFF T', 'WRITEIN']",-32.02105353245753,True,-42.3764458464774,LUKE MESSER,R,0,10.355392314019873
2018,IN,7,141139,76457,ANDRE D CARSON,D,"['CARSON A', 'HARMON W']",29.725730252394346,True,23.949579831932766,ANDRE CARSON,D,1,5.77615042046158
2018,IN,8,86895,157396,LARRY D BUCSHON,R,"['BUCSHON L', 'TANOOS W']",-28.859434035637825,True,-35.287958115183244,LARRY BUCSHON,R,-1,6.428524079545419
2018,IN,9,118090,153271,TREY HOLLINGSWORTH,R,"['WATSON L', 'HOLLINGSWORTH T']",-12.964648567775031,True,-28.226652675760754,TREY HOLLINGSWORTH,R,-1,15.262004107985723
2018,KS,1,71558,153082,ROGER MARSHALL,R,"['LAPOLICE A', 'MARSHALL R']",-36.29095441595442,True,-48.07692307692308,ROGER MARSHALL,R,-1,11.785968660968663
2018,KS,2,123859,126098,STEVE WATKINS,R,"['STANDLEY K', 'DAVIS P', 'WATKINS S']",-0.8957540696999884,True,-19.742489270386265,LYNN JENKINS,R,0,18.846735200686275
2018,KS,3,170518,139762,SHARICE DAVIDS,D,"['CLEMMONS C', 'YODER K', 'DAVIDS S']",9.912337243779811,True,1.2875536480686725,KEVIN YODER,R,-1,8.62478359571114
2018,KS,4,98445,144248,RON ESTES,R,"['THOMPSON J', 'ESTES R']",-18.87281462588538,True,-29.18454935622318,MIKE POMPEO,R,0,10.3117347303378
2018,KY,1,78849,172167,JAMES R COMER,R,"['COMER J', 'WALKER P']",-37.176116263505115,True,-50.36344755970924,JAMES R COMER,R,-1,13.187331296204128
2018,KY,2,79964,171700,S BRETT GUTHRIE,R,"['LINDERMAN H', 'GUTHRIE S', 'LOECKEN T']",-36.45177697247123,True,-41.955835962145116,BRETT GUTHRIE,R,0,5.5040589896738865
2018,KY,3,173002,101930,JOHN A YARMUTH,D,"['BOLES G', 'YARMUTH J', 'GLISSON V']",25.850755823258115,True,15.822784810126583,JOHN A YARMUTH,D,1,10.027971013131532
2018,KY,4,90536,162946,THOMAS MASSIE,R,"['MOFFETT M', 'HALL S', 'MASSIE T', 'WRITEIN']",-28.566130928428844,True,-37.989417989417994,THOMAS MASSIE,R,-1,9.42328706098915
2018,KY,5,45890,172093,"HAROLD \""HAL\"" ROGERS",R,"['ROGERS H', 'STEPP K', 'WRITEIN']",-57.89579921370015,True,-63.954685890834185,HAROLD ROGERS,R,-1,6.0588866771340335
2018,KY,6,144736,154468,ANDY BARR,R,"['MCGRATH A', 'BARR A', 'HARRIS F', 'GERMALIC J', 'WALLIN R']",-3.252630312428978,True,-16.259298618490973,ANDY BARR,R,-1,13.006668306061995
2018,LA,1,71521,192555,STEVE SCALISE,R,"['FRANCIS J', 'JONES F', 'KEARNEY H', 'DUGAS L', 'SCALISE S', 'SAVOIE T']",-45.833017767612354,True,-44.0251572327044,STEVE SCALISE,R,-1,-1.8078605349079524
2018,LA,3,74713,168263,CLAY HIGGINS,R,"['GUILLORY J', 'ANDERSON R', 'ANDRUS A', 'HIGGINS C', 'RADER L', 'METHVIN M', 'THOMAS V']",-38.501745028315554,True,-39.48186528497409,CLAY HIGGINS,R,-1,0.9801202566585374
2018,LA,4,72934,139326,"\""MIKE\"" JOHNSON",R,"['JOHNSON M', 'HALVERSON M', 'TRUNDLE R']",-31.278620559690946,True,-24.691358024691358,"\""MIKE\"" JOHNSON",R,-1,-6.587262534999589
2018,LA,5,67118,149018,RALPH ABRAHAM,R,"['BURKETTE B', 'FLEENOR J', 'RANDOL K', 'ABRAHAM R']",-37.89280823185402,True,-30.122950819672134,RALPH LEE ABRAHAM,R,-1,-7.769857412181885
2018,LA,6,76716,186553,GARRET GRAVES,R,"['SAIZAN A', 'GRAHAM D', 'GRAVES G', 'DEWITT J']",-41.720445627855916,True,-35.281837160751564,GARRET GRAVES,R,-1,-6.438608467104352
2018,MA,2,191332,93391,JAMES P MCGOVERN,D,"['MCGOVERN J', 'LOVVORN T', 'WRITEIN']",34.398696276732124,True,20.860215053763447,JAMES P MCGOVERN,D,1,13.538481222968677
2018,MA,3,173175,93445,LORI LOUREIRO TRAHAN,D,"['TRAHAN L', 'MULLEN M', 'GREEN R', 'WRITEIN']",29.903983197059485,True,24.358974358974365,NIKI TSONGAS,D,0,5.545008838085121
2018,MA,5,236243,74856,KATHERINE M CLARK,D,"['HUGO J', 'CLARK K', 'WRITEIN']",51.87641233176577,True,45.89473684210525,KATHERINE M CLARK,D,1,5.9816754896605175
2018,MA,6,217703,104798,SETH W MOULTON,D,"['SCHNEIDER J', 'CHARBONNEAU M', 'MOULTON S', 'WRITEIN']",35.009193769941795,True,18.981972428419933,SETH MOULTON,D,1,16.027221341521862
2018,MA,9,192347,131463,BILL KEATING,D,"['KEATING B', 'TEDESCHI P', 'WRITEIN']",18.80238411414101,True,11.346765641569462,WILLIAM R KEATING,D,0,7.4556184725715475
2018,MD,1,116631,183662,ANDY HARRIS,R,"['HARRIS A', 'MARTIN J', 'COLVIN J', 'WRITEIN']",-22.32186564455382,True,-29.979035639412995,ANDY HARRIS,R,-1,7.657169994859174
2018,MD,2,167201,77782,CA DUTCH RUPPERSBERGER,D,"['RUPPERSBERGER C', 'MIMOUN G', 'MATORY L', 'CARNEY M', 'WRITEIN']",36.500083679275704,True,25.469728601252605,C A DUTCH RUPPERSBERGER,D,1,11.0303550780231
2018,MD,3,202407,82774,JOHN SARBANES,D,"['ANTHONY C', 'LASHAR D', 'SARBANES J', 'WRITEIN']",41.9498493938937,True,32.07150368033649,JOHN P SARBANES,D,1,9.87834571355721
2018,MD,4,209642,53327,ANTHONY G BROWN,D,"['BROWN A', 'BISHOP D', 'MCDERMOTT G', 'WRITEIN']",59.44236773155771,True,59.33952528379773,ANTHONY G BROWN,D,1,0.10284244775998275
2018,MD,5,213796,82361,STENY H HOYER,D,"['PULCHER J', 'ELDER P', 'HOYER S', 'DEVINE W', 'WRITEIN']",44.38017673058547,True,33.26403326403326,STENY H HOYER,D,1,11.11614346655221
2018,MD,6,163346,105209,DAVID TRONE,D,"['HOEBER A', 'TRONE D', 'GLUCK G', 'CALDWELL K', 'WRITEIN']",21.648079536780177,True,15.811518324607325,JOHN K DELANEY,D,0,5.836561212172851
2018,MD,7,202345,56266,ELIJAH CUMMINGS,D,"['GRIGGS D', 'CUMMINGS E', 'DAVIS R', 'WRITEIN']",56.48599634199628,True,57.91666666666666,ELIJAH E CUMMINGS,D,1,-1.4306703246703805
2018,MD,8,217679,96525,JAMIE RASKIN,D,"['RASKIN J', 'WUNDER J', 'WALSH J', 'WRITEIN']",38.55902534659011,True,35.98326359832636,JAMIE RASKIN,D,1,2.5757617482637514
2018,ME,1,201195,111188,CHELLIE PINGREE,D,"['PINGREE C', 'HOLBROOK M', 'GROHMAN M']",28.813027597532518,True,15.845824411134908,CHELLIE PINGREE,D,1,12.96720318639761
2018,ME,2,139231,136326,JARED F GOLDEN,D,"['POLIQUIN B', 'GOLDEN J']",1.0542283447707734,True,-11.135135135135133,BRUCE POLIQUIN,R,-1,12.189363479905907
2018,MI,1,145246,187251,JACK BERGMAN,R,"['BERGMAN J', 'MORGAN M']",-12.633196690496456,True,-22.539682539682534,JACK BERGMAN,R,-1,9.906485849186078
2018,MI,2,131254,168970,BILL HUIZENGA,R,"['HUIZENGA B', 'DAVIDSON R', 'GRAESER R']",-12.562619910466852,True,-18.723404255319146,BILL HUIZENGA,R,-1,6.160784344852294
2018,MI,3,134185,169107,JUSTIN AMASH,R,"['ALBRO C', 'AMASH J', 'GERRARD T', 'WRITEIN']",-11.51431623649816,True,-10.021321961620467,JUSTIN AMASH,R,-1,-1.4929942748776934
2018,MI,4,106540,178510,JOHN MOOLENAAR,R,"['HILLIARD J', 'MOOLENAAR J']",-25.248202069812315,True,-26.326963906581735,JOHN R MOOLENAAR,R,-1,1.07876183676942
2018,MI,5,164502,99265,DANIEL T KILDEE,D,"['KILDEE D', 'GOODWIN K', 'WINES T']",24.73281343003484,True,4.411764705882356,DANIEL T KILDEE,D,1,20.321048724152487
2018,MI,6,134082,147436,FRED UPTON,R,"['UPTON F', 'LONGJOHN M', 'YOUNG S']",-4.743568794890558,True,-8.9171974522293,FRED UPTON,R,-1,4.1736286573387416
2018,MI,7,136330,158730,TIM WALBERG,R,"['DRISKELL G', 'WALBERG T']",-7.591676269233377,True,-18.008474576271187,TIM WALBERG,R,-1,10.41679830703781
2018,MI,8,172880,159782,ELISSA SLOTKIN,D,"['ELLISON B', 'LILLIS D', 'SLOTKIN E', 'BISHOP M']",3.937329782181313,True,-7.089947089947092,MIKE BISHOP,R,-1,11.027276872128406
2018,MI,9,181734,112123,ANDY LEVIN,D,"['KIRBY A', 'LEVIN A', 'STEARNS C', 'MCDERMOTT J']",23.68873295514485,True,8.193277310924367,SANDER M LEVIN,D,0,15.495455644220483
2018,MI,10,106061,182808,PAUL MITCHELL,R,"['MIKKELSON H', 'PERUSKI J', 'BIZON K', 'MITCHELL P']",-26.568098342155096,True,-33.75262054507337,PAUL MITCHELL,R,-1,7.184522202918274
2018,MI,11,181912,158463,HALEY STEVENS,D,"['NYE C', 'STEVENS H', 'EPSTEIN L', 'SCHWARTZ L']",6.889166360631656,True,-4.6315789473684275,DAVID A TROTT,R,0,11.520745308000084
2018,MI,12,200588,85115,DEBBIE DINGELL,D,"['DINGELL D', 'WALKOWICZ G', 'JONES J', 'NIEMUTH N']",40.417146477285854,True,27.597061909758654,DEBBIE DINGELL,D,1,12.8200845675272
2018,MI,14,214334,45899,BRENDA LAWRENCE,D,"['LAWRENCE B', 'HERSCHFUS M', 'KOLODY P']",64.72468902867814,True,62.461538461538474,BRENDA L LAWRENCE,D,1,2.263150567139668
2018,MN,1,144885,146200,JIM HAGEDORN,R,"['FEEHAN D', 'HAGEDORN J', 'WRITEIN']",-0.45175807753748903,True,-16.24863685932388,TIMOTHY J WALZ,D,0,15.796878781786392
2018,MN,2,177958,159344,ANGIE CRAIG,D,"['CRAIG A', 'LEWIS J', 'WRITEIN']",5.518496777368649,True,-1.3071895424836633,JASON LEWIS,R,-1,6.825686319852313
2018,MN,3,202404,160839,DEAN PHILLIPS,D,"['PHILLIPS D', 'PAULSEN E', 'WRITEIN']",11.44275319827223,True,10.195227765726681,ERIK PAULSEN,R,-1,1.2475254325455492
2018,MN,4,216865,97747,BETTY MCCOLLUM,D,"['MCCOLLUM B', 'RYAN G', 'SINDT S', 'WRITEIN']",37.86187430867227,True,33.55048859934853,BETTY MCCOLLUM,D,1,4.311385709323737
2018,MN,5,267703,74440,ILHAN OMAR,D,"['OMAR I', 'ZIELINSKI J', 'WRITEIN']",56.486030694767976,True,59.86984815618221,KEITH ELLISON,D,0,-3.383817461414232
2018,MN,6,122332,192931,TOM EMMER,R,"['TODD I', 'EMMER T', 'WRITEIN']",-22.393684003514526,True,-27.904451682953308,TOM EMMER,R,-1,5.510767679438782
