race_id,office,state_po,district,special,race_type,incumbent,incumbent_party,inc_side,dem_candidate,rep_candidate,race_note,pres24,quality_diff,prior_edge,money_log_ratio,money_adj,quality_adj,ideology_gap,ideology_adj,poll_count,poll_avg,poll_weight,fundamentals_mean,margin_median,margin_p10,margin_p90,p_dem
governor-or,GOV,OR,0,False,standard,Tina Kotek,D,1,Tina Kotek,Christine Drazan,,14.866116069775194,2.0,-5.526093298493672,,0.0,0.07733011082553895,0.0,0.0,4.0,-2.254545598334337,0.5079351320120644,24.804525628970747,11.154899983527343,3.3582908944325336,18.851783615229284,0.9652
governor-pa,GOV,PA,0,False,standard,Josh Shapiro,D,1,Josh Shapiro,Stacy Garrity,,-1.7263846921271542,1.0,21.18005203479529,,0.0,0.03331395026333435,0.0,0.0,17.0,23.390107648746994,0.6738357903254182,25.190508497554365,23.956734504995246,17.579764885132416,30.270991200556175,1.0
governor-ri,GOV,RI,0,False,standard,Dan McKee,D,0,Helena Foulkes,Aaron Guckian,,14.162406267890672,0.0,,,0.0,0.0,0.0,0.0,3.0,43.782086270565785,0.6134542573710042,22.419262693057743,35.57467154645573,28.52021396390508,42.74625007875885,1.0
governor-sc,GOV,SC,0,False,standard,Henry McMaster,R,0,Jermaine Johnson,Alan Wilson,,-18.123365227038146,-1.0,,,0.0,-1.3887856491519328,0.0,0.0,2.0,-13.013968531328723,0.4346026804498946,-11.17318005878604,-11.98634731643617,-20.534849475905553,-3.5059845331214805,0.03555
governor-sd,GOV,SD,0,False,standard,Larry Rhoden,R,-1,Dan Ahlers,Larry Rhoden,,-29.890199073853058,-2.0,,,0.0,-0.0353145808534589,0.0,0.0,,,0.0,-26.94812927929,-26.81695033631343,-37.85621188149109,-15.83533661779316,0.0008
governor-tn,GOV,TN,0,False,standard,Bill Lee,R,0,Jerri Green,Marsha Blackburn,,-30.121099654993333,-2.0,,,0.0,-0.18449169082199535,0.0,0.0,4.0,-15.83714390571489,0.5495871158072541,-22.234960441043093,-18.70081434472115,-26.345372828355988,-10.988755770567137,0.00095
governor-tx,GOV,TX,0,False,standard,Greg Abbott,R,-1,Gina Hinojosa,Greg Abbott,,-13.878067801618457,-2.0,-1.9361693870652523,,0.0,-2.9372200967375477,0.0,0.0,36.0,-2.6548389551074547,0.7007649529232514,-12.301337382387306,-5.537470926212853,-11.791538652882414,0.6625180018923081,0.1238
governor-vt,GOV,VT,0,False,standard,Phil Scott,R,-1,Amanda Janoo,Phil Scott,,32.77043577168019,-3.0,52.4168414249714,,0.0,-7.794407227294422,0.0,0.0,3.0,5.348256462147361,0.5969435875856446,-5.441133878883988,0.969016018641522,-5.9768790869714925,7.926874420629159,0.57335
governor-wi,GOV,WI,0,False,standard,Tony Evers,D,0,David Crowley,Tom Tiffany,,-0.8733887823450505,-1.0,,,0.0,-1.8147504699848014,0.0,0.0,9.0,3.999308535880188,0.6602253758912419,5.749094236642471,4.6469458327899,-2.103400325651688,11.412058730305835,0.81075
governor-wy,GOV,WY,0,False,standard,Mark Gordon,R,0,Kenneth Casner,Eric Barlow,,-46.95834604821483,-1.0,,,0.0,-5.1663149863369764e-05,0.0,0.0,,,0.0,-39.552782673750094,-39.573663910382685,-50.60351997450148,-28.48048516369805,0.0
house-ak-al,HOUSE,AK,0,False,rcv_bloc,Nick Begich III,R,-1,Eric Hafner,Nick Begich III,,-13.69312508474994,0.0,-12.79293534846498,,0.0,0.0,0.2084999999999999,0.7442514424490891,2.0,-53.34684017766697,0.36603382490167496,-0.9333376076907746,-20.107889092844943,-26.602922066690898,-13.604565438452848,5e-05
house-al-1,HOUSE,AL,1,False,standard,None (new seat),,0,Clyde Jones Jr.,Jerry Carl,,-36.345566221179666,-2.0,,-2.431121173534253,-0.014612015303115873,-0.0,0.1735,0.002259410244880684,,,0.0,-28.493228181089165,-28.42865703520784,-37.746612832610154,-19.19962306143442,5e-05
house-al-2,HOUSE,AL,2,False,standard,Shomari Figures,D,1,Shomari Figures,Rhett Marques,,-14.464028814208385,1.0,1.1699237395080075,0.2395606374046885,0.39467967401011683,0.0,0.011,0.0392657672499178,3.0,-5.433213693441245,0.3452097386229394,-1.2428748715512818,-2.658244530982617,-9.353159655944044,3.8998138755282024,0.3008
house-al-3,HOUSE,AL,3,False,standard,Mike Rogers,R,-1,Lee McInnis,Mike Rogers,,-47.07264752025102,-2.0,,-3.902197354795428,-2.4503590428828312e-05,-0.0,-0.3685,-6.521358330516779e-06,,,0.0,-41.97275985995628,-41.82902233361935,-49.934211821453275,-33.81146915653935,0.0
house-al-4,HOUSE,AL,4,False,standard,Robert Aderholt,R,-1,Amanda Pusczek,Robert Aderholt,,-66.92238927771601,-2.0,,-4.105521583157128,-5.1132893188858456e-12,-0.0,-0.1915,-7.071963199647952e-13,,,0.0,-63.06178033478791,-62.98306728995094,-71.05404664698905,-54.93074270964368,0.0
house-al-5,HOUSE,AL,5,False,standard,Dale Strong,R,-1,Andrew Sneed,Dale Strong,,-29.494479149858233,-2.0,,-1.1794377138850516,-0.040016475664260594,-0.0,-0.2285,-0.016797402632526964,,,0.0,-23.76188864454796,-23.76838751733679,-31.748892394088305,-15.747208850905059,0.00015
house-al-6,HOUSE,AL,6,False,standard,Gary Palmer,R,-1,Maurice Mercer,Gary Palmer,,-34.997225548319264,-1.0,1.0473676362311188,-3.728361892596589,-0.02631012144990857,-0.0,0.1385,0.0026317429816977993,,,0.0,-27.532765996695364,-27.41012430502375,-35.55283608798872,-19.42217623840547,0.0
house-al-7,HOUSE,AL,7,False,standard,Terri Sewell,D,1,Terri Sewell,Ammie Akin,,17.94825384375597,2.0,3.303870704402364,3.477072922003848,0.02373778772435664,0.0,0.396,0.006789007289166,,,0.0,27.80759315565017,27.792880579465525,19.884246354690045,35.83045316377262,1.0
house-ar-1,HOUSE,AR,1,False,standard,Rick Crawford,R,-1,Terri Green,Rick Crawford,,-46.175871865422906,-2.0,,-3.077293238149337,-4.215063163961737e-05,-0.0,-0.1815,-5.52524529742651e-06,,,0.0,-41.031743274618854,-41.086297637438264,-49.05361144574372,-33.11981356138854,0.0
house-ar-2,HOUSE,AR,2,False,standard,French Hill,R,-1,Chris Jones,French Hill,,-15.914419225205982,-2.0,,-1.6006980168392992,-1.4073360523574203,-0.0,-0.2915,-0.5552889962487593,2.0,4.327724528560003,0.35249345822847244,-11.618972148663868,-6.026234688787464,-12.643269940274738,0.5693004202412704,0.12225
house-ar-3,HOUSE,AR,3,False,standard,Steve Womack,R,-1,Robb Ryerse,Steve Womack,,-25.590736769421778,-2.0,7.780870384743267,-3.2514994389466443,-0.21025659591178114,-0.0,-0.2845,-0.04320188999887347,,,0.0,-21.64186439884674,-21.62396207838683,-29.600856308413814,-13.709942352318539,0.0005
house-ar-4,HOUSE,AR,4,False,standard,Bruce Westerman,R,-1,James Russell,Bruce Westerman,,-40.66097964677422,-2.0,5.016003183648618,-5.377559988629998,-0.0007992769583725926,-0.0,-0.2455,-0.00014171624514700717,,,0.0,-35.495815464383796,-35.54136000995855,-43.50334823383664,-27.56955624768904,0.0
house-az-1,HOUSE,AZ,1,False,standard,David Schweikert,,0,Amish Shah,Jay Feely,,-3.136835928138348,1.0,,-0.2158783661301358,-0.26389006071789817,0.0,-0.124,-0.32841856389075585,,,0.0,6.174418308659955,6.210510203833874,-2.973688657174385,15.602523171716605,0.80335
house-az-2,HOUSE,AZ,2,False,standard,Eli Crane,R,-1,Jonathan Nez,Eli Crane,,-15.120247407676915,-2.0,-6.302995900335549,-1.0425379600417812,-1.6429457276304742,-0.0,0.1675000000000002,0.5719239105327139,3.0,-6.962231384206696,0.34684333773494097,-4.1058850175451775,-5.0766596956393,-11.649843878616448,1.6244210198556517,0.1647
house-az-3,HOUSE,AZ,3,False,same_party,Yassamin Ansari,D,1,Yassamin Ansari,,D,40.30739381027563,0.0,5.327483864787926,,,,0.431,,,,,,,,,1.0
house-az-4,HOUSE,AZ,4,False,standard,Greg Stanton,D,1,Greg Stanton,Zuhdi Jasser,,6.762673080066313,2.0,0.8045497422793337,1.6958555434852682,0.46120565515458295,0.0,0.0755000000000001,0.04448819872199569,,,0.0,16.698547304926514,16.698444236851746,8.842587558629708,24.76733679730769,0.9964
house-az-5,HOUSE,AZ,5,False,standard,Andy Biggs,,0,Elizabeth Lee,Mark Lamb,,-20.192893032045866,-1.0,,-1.946264841600863,-1.2345971660964543,-0.0,0.0,0.0,,,0.0,-13.077333437410964,-13.090081176455158,-22.261400903687495,-3.824270531206366,0.0336
house-az-6,HOUSE,AZ,6,False,standard,Juan Ciscomani,R,-1,JoAnna Mendoza,Juan Ciscomani,,-0.7577863175811479,0.0,1.6702371442219517,0.0835124495755585,0.08579638505812853,0.0,-0.0854999999999999,-0.19031629910027098,3.0,-3.095254402881198,0.2938578749435843,8.311002636191139,4.941370428052526,-1.8232296284713816,11.884790936471767,0.82275
house-az-7,HOUSE,AZ,7,False,standard,Adelita Grijalva,D,1,Adelita Grijalva,Daniel Butierez,,22.388102593577123,2.0,,2.5027491242181448,0.002448700263078418,0.0,0.4515,0.0009571239119321618,,,0.0,32.75347348524055,32.79916689283278,24.738671275095843,40.601457352197194,1.0
house-az-8,HOUSE,AZ,8,False,standard,Abraham Hamadeh,R,-1,Bernadette Greene-Placentia,Abraham Hamadeh,,-16.479945618728582,-2.0,-3.624880365693684,-1.8431457459795928,-1.6464958789279158,-0.0,0.2655000000000002,0.5138751270317453,,,0.0,-10.66955029483093,-10.602063553418159,-18.652668495221263,-2.694390192967921,0.0453
house-az-9,HOUSE,AZ,9,False,standard,Paul Gosar,R,-1,Dani Sterbinsky,Paul Gosar,,-31.342610456055603,-2.0,-0.8934956708994299,-0.6194512817681341,-0.02901022210528233,-0.0,0.2555,0.02592548587185551,,,0.0,-22.708085546875566,-22.748462353773952,-30.652377720469342,-14.730917482329648,0.0
house-ca-1,HOUSE,CA,1,False,standard,James Gallagher,R,-1,Mike McGuire,James Gallagher,,12.629463408737175,0.0,,-0.3709752082628805,-0.05327124717730787,0.0,0.0,0.0,,,0.0,18.766204056888093,18.793560007134715,10.868782376906394,26.75475704769571,0.9985
house-ca-2,HOUSE,CA,2,False,standard,Jared Huffman,D,1,Jared Huffman,Robin Littau,,25.44160337217163,0.0,-2.8769808670749804,,0.0,0.0,-0.1869999999999999,-0.0006196549391048785,,,0.0,31.75221662477003,31.878381879538587,23.85289367783009,39.72003961704486,1.0
house-ca-3,HOUSE,CA,3,False,standard,Ami Bera,D,1,Ami Bera,Robb Tucker,,10.524576177817453,0.0,1.098650072357529,2.4227575970708752,0.2784625933604785,0.0,0.01,0.00249028470564756,,,0.0,19.93375749410553,19.941605357332364,11.962600211940188,28.04134359110625,0.9989
house-ca-4,HOUSE,CA,4,False,same_party,Mike Thompson,D,1,Eric Jones; Mike Thompson,,D,14.94839647088782,0.0,0.8261410950481682,,,,0.0,,,,,,,,,1.0
house-ca-5,HOUSE,CA,5,False,standard,Tom McClintock,R,-1,Michael Masuda,Tom McClintock,,-21.235866123925824,0.0,5.2301479455356095,-1.116225321104394,-0.34888482963694667,0.0,0.0055,0.003724646038065867,,,0.0,-15.907082712220953,-15.834782474754679,-23.846771498507174,-7.85777079040964,0.0052
house-ca-6,HOUSE,CA,6,False,independent,Kevin Kiley,,0,Richard Pan,,Kevin Kiley,8.682513359130274,0.0,,,0.0,0.0,0.0,0.0,1.0,5.405405405405405,0.48390199980442417,17.56498589883252,11.714934419193948,3.9246574196514343,19.541382685836947,0.9735
house-ca-7,HOUSE,CA,7,False,same_party,Doris Matsui,D,1,Doris Matsui; Mai Vang,,D,13.242240467285542,0.0,2.7352196194042016,,,,0.0,,,,,,,,,1.0
house-ca-8,HOUSE,CA,8,False,standard,John Garamendi,D,1,John Garamendi,Rudy Recile,,35.16151506846601,0.0,3.103139051694537,3.0503884841823927,6.13237201944036e-06,0.0,0.5535000000000001,2.451415714771285e-06,,,0.0,44.28526845406295,44.25150515203502,36.228451441459015,52.149886950512006,1.0
house-ca-9,HOUSE,CA,9,False,standard,Josh Harder,D,1,Josh Harder,John McBride,,11.79306950489872,0.0,5.586190644784597,4.670436788171247,0.12071211454466685,0.0,0.0845,0.007366792101517586,,,0.0,23.309373372835886,23.37600864804487,15.32557993000937,31.460672612480302,0.99995
house-ca-10,HOUSE,CA,10,False,standard,Mark DeSaulnier,D,1,Mark DeSaulnier,Jeff Frese,,34.70519851744464,0.0,-1.8963582495612563,,0.0,0.0,-0.0499999999999999,-1.384174960404274e-06,,,0.0,41.1980411525061,41.24843207813238,33.3213711760939,49.29287252265491,1.0
house-ca-11,HOUSE,CA,11,False,same_party,Nancy Pelosi,,0,Connie Chan; Scott Wiener,,D,70.62364833844883,0.0,,,,,0.0,,,,,,,,,1.0
house-ca-12,HOUSE,CA,12,False,same_party,Lateefah Simon,D,1,Jamie Joyce; Lateefah Simon,,D,77.64166603414307,0.0,,,,,-0.134,,,,,,,,,1.0
house-ca-13,HOUSE,CA,13,False,standard,Adam Gray,D,1,Adam Gray,Kevin Lincoln,,0.38467032128098666,0.0,5.779181913042241,0.8043669081225392,0.18916082849369859,0.0,-0.0225,-0.011464407966001216,,,0.0,17.004468150525227,17.046237714932253,8.932581019359862,24.92537914100505,0.9961
house-ca-14,HOUSE,CA,14,False,same_party,Aisha Wahab,D,1,Melissa Hernandez; Aisha Wahab,,D,36.20284739037839,0.0,,,,,-0.244,,,,,,,,,1.0
house-ca-15,HOUSE,CA,15,False,standard,Kevin Mullin,D,1,Kevin Mullin,Charles Hoelter,,49.63592027213561,0.0,-3.2969149999754315,3.630480023472267,4.9021781235404745e-09,0.0,-0.008,-2.8323695824900518e-11,,,0.0,54.663908489950394,54.66281847092332,46.777557174171776,62.585775078939285,1.0
house-ca-16,HOUSE,CA,16,False,standard,Sam Liccardo,D,1,Sam Liccardo,Peter Soulé,,49.88409390678165,0.0,,4.988528402051517,1.5032833265710192e-10,0.0,0.155,1.6828421683558908e-11,,,0.0,59.07560561938971,59.0706211059433,51.195066866561234,67.04381935655071,1.0
house-ca-17,HOUSE,CA,17,False,standard,Ro Khanna,D,1,Ro Khanna,Ritesh Tandon,,40.74153179236477,0.0,-4.209898240760591,5.981583956134133,2.466016176036903e-06,0.0,-1.6015,-2.85229020983335e-06,,,0.0,45.74237630428478,45.84669122037087,37.94976974521258,53.645578733382024,1.0
house-ca-18,HOUSE,CA,18,False,standard,Zoe Lofgren,D,1,Zoe Lofgren,Shane Lewis,,29.36942888310379,0.0,-1.045632854833265,3.1881866791166984,0.00047917078319180975,0.0,-0.14,-4.8449490300505216e-05,,,0.0,36.51842323690602,36.62089725718627,28.669571158090385,44.47984633566505,1.0
house-ca-19,HOUSE,CA,19,False,standard,Jimmy Panetta,D,1,Jimmy Panetta,Peter Coe Verbica,,35.65620730686175,0.0,3.053076244517296,4.191912414695078,4.650341280922502e-06,0.0,0.492,1.6524212684877958e-06,,,0.0,44.732774473677665,44.722087297890354,36.875529280468854,52.60301082310036,1.0
house-ca-20,HOUSE,CA,20,False,standard,Vince Fong,R,-1,Sandra Van Scotter,Vince Fong,,-32.974775522914825,0.0,,-4.1835615831780615,-0.028567899561099577,0.0,-0.2704999999999999,-0.005581056600367036,,,0.0,-27.32690227980126,-27.36048716215121,-35.2897062585058,-19.396897184356323,0.0
house-ca-21,HOUSE,CA,21,False,standard,Jim Costa,D,1,Jim Costa,Kyle Kirkland,,6.132521905498509,0.0,1.392459275395964,1.4853933604826512,0.4253781552132954,0.0,0.679,0.4213039988778575,,,0.0,16.80826169326221,16.884229972043325,8.834566807616824,24.8780313945924,0.9969
house-ca-22,HOUSE,CA,22,False,standard,David Valadao,R,-1,Randy Villegas,David Valadao,,-1.904550659129194,0.0,0.7409013769325101,-0.6509405274397485,-0.7189923222974762,0.0,-0.1845000000000001,-0.44154138315657393,1.0,-1.0521739130434788,0.31162834513499504,6.6104405629838405,4.244041628386579,-2.4292253681573146,10.930203458329867,0.78875
house-ca-23,HOUSE,CA,23,False,standard,Jay Obernolte,R,-1,Tessa Lynn Hodge,Jay Obernolte,,-19.916752765341304,0.0,2.769051207420901,-3.241198290602025,-1.5884888365240837,0.0,-0.3105,-0.35621862159052575,,,0.0,-14.83911332458565,-14.730994885315383,-22.678771125494915,-6.7423844965309705,0.00955
house-ca-24,HOUSE,CA,24,False,standard,Salud Carbajal,D,1,Salud Carbajal,Bob Smith,,25.739617194559514,0.0,-0.2861052374268347,2.9525586745494854,0.0021289117757789,0.0,-0.0509999999999999,-7.967487767519565e-05,,,0.0,33.41641558795155,33.45089750899085,25.562874166737455,41.340762192073996,1.0
house-ca-25,HOUSE,CA,25,False,standard,Raul Ruiz,D,1,Raul Ruiz,Joe Males,,5.945627014024418,0.0,10.09328622531542,1.4155785256537825,0.1317139086895733,0.0,0.033,0.006652788454073937,,,0.0,20.550557736580615,20.61505765701294,12.675215946406025,28.60654333879353,0.99965
house-ca-26,HOUSE,CA,26,False,standard,Julia Brownley,,0,Jacqui Irwin,Sam Gallucci,,15.718925391005014,0.0,,0.7479961898449257,0.022857596855358344,0.0,0.0,0.0,,,0.0,24.04357310415015,24.122754539242166,14.848013427915689,33.29230289044146,0.99945
house-ca-27,HOUSE,CA,27,False,standard,George T. Whitesides,,0,George Whitesides,Jason Gibbs,,10.031526860467544,0.0,,2.423998442454749,0.35363438487502835,0.0,-0.14,-0.04425295613506888,,,0.0,19.068202443935093,19.024844261203114,9.857789135377683,28.25165437954044,0.9964
house-ca-28,HOUSE,CA,28,False,standard,Judy Chu,D,1,Judy Chu,April Verlato,,26.1481226056064,0.0,2.185752956131104,4.935587316381753,0.0009607596638907617,0.0,-0.7244999999999999,-0.000502717494130841,,,0.0,35.12007789606407,35.18802157582198,27.23375711283329,43.13325832451074,1.0
house-ca-29,HOUSE,CA,29,False,same_party,Luz Rivas,D,1,Angelica Dueñas; Luz Rivas,,D,34.707532916037124,0.0,3.749389564909816,,,,-0.3029999999999999,,,,,,,,,1.0
house-ca-30,HOUSE,CA,30,False,standard,Laura Friedman,D,1,Laura Friedman,Scott Meyers,,41.437251814842114,0.0,-5.544661844823086,2.6770151994822355,2.0630804672790973e-07,0.0,-0.122,-2.0371230501651605e-08,,,0.0,49.32772461518654,49.42009693649095,41.43459786143189,57.3169356437708,1.0
house-ca-31,HOUSE,CA,31,False,standard,Gil Cisneros,D,1,Gil Cisneros,Eric Ching,,12.60519627223948,0.0,2.160768426909488,1.593293315234828,0.026856784848488895,0.0,-0.7074999999999999,-0.025839067241213962,,,0.0,25.743279801088494,25.736774021835743,17.80475461607206,33.71794181296868,1.0
house-ca-32,HOUSE,CA,32,False,standard,Brad Sherman,D,1,Brad Sherman,Larry Thompson,,25.747546353027406,0.0,0.314681043133536,4.698073235406674,0.0018579595615104405,0.0,-0.2525,-0.0003388195700365567,,,0.0,33.74197375908178,33.796646764481345,25.788047000076908,41.725345778835155,1.0
house-ca-33,HOUSE,CA,33,False,standard,Pete Aguilar,D,1,Pete Aguilar,Stephanie Vargas,,10.074713405340932,0.0,8.813375340987976,,0.0,0.0,0.235,0.019473155066550934,,,0.0,23.35795333781543,23.376113950742845,15.435101107188407,31.416944615740277,0.99995
house-ca-34,HOUSE,CA,34,False,same_party,Jimmy Gomez,D,1,Jimmy Gomez; Angela Gonzales-Torres,,D,53.04146587963031,0.0,,,,,0.0,,,,,,,,,1.0
house-ca-35,HOUSE,CA,35,False,standard,Norma Torres,D,1,Norma Torres,Mike Cargile,,8.045128888677315,0.0,6.35320911222296,3.609995347246432,0.29263882405878333,0.0,0.6525,0.13790604583770164,,,0.0,20.675445364934763,20.748553879762554,12.783967514928417,28.647536384309106,0.9996
