read,dem_margin,noise_sd,weight
fundamentals,6.296428974014192,5.562197208404541,0.07782024145126343
generic,5.641004912500119,2.2004804611206055,0.48890459537506104
specials,8.432388878608489,2.4575448036193848,0.43327513337135315
