race_id,office,state_po,district,special,race_type,incumbent,incumbent_party,inc_side,dem_candidate,rep_candidate,race_note,pres24,quality_diff,prior_edge,money_log_ratio,money_adj,quality_adj,poll_count,poll_avg,poll_weight,fundamentals_mean,margin_median,margin_p10,margin_p90,p_dem
house-ks-2,HOUSE,KS,2,False,standard,Derek Schmidt,R,-1,Don Coover,Derek Schmidt,,-20.055354340614592,-2.0,-0.390408868058163,-0.7382146787724481,-0.2581780977287498,-0.0,,,0.0,-15.291160174649608,-15.215578798440458,-23.246764504984913,-7.304559963610106,0.00615
house-ks-3,HOUSE,KS,3,False,standard,Sharice Davids,D,1,Sharice Davids,Eric Jenkins,,4.174028834088756,1.0,7.17966096875185,4.600955616274553,0.6304936658383393,0.0,,,0.0,17.931556878329264,17.961058728011018,10.020388737764371,25.919152769924583,0.9984
house-ks-4,HOUSE,KS,4,False,standard,Ron Estes,R,-1,Katy Tyndell,Ron Estes,,-23.69976552345745,-2.0,6.253466860140755,-2.528986830913205,-0.37683434521662906,-0.0,,,0.0,-19.054332807741314,-18.98004010739502,-26.909084961394164,-11.040045502131093,0.0014
house-ky-1,HOUSE,KY,1,False,standard,James Comer,R,-1,Drew Williams,James Comer,,-47.91004767154219,-2.0,1.3755111311390813,-3.6089459034253775,-3.856720594905264e-05,-0.0,,,0.0,-41.18734317499607,-41.202310267128794,-49.25571477177665,-33.250887730209584,0.0
house-ky-2,HOUSE,KY,2,False,standard,Brett Guthrie,R,-1,Megan Wingfield,Brett Guthrie,,-41.93201836717013,-2.0,4.125073121425846,-5.078749700002629,-0.0005124797912581982,-0.0,,,0.0,-36.38576185445601,-36.350780397624106,-44.34552660789752,-28.3619289796788,0.0
house-ky-3,HOUSE,KY,3,False,standard,Morgan McGarvey,D,1,Morgan McGarvey,Maria Rodriquez,,19.26899411654809,2.0,4.789489593283115,4.781345768246492,0.01056662214311368,0.0,,,0.0,29.811815090487944,29.8666771359743,21.89404686975245,37.7670407465464,1.0
house-ky-4,HOUSE,KY,4,False,standard,Thomas Massie,,0,Melissa Strange,Ed Gallrein,,-36.16019101367484,0.0,,-3.403540947643686,-0.019161620357549848,0.0,,,0.0,-28.345903247477686,-28.36367635153914,-37.555020980707965,-19.131430618470024,5e-05
house-ky-5,HOUSE,KY,5,False,standard,Hal Rogers,R,-1,Ned Pillersdorf,Hal Rogers,,-64.66978795481056,-2.0,,-2.2413907177324863,-2.971952413808797e-11,-0.0,,,0.0,-60.67433923160351,-60.69222286294207,-68.65014048251217,-52.79096682240169,0.0
house-ky-6,HOUSE,KY,6,False,standard,Andy Barr,,0,Zach Dembo,Ralph Alvarado,,-15.313409908980443,-1.0,,-0.0381893615737427,-0.04674405125470748,-0.0,4.0,-4.734636798974782,0.4056597075506755,-6.799490432892188,-5.9863796491478585,-13.18577283161123,1.1281083145010669,0.14225
house-la-1,HOUSE,LA,1,False,jungle,Steve Scalise,R,-1,Lauren Jewett,Randall Arrington; Steve Scalise,,-38.94809735335349,-2.0,12.003524219613777,,0.0,-0.0,,,0.0,-37.45278934818093,-37.46328822759304,-45.398293626669236,-29.413599312751746,0.0
house-la-2,HOUSE,LA,2,False,jungle,Troy Carter,D,1,Troy Carter; Renada Collins,Peter Williams,,48.34454715461763,0.0,10.048613241867344,,0.0,0.0,,,0.0,60.48544636503612,60.53743693081371,52.641149433543625,68.36144621809636,1.0
house-la-3,HOUSE,LA,3,False,jungle,Clay Higgins,R,-1,John Day; Priscilla Gonzalez; Tia LeBrun; Caleb Walker,Kate Cotten; Clay Higgins,,-36.49141918263314,-2.0,3.606911886814775,,0.0,-0.0,,,0.0,-30.45177227468628,-30.425228849167844,-38.46689475486245,-22.464674429239544,0.0
house-la-4,HOUSE,LA,4,False,jungle,Mike Johnson,R,-1,Conrad Cable; Matt Gromlich,Gordon Heslop; Mike Johnson; Mike Nichols,,-34.66020705293809,-2.0,,-4.4286200430792935,-0.014228897958795925,-0.0,,,0.0,-29.08764701745461,-29.04753626652623,-37.11805606667496,-21.11517119281532,0.0
house-la-5,HOUSE,LA,5,False,jungle,Julia Letlow,,0,Dan McKay; Patricia Moore; Antonio Wilson,Stewart Cathey Jr.; Misti Cordell; Omar Dantzler; Michael Echols; Gabe Firment; Austin Magee,,-34.46022314691452,0.0,,,0.0,0.0,,,0.0,-26.566524077916377,-26.58595291746197,-35.713275922025794,-17.43119516585498,0.00015
house-la-6,HOUSE,LA,6,False,jungle,Cleo Fields,,0,Pat Forbes; Lindsay Garcia,Monique Appeaning; Larry Davis; Rick Edmonds; Chris Johnson; Michael Mebruer; Blake Miguez; Stephen Wagley,,-30.628413524975773,-1.0,,,0.0,-0.0,,,0.0,-22.611265563509374,-22.62675135938585,-31.864082075778306,-13.592583203223766,0.0006
house-ma-1,HOUSE,MA,1,False,same_party,Richard Neal,D,1,Richard Neal,,D,13.91472962033623,0.0,,,,,,,,,,,,1.0
house-ma-2,HOUSE,MA,2,False,same_party,Jim McGovern,D,1,Jim McGovern,,D,24.287252795533576,0.0,,,,,,,,,,,,1.0
house-ma-3,HOUSE,MA,3,False,standard,Lori Trahan,D,1,Lori Trahan,Gary Grossi,,19.39223989927893,2.0,,4.602917822939294,0.010519924484345038,0.0,,,0.0,29.822467325130898,29.92182136202456,22.04841959240143,37.69219232511971,1.0
house-ma-4,HOUSE,MA,4,False,standard,Jake Auchincloss,D,1,Jake Auchincloss,Thomas Stalcup,,20.13118266529218,2.0,,5.765852177419516,0.0077971040139357605,0.0,,,0.0,30.534554098934937,30.533531812114454,22.59024181450635,38.49597512764289,1.0
house-ma-5,HOUSE,MA,5,False,same_party,Katherine Clark,D,1,Katherine Clark,,D,46.346449490580284,0.0,,,,,,,,,,,,1.0
house-ma-6,HOUSE,MA,6,False,standard,Seth Moulton,,0,Dan Koh,Micah Jones,,21.088680178889774,1.0,,2.3034776042991005,0.010575055834092639,0.0,,,0.0,29.164577032881894,29.214605424965043,19.97068304332144,38.430756393876244,1.0
house-ma-7,HOUSE,MA,7,False,same_party,Ayanna Pressley,D,1,Ayanna Pressley,,D,65.14004345536927,0.0,,,,,,,,,,,,1.0
house-ma-8,HOUSE,MA,8,False,standard,Stephen Lynch,D,1,Stephen Lynch,Robert Burke,,26.9861956166176,2.0,14.321133743241251,4.349485181727128,1.99301195551226e-05,0.0,,,0.0,42.325645371698414,42.345281885453964,34.40260929824914,50.228774987690656,1.0
house-ma-9,HOUSE,MA,9,False,standard,Bill Keating,D,1,Bill Keating,Tyler MacAllister,,10.942031882242684,1.0,,1.7503611501444836,0.10717299358562764,0.0,,,0.0,21.94561333073472,21.946507833799146,13.967338434623738,29.95883838389022,0.9999
house-md-1,HOUSE,MD,1,False,standard,Andy Harris,R,-1,Dan Schwartz,Andy Harris,,-17.30515700957555,-2.0,5.314893266579645,-1.4731728940375293,-0.9788919319688157,-0.0,1.0,-19.685714285714287,0.29819550086267116,-12.535996727395823,-14.695896580727322,-21.491446650603564,-7.906327316963087,0.0024
house-md-2,HOUSE,MD,2,False,standard,Johnny Olszewski,D,1,Johnny Olszewski,Dave Wallace,,18.938218026002716,2.0,0.2883858421808831,3.367159589513458,0.007163226190485641,0.0,,,0.0,30.73325847223515,30.744418803250163,22.842169731426537,38.60261224783462,1.0
house-md-3,HOUSE,MD,3,False,standard,Sarah Elfreth,D,1,Sarah Elfreth,Berney Flowers,,24.49027443115774,2.0,-2.3015495807173387,3.879679397517795,0.0011604037293651353,0.0,,,0.0,34.73155985216503,34.69646186367035,26.730877134793236,42.72434615254816,1.0
house-md-4,HOUSE,MD,4,False,standard,Glenn Ivey,D,1,Glenn Ivey,George McDermott,,75.6651801829724,2.0,,3.716068236483568,7.679371818097825e-21,0.0,,,0.0,83.08052937442926,82.99239122312305,75.13400792879686,90.93760493511924,1.0
house-md-5,HOUSE,MD,5,False,standard,Steny Hoyer,,0,Adrian Boafo,Chris Chaffee,,34.05016724003836,1.0,,,0.0,0.0,,,0.0,41.670103940615554,41.6542230924005,32.38839809681486,50.82759843806898,1.0
house-md-6,HOUSE,MD,6,False,standard,April McClain Delaney,D,1,April McClain Delaney,Robin Ficker,,5.925898469147308,1.0,0.5579989679943225,3.371052092149576,0.4182033394670352,0.0,,,0.0,19.350817442716995,19.265686215921566,11.266633482662467,27.23697746039445,0.99925
house-md-7,HOUSE,MD,7,False,standard,Kweisi Mfume,D,1,Kweisi Mfume,Scott Collier,,60.49731735411945,2.0,4.411589415969541,3.8338822565503943,2.37618979694253e-14,0.0,,,0.0,68.922320557961,68.83425830705916,61.092345243133494,76.776740197906,1.0
house-md-8,HOUSE,MD,8,False,standard,Jamie Raskin,D,1,Jamie Raskin,Cheryl Riley,,58.05566151736721,2.0,0.0164386473361481,5.622304673504999,1.6970509793877954e-12,0.0,,,0.0,64.30873241380715,64.23882925855682,56.35555769285098,72.08938776181874,1.0
house-me-1,HOUSE,ME,1,False,standard,Chellie Pingree,D,1,Chellie Pingree,Ronald Russell,,22.08301794249629,2.0,1.5280067748509794,1.8930307861271725,0.004384435150154077,0.0,1.0,23.91304347826087,0.3291142796357127,30.80178864729736,28.5705462624613,21.942520661483446,35.101169260105166,1.0
house-me-2,HOUSE,ME,2,False,standard,Jared Golden,,0,Matthew Dunlap,Paul LePage,,-9.23471064196821,-1.0,,-0.6957075364858891,-1.1687858647773597,-0.0,7.0,3.023786461873751,0.41762666875764864,-1.1873477632544898,0.6580078695484216,-6.490222494666195,7.858903302325609,0.54705
house-mi-1,HOUSE,MI,1,False,standard,Jack Bergman,R,-1,Callie Barr,Jack Bergman,,-21.519722425890762,-2.0,0.2092868442272895,-0.8898274179139831,-0.4430956977454985,-0.0,,,0.0,-13.675975961998676,-13.727891896823845,-21.521966982944683,-5.796298050500027,0.0126
house-mi-2,HOUSE,MI,2,False,standard,John Moolenaar,R,-1,Ben Ambrose,John Moolenaar,,-30.540216196830155,-2.0,3.854639535657803,-3.3498424879426896,-0.07978990338169663,-0.0,,,0.0,-24.513170184588944,-24.473792677268356,-32.343421766175155,-16.578364284382264,0.0
house-mi-3,HOUSE,MI,3,False,standard,Hillary Scholten,D,1,Hillary Scholten,Terri DeBoer,,7.972385433101784,2.0,2.3234054236420016,1.6256937267342797,0.28735670578678174,0.0,,,0.0,18.29439286860036,18.297891786286975,10.341824364802719,26.216595996081217,0.99805
house-mi-4,HOUSE,MI,4,False,standard,Bill Huizenga,R,-1,Sean McCann,Bill Huizenga,,-5.621377887750186,-1.0,6.125454188188182,-0.5010513514334808,-0.8367093975626997,-0.0,4.0,-4.31373630356606,0.32190744795301374,0.09478531206871575,-1.3205265660926577,-7.930338088415256,5.353254423729129,0.39885
house-mi-5,HOUSE,MI,5,False,standard,Tim Walberg,R,-1,Christian Vukasovich,Tim Walberg,,-27.40917258410124,-2.0,5.885345126746834,-3.533420937766253,-0.15996646723542712,-0.0,,,0.0,-22.449614047464486,-22.506443544323904,-30.338263247065477,-14.55823005555729,0.0002
house-mi-6,HOUSE,MI,6,False,standard,Debbie Dingell,D,1,Debbie Dingell,Heather Smiley,,23.922767554940073,2.0,4.076820405134168,,0.0,0.0,,,0.0,33.931193544603936,34.009586693980566,25.974587827219928,41.93337421233127,1.0
house-mi-7,HOUSE,MI,7,False,standard,Tom Barrett,R,-1,William Lawrence,Tom Barrett,,-1.303857115880356,-2.0,2.3884965597108607,-1.7382445669946092,-2.6375568028104595,-0.0,2.0,-3.3111999467761444,0.3281414679982183,1.1914868041365048,-0.2756385893729587,-6.880179590847065,6.342511263224957,0.4777
house-mi-8,HOUSE,MI,8,False,standard,Kristen McDonald Rivet,D,1,Kristen McDonald Rivet,Thomas Smith,,-2.009144166793344,2.0,9.080916504560117,5.09832166479946,0.8143257645496143,0.0,,,0.0,17.015662922577985,16.95506512570263,8.9730581191682,24.964536991330593,0.9965
house-mi-9,HOUSE,MI,9,False,standard,Lisa McClain,R,-1,Ray Pooley,Lisa McClain,,-32.77545908113034,-2.0,5.783069448517036,-5.273263460476266,-0.0238905481634832,-0.0,,,0.0,-27.784324577081158,-27.752280189746106,-35.62374540211217,-19.80219288035328,0.0
house-mi-10,HOUSE,MI,10,False,standard,John James,,0,Christina Hines,Mike Bouchard,,-6.684831205554229,0.0,,-0.1521755647335265,-0.2415072142281099,0.0,2.0,-5.3999377342130055,0.3732549509200057,2.621677034878037,-0.3301317079100893,-7.606938491353855,6.9762144666818715,0.4752
house-mi-11,HOUSE,MI,11,False,standard,Haley Stevens,,0,Jeremy Moss,Ethan Baker,,16.423294509151415,-1.0,,2.19675704633931,0.05417653312783308,-0.0,,,0.0,24.709091129468735,24.650480296782423,15.425250727051779,33.88882923105058,0.99975
house-mi-12,HOUSE,MI,12,False,standard,Rashida Tlaib,D,1,Rashida Tlaib,James Hooper,,39.897191011235954,2.0,6.762641205264938,5.340050291667084,8.791208968616545e-08,0.0,,,0.0,50.719465583887484,50.7116105176587,42.85746523719988,58.677028612137825,1.0
house-mi-13,HOUSE,MI,13,False,standard,Shri Thanedar,,0,Donavan McKinney,T.P. Nykoriak,,41.99678274964389,1.0,,,0.0,0.0,,,0.0,49.266212491851896,49.2015158410515,40.165821598800854,58.30450959601306,1.0
house-mn-1,HOUSE,MN,1,False,standard,Brad Finstad,R,-1,Jake Johnson,Brad Finstad,,-12.233713055803454,-2.0,4.729192242151763,-0.0817357309336514,-0.10900712593242101,-0.0,3.0,-4.324830768076251,0.305167766845506,-5.874901449849596,-5.3451595427054635,-12.189630605596069,1.3765147674747282,0.15455
house-mn-2,HOUSE,MN,2,False,standard,Angie Craig,,0,Matt Little,Eric Pratt,,5.9507367864820395,0.0,,0.5706436769766289,0.19439973442868602,0.0,2.0,7.697357864376708,0.3945336001788276,15.352647781708418,12.321181519257024,5.01786621114841,19.740802167130678,0.98325
house-mn-3,HOUSE,MN,3,False,standard,Kelly Morrison,D,1,Kelly Morrison,Tyler Bass,,21.720150444274704,2.0,-4.580136026724173,,0.0,0.0,,,0.0,30.838412414033222,30.962590032423037,23.023889550608924,38.91381289220975,1.0
house-mn-4,HOUSE,MN,4,False,standard,Betty McCollum,D,1,Betty McCollum,Paul Wikstrom,,36.46698138802974,2.0,-1.5877943862087882,3.83215516867897,1.3242800284456737e-05,0.0,,,0.0,43.01538974757937,43.01526142642652,35.11689863404189,50.95768954630739,1.0
house-mn-5,HOUSE,MN,5,False,standard,Ilhan Omar,D,1,Ilhan Omar,John Nagel,,63.542984491902445,2.0,-13.047178348676294,2.1154608785306404,5.830763205527954e-12,0.0,,,0.0,62.510601641860234,62.526637647704746,54.697211925071315,70.3717490258387,1.0
house-mn-6,HOUSE,MN,6,False,standard,Tom Emmer,R,-1,Doug Chapin,Tom Emmer,,-20.06608890237427,-2.0,4.853953081790603,-3.231449164368663,-1.244070469740042,-0.0,,,0.0,-15.437678594541802,-15.46577204084593,-23.445577613614155,-7.361937912785032,0.00705
house-mn-7,HOUSE,MN,7,False,standard,Michelle Fischbach,R,-1,Erik Osberg,Michelle Fischbach,,-37.09774237198466,-2.0,3.8039318335200423,-1.6051921295735947,-0.003146396371541954,-0.0,,,0.0,-31.188222996078956,-31.166689525096736,-39.18867357880938,-23.187398150958373,0.0
house-mn-8,HOUSE,MN,8,False,standard,Pete Stauber,R,-1,Trina Swanson,Pete Stauber,,-14.531388413157739,-2.0,1.412089161370103,-2.0479487256838023,-2.559215487351748,-0.0,,,0.0,-9.08716809069847,-9.010643450280877,-17.062780976523563,-0.943847826294716,0.0746
house-mo-1,HOUSE,MO,1,False,standard,Wesley Bell,D,1,Wesley Bell,Paul Berry,,58.18768172722622,2.0,2.99401528116076,,0.0,0.0,,,0.0,69.64049492639629,69.68706936596735,61.81488998510484,77.57942149437888,1.0
house-mo-2,HOUSE,MO,2,False,standard,Ann Wagner,R,-1,Fred Wellman,Ann Wagner,,-8.036578251263439,-2.0,4.184796165733651,-1.7513577826849565,-2.9308423731341406,-0.0,1.0,-8.929411764705883,0.28314317583047866,-3.6797880572677446,-5.065213537446601,-11.987313948192089,1.725302007818616,0.1659
house-mo-3,HOUSE,MO,3,False,standard,Bob Onder,R,-1,Bethany Mann,Bob Onder,,-27.09880132670149,-2.0,-0.3198274085413253,-2.721599347768508,-0.14411252340408323,-0.0,,,0.0,-22.456286533487674,-22.412285495952744,-30.45668407222258,-14.599316137327294,0.00015
house-mo-4,HOUSE,MO,4,False,standard,Mark Alford,R,-1,Jordan Herrera,Mark Alford,,-42.811354448074596,-2.0,2.8596828952368547,-3.539218868419995,-0.00045207837016476697,-0.0,,,0.0,-36.633016784504704,-36.58493553473943,-44.52351134925425,-28.684959725090238,0.0
house-mo-5,HOUSE,MO,5,False,standard,Emanuel Cleaver,D,1,Emanuel Cleaver,Rick Brattin,,23.50937224201861,1.0,1.2407985004248694,1.874106207615429,0.0025378556753239165,0.0,,,0.0,32.03008920525258,31.99427622689572,24.134136495678533,39.92298204312259,1.0
house-mo-6,HOUSE,MO,6,False,standard,Sam Graves,,0,Josh Smead,Chris Stigall,,-39.31892471811242,0.0,,-1.862502483332656,-0.003037800893503584,0.0,,,0.0,-31.609625955354325,-31.719731938820058,-40.90310052363753,-22.50938599408652,0.0
house-mo-7,HOUSE,MO,7,False,standard,Eric Burlison,R,-1,Missi Hesketh,Eric Burlison,,-43.124014394889,0.0,3.015378594014063,-3.3818441974007443,-0.0003666937201858206,0.0,,,0.0,-37.042074475718394,-36.994388916500796,-45.086736626812105,-29.129735545678077,0.0
house-mo-8,HOUSE,MO,8,False,standard,Jason Smith,R,-1,Chris Reichard,Jason Smith,,-54.60781455423596,-2.0,0.7348069477639037,-5.642867503322933,-6.009656372835279e-07,-0.0,,,0.0,-47.91312322235533,-47.984536782049474,-55.849298017325914,-40.09960160934904,0.0
house-ms-1,HOUSE,MS,1,False,standard,Trent Kelly,R,-1,Cliff Johnson,Trent Kelly,,-37.53256379062851,-2.0,1.939402034845994,-1.0758979445378716,-0.002655747082810247,-0.0,,,0.0,-30.650802998852146,-30.65016885362896,-38.76230959083678,-22.701625497692064,0.0
house-ms-2,HOUSE,MS,2,False,standard,Bennie Thompson,D,1,Bennie Thompson,Ron Eller,,20.573389722299627,2.0,3.603371731991128,3.1477987759962702,0.008107074327343446,0.0,,,0.0,30.442776452860404,30.33643916730399,22.472245273576924,38.280501553465655,1.0
house-ms-3,HOUSE,MS,3,False,standard,Michael Guest,R,-1,Michael Chiaradio,Michael Guest,,-29.463344005292292,-2.0,,-2.045235290297825,-0.06923603763922376,-0.0,,,0.0,-23.781127968931443,-23.740995315971432,-31.82934861952839,-15.877990695183668,0.0
house-ms-4,HOUSE,MS,4,False,standard,Mike Ezell,R,-1,Jeffrey Hulum III,Mike Ezell,,-42.99199812853909,-1.0,4.761346735346994,-3.0353314029711926,-0.0002434983661386117,-0.0,,,0.0,-37.829387325220914,-37.86093301866653,-45.75612654908482,-29.839384727580224,0.0
house-mt-1,HOUSE,MT,1,False,standard,Ryan Zinke,,0,Sam Forstag,Aaron Flint,,-11.922412494511375,0.0,,0.0635156786567131,0.10005978719870885,0.0,4.0,-2.0357652017969783,0.40985091736203055,-2.9431340021291956,-2.506640550773215,-9.772931215471484,4.6657996590052875,0.32575
house-mt-2,HOUSE,MT,2,False,standard,Troy Downing,R,-1,Brian Miller,Troy Downing,,-30.507838926964144,-2.0,1.3256801819910926,-4.276495910059555,-0.03581478432984543,-0.0,1.0,-29.72972972972973,0.31708982118745943,-26.725499756678328,-27.68236424662889,-34.355188261499784,-20.956354932635115,0.0
house-nc-1,HOUSE,NC,1,False,standard,Don Davis,D,1,Don Davis,Laurie Buckhout,,-11.640982218458934,2.0,5.049332353137291,0.1786801306703458,0.30011270703960113,0.0,4.0,2.063931459054849,0.33044947861350044,0.1169693636594849,0.7426975769928695,-5.959677541206882,7.382944438687288,0.55755
house-nc-2,HOUSE,NC,2,False,standard,Deborah Ross,D,1,Deborah Ross,Eugene Douglass,,34.43506519240677,2.0,1.149365984785259,,0.0,0.0,,,0.0,42.5186260413579,42.53914751131272,34.485720187016355,50.371480368539146,1.0
house-nc-3,HOUSE,NC,3,False,standard,Greg Murphy,R,-1,Raymond Smith Jr.,Greg Murphy,,-13.756454677871803,-1.0,,-2.7768693520994554,-3.2003168445715358,-0.0,1.0,-8.929411764705883,0.30330171960131724,-10.567067247237508,-10.06197534901796,-16.892323907652717,-3.3534464282031546,0.0287
house-nc-4,HOUSE,NC,4,False,standard,Valerie Foushee,D,1,Valerie Foushee,Max Ganorkar,,46.06391998673297,2.0,0.7487510652090812,3.1214903757679835,1.2685739933794944e-08,0.0,,,0.0,53.396889894629524,53.34592240501311,45.49698991254681,61.037861729330594,1.0
house-nc-5,HOUSE,NC,5,False,standard,Virginia Foxx,R,-1,Chuck Hubbard,Virginia Foxx,,-17.953183297610543,-2.0,0.8780707868395261,-2.382014743822398,-2.0298685384250876,-0.0,,,0.0,-11.916364218539645,-11.870017074485474,-19.944641643177203,-3.823767578665889,0.02905
house-nc-6,HOUSE,NC,6,False,standard,Addison McDowell,R,-1,Cyril Jefferson,Addison McDowell,,-17.37132543617617,0.0,,-1.8159916883842968,-1.2688322611142526,0.0,,,0.0,-12.508730116774435,-12.516724030687772,-20.522875325372453,-4.4632471138543135,0.02355
house-nc-7,HOUSE,NC,7,False,standard,David Rouzer,R,-1,Kimberly Hardy,David Rouzer,,-13.94974512852853,-2.0,3.014780447632932,-2.4114259874364383,-2.9536117475434938,-0.0,1.0,-12.542857142857144,0.2998720873771852,-9.69909897804226,-10.605650876684184,-17.39475421080577,-3.778535415052398,0.0234
house-nc-8,HOUSE,NC,8,False,standard,Mark Harris,R,-1,Colby Watson,Mark Harris,,-19.58539183387993,-2.0,-0.5449956907222315,-2.9714893398474422,-1.1677067290766232,-0.0,,,0.0,-15.631641382183764,-15.593154298768717,-23.65397681182602,-7.7539091413525,0.00575
house-nc-9,HOUSE,NC,9,False,standard,Richard Hudson,R,-1,Richard Ojeda,Richard Hudson,,-16.01098912732778,-1.0,3.540212866789208,-0.5658622958580318,-0.5250855268638716,-0.0,1.0,-9.945454545454545,0.2935388978727263,-9.77040911674856,-9.866157754650597,-16.647289559339114,-3.0087338473679703,0.03285
house-nc-10,HOUSE,NC,10,False,standard,Pat Harrigan,R,-1,Ashley Bell,Pat Harrigan,,-17.90491390090454,-2.0,2.121345878513033,-2.820939655170511,-1.1857459519466986,-0.0,1.0,-11.253932584269664,0.11863898437346325,-15.310575640734884,-14.844338155533078,-22.388528791966575,-7.174853849288294,0.005
house-nc-11,HOUSE,NC,11,False,standard,Chuck Edwards,,0,Jamie Ager,Jennifer Balkcom,,-9.615756470815723,-1.0,,,0.0,-0.0,1.0,-2.103296703296704,0.3564468211984438,-0.4500709818577975,-1.073129838241702,-8.516486869242552,6.419491034280625,0.4288
house-nc-12,HOUSE,NC,12,False,standard,Alma Adams,D,1,Alma Adams,Jack Codiga,,47.05490301304412,2.0,1.1494224087069789,2.921350717741225,5.21123740876361e-09,0.0,,,0.0,54.548267867264386,54.55030966004265,46.619858851075435,62.516528903210016,1.0
house-nc-13,HOUSE,NC,13,False,standard,Brad Knott,R,-1,Paul Barringer,Brad Knott,,-16.650008567022674,-2.0,0.4336910633572195,-0.3592015682133619,-0.2254187418776158,-0.0,,,0.0,-12.133372207087032,-12.131855224156233,-20.049743814761037,-4.099873196871664,0.0283
house-nc-14,HOUSE,NC,14,False,standard,Tim Moore,R,-1,Lakesha Womack,Tim Moore,,-15.227341475872397,-2.0,0.7670721037926178,-4.191631695878629,-2.3210095323671194,-0.0,1.0,-3.490909090909092,0.11863898437346325,-12.887851732469612,-11.791626960815421,-19.346191326734164,-4.444640204689739,0.0227
house-nd-al,HOUSE,ND,0,False,standard,Julie Fedorchak,R,-1,Trygve Hammer,Julie Fedorchak,,-37.392986132786376,0.0,1.494272198573494,-2.306827077689307,-0.0013271672794335524,0.0,,,0.0,-33.89867280679653,-33.96659416170883,-41.989716559948285,-25.94750962245874,0.0
house-ne-1,HOUSE,NE,1,False,standard,Mike Flood,R,-1,Chris Backemeyer,Mike Flood,,-13.228325882116762,0.0,6.833465933400353,-1.4734707971875542,-1.5907416769457274,0.0,3.0,-1.1974295846337892,0.3367499876156691,-9.570643572130479,-6.776142036681787,-13.31212232610204,-0.20327686010661034,0.0943
house-ne-2,HOUSE,NE,2,False,standard,Don Bacon,,0,Denise Powell,Brinker Harding,,4.684329452129328,-1.0,,0.3401203134819927,0.14458082962176444,-0.0,1.0,4.545454545454546,0.37884519574625514,14.212012932553725,10.583163228806683,3.128295676483015,17.880381773511882,0.9642
house-ne-3,HOUSE,NE,3,False,standard,Adrian Smith,R,-1,Becky Stille,Adrian Smith,,-54.43078179590726,-2.0,6.259523152339629,-3.5634760152249814,-9.207459667590053e-08,-0.0,,,0.0,-50.653751074027056,-50.627758987016975,-58.498934970250936,-42.66744583461623,0.0
house-nh-1,HOUSE,NH,1,False,standard,Chris Pappas,,0,Stefany Shaheen,Anthony DiLorenzo,,2.01995452407088,1.0,,-0.02745650817707,-0.017748826975934214,0.0,1.0,4.545454545454546,0.400993238171455,11.709619762503163,8.913197792127193,1.5129478567015109,16.143666936735947,0.93885
house-nh-2,HOUSE,NH,2,False,standard,Maggie Goodlander,D,1,Maggie Goodlander,Lily Tang Williams,,3.626907261452192,2.0,2.4854062709568256,1.1004297771301996,0.19646247066959496,0.0,8.0,22.242196521418084,0.3476823129941285,18.163546207063263,19.619352925283888,12.960878169453695,26.276170986615597,0.99995
house-nj-1,HOUSE,NJ,1,False,standard,Donald Norcross,D,1,Donald Norcross,Damon Galdo,,19.018716043787666,2.0,-0.6338456399106818,4.573836065745343,0.035876224241047354,0.0,,,0.0,26.7209369321164,26.849319912829646,18.830906083520958,34.8147393450177,1.0
house-nj-2,HOUSE,NJ,2,False,standard,Jeff Van Drew,R,-1,Zack Mullock,Jeff Van Drew,,-12.73536038103531,0.0,4.142187081701351,-2.213969712600671,-2.894212186781628,0.0,,,0.0,-8.904619192376881,-8.796597496290849,-16.868213594337146,-0.7549000666077309,0.0788
house-nj-3,HOUSE,NJ,3,False,standard,Herb Conaway,D,1,Herb Conaway,Michael McGuire,,8.495531888848085,2.0,0.4209786332125453,2.302732629859251,0.17646829074181233,0.0,,,0.0,21.262023335249488,21.22803555022412,13.282200658220226,29.395532416589592,0.9999
house-nj-4,HOUSE,NJ,4,False,standard,Chris Smith,R,-1,Rachel Peace,Chris Smith,,-30.53695687107094,-2.0,5.389710835077022,-2.87931398118424,-0.05790617616969933,-0.0,,,0.0,-25.30151726439508,-25.25019186720335,-33.12372317765811,-17.192276296717353,5e-05
house-nj-5,HOUSE,NJ,5,False,standard,Josh Gottheimer,D,1,Josh Gottheimer,Sean Kirrane,,1.5426974936227071,2.0,10.131166373990386,5.764249222090967,0.7548419441436622,0.0,,,0.0,17.28983601762828,17.264761063567235,9.317238790555324,25.20434397537584,0.99735
house-nj-6,HOUSE,NJ,6,False,standard,Frank Pallone,D,1,Frank Pallone,Hillary Herzig,,6.589506910899613,2.0,9.867311891278426,5.136164539520171,0.2492397271798739,0.0,,,0.0,21.057205706384263,21.068149525065117,12.981514033219385,29.159131887913013,1.0
house-nj-7,HOUSE,NJ,7,False,standard,Thomas Kean Jr.,R,-1,Rebecca Bennett,Thomas Kean Jr.,,-1.1969676211353153,-2.0,4.161716668317621,-0.1760146501612592,-0.21801602690441332,-0.0,2.0,5.604166009613959,0.3312991787349301,6.4069452788277035,6.257714870668215,-0.4116517563851373,12.898412103340764,0.8855
house-nj-8,HOUSE,NJ,8,False,same_party,Rob Menendez,D,1,Rob Menendez,,D,24.811967664433183,0.0,1.4913209264290046,,,,,,,,,,,1.0
