year,state_po,district,dem,rep,winner,winner_side,cand_keys,house_margin,contested,d24,r24,inc_side,race_type,race_note,actual,office,special,dem_key,rep_key,lean,expected,resid,prior_edge,pres24,quality_diff,first_term,poll_avg,poll_n_eff,poll_count,p_dem,margin_median,margin_p10,margin_p90,fundamentals_mean,poll_weight,env_miss,close_bonus_used,lean_only
2018,CA,21,57239.0,56377.0,TJ COX,D,"['VALADAO D', 'COX T']",0.7586959583157302,True,55.2,39.7,-1.0,standard,D,0.7586959583157302,HOUSE,False,,,14.007969251238565,,,26.7973351965656,16.332982086406744,0.0,0,-12.359550561797754,0.10888714084912825,1,0.775,4.540739631012177,-3.304054262413159,12.438355877839756,6.64308365108815,0.10791219198561983,1.270522083379289,2.5037386347724273,21.46171415138825
2018,CA,22,105136.0,117243.0,DEVIN G NUNES,R,"['JANZ A', 'NUNES D']",-5.4443090399723,True,42.6,52.1,-1.0,standard,D,-5.4443090399723,HOUSE,False,,,-12.356691821440618,,,22.086336074454184,-10.03167898627244,0.0,0,-10.894630997798938,0.5340848933207214,4,0.00255,-15.007158711055638,-22.050236248698244,-8.009760521836009,-16.875688931405776,0.2974498275837568,1.270522083379289,2.5037386347724273,-4.902946921290935
2018,CA,23,74661.0,131113.0,KEVIN MCCARTHY,R,"['MCCARTHY K', 'MATTA T']",-27.433980969413046,True,36.1,58.1,-1.0,standard,D,-27.433980969413046,HOUSE,False,,,-25.67957759100682,,,11.98348312525762,-23.35456475583864,0.0,0,,0.0,0,0.0,-25.43425073918671,-33.56969978949582,-17.219112137495934,-25.39909903689426,0.0,1.270522083379289,2.5037386347724273,-18.22583269085714
2018,CA,24,166550.0,117881.0,SALUD CARBAJAL,D,"['FAREED J', 'CARBAJAL S']",17.111004074801972,True,56.7,36.5,1.0,standard,D,17.111004074801972,HOUSE,False,,,19.348806907321094,,,-11.82347244193114,21.673819742489272,0.0,1,,0.0,0,0.9999,24.069841443731,15.978011456481378,32.236266560958015,24.061586775731392,0.0,1.270522083379289,2.5037386347724273,26.802551807470778
2018,CA,25,133209.0,111813.0,KATIE HILL,D,"['HILL K', 'KNIGHT S']",8.732277101648016,True,50.3,43.6,-1.0,standard,D,8.732277101648016,HOUSE,False,,,4.810237431072498,,,10.38319934418726,7.135250266240677,0.0,0,-3.2889841278689294,0.7784875966402851,3,0.78015,4.040639363776253,-2.688424692702345,10.914824361364865,8.04543223615742,0.3463591375644678,1.270522083379289,2.5037386347724273,12.26398233122218
2018,CA,26,158216.0,97210.0,JULIA BROWNLEY,D,"['SABATO A', 'BROWNLEY J']",23.88402120379288,True,57.9,36.0,1.0,standard,D,23.88402120379288,HOUSE,False,,,20.99767087090211,,,0.4485152080729868,23.322683706070286,0.0,0,,0.0,0,1.0,28.990761903942996,20.835866027617467,37.08478483982099,29.0259630075589,0.0,1.270522083379289,2.5037386347724273,28.451415771051792
2018,CA,28,196662.0,54272.0,ADAM B SCHIFF,D,"['SCHIFF A', 'NALBANDIAN J']",56.74400439956323,True,72.1,22.3,1.0,standard,D,56.74400439956323,HOUSE,False,,,50.42922445296742,,,6.231295574655608,52.7542372881356,0.0,0,,0.0,0,1.0,60.74660934816179,52.76802139788806,68.86399105640152,60.778709444097906,0.0,1.270522083379289,2.5037386347724273,57.882969353117105
2018,CA,29,124697.0,29995.0,TONY CARDENAS,D,"['BERNAL B', 'CARDENAS T']",61.21971401236004,True,77.7,16.8,1.0,standard,D,61.21971401236004,HOUSE,False,,,62.119431609276276,,,,64.44444444444446,0.0,0,,0.0,0,1.0,70.35484838131796,62.472997458093076,78.34753234774432,70.40176984452414,0.0,1.270522083379289,2.5037386347724273,69.57317650942596
2018,CA,30,191573.0,69420.0,BRAD SHERMAN,D,"['SHERMAN B', 'REED M']",46.803170966271125,True,69.1,25.7,1.0,standard,D,46.803170966271125,HOUSE,False,,,43.45557788213139,,,2.508366330997585,45.78059071729957,0.0,0,,0.0,0,1.0,52.077338174908675,43.921308049285535,60.055139961715305,52.02393030979765,0.0,1.270522083379289,2.5037386347724273,50.90932278228107
2018,CA,31,110143.0,77352.0,PETE AGUILAR,D,"['AGUILAR P', 'FLYNN S']",17.488999706658845,True,57.7,36.6,1.0,standard,D,17.488999706658845,HOUSE,False,,,20.050384831851968,,,-7.228146619248868,22.375397667020145,0.0,0,,0.0,0,0.99995,23.993992570915868,15.833864255783206,31.9514931748803,23.957760299243073,0.0,1.270522083379289,2.5037386347724273,27.50412973200165
2018,CA,32,121759.0,55272.0,GRACE FLORES NAPOLITANO,D,"['NAPOLITANO G', 'SCOTT J']",37.55669910919556,True,66.6,27.7,1.0,standard,D,37.55669910919556,HOUSE,False,,,38.92631272156564,,,,41.25132555673382,0.0,0,,0.0,0,1.0,48.14199338099867,40.06788943794228,56.25594128542603,48.03058463291642,0.0,1.270522083379289,2.5037386347724273,46.38005762171532
2018,CA,33,219091.0,93769.0,TED W LIEU,D,"['WRIGHT K', 'LIEU T']",40.05689445758486,True,67.8,26.5,1.0,standard,D,40.05689445758486,HOUSE,False,,,41.47138165051581,,,-7.904525507487985,43.79639448568399,0.0,0,,0.0,0,1.0,44.52116091783034,36.383389347995745,52.609551020904036,44.46932690312347,0.0,1.270522083379289,2.5037386347724273,48.925126550665496
2018,CA,35,103420.0,45604.0,NORMA J TORRES,D,"['VALIENTE C', 'TORRES N']",38.796435473480784,True,67.7,26.9,1.0,standard,D,38.796435473480784,HOUSE,False,,,40.803951224028445,,,4.665034583073531,43.128964059196626,0.0,0,,0.0,0,1.0,50.56665350522907,42.50051850652049,58.690694863256724,50.619047210074115,0.0,1.270522083379289,2.5037386347724273,48.25769612417813
2018,CA,36,122169.0,84839.0,RAUL RUIZ,D,"['PELZER K', 'RUIZ R']",18.033119492966456,True,52.2,43.4,1.0,standard,D,18.033119492966456,HOUSE,False,,,6.880008085333918,,,17.91502136593323,9.205020920502097,0.0,0,,0.0,0,1.0,26.058598341553783,17.79759700415159,34.16839166609837,26.060909447460137,0.0,1.270522083379289,2.5037386347724273,14.333752985483601
2018,CA,37,210555.0,25823.0,KAREN BASS,D,"['BASS K', 'BASSILIAN R']",78.1510969717994,True,85.7,9.6,1.0,standard,D,78.1510969717994,HOUSE,False,,,77.52808265276468,,,,79.85309548793286,0.0,0,,0.0,0,1.0,85.07808465677326,77.33559053484167,92.9148690802754,85.0871819530582,0.0,1.270522083379289,2.5037386347724273,84.98182755291437
2018,CA,38,139188.0,62968.0,LINDA T SANCHEZ,D,"['SANCHEZ L', 'DOWNING R']",37.70355566987871,True,67.0,27.4,1.0,standard,D,37.70355566987871,HOUSE,False,,,39.6241397072047,,,2.019620358132098,41.94915254237288,0.0,0,,0.0,0,1.0,48.09316561426053,39.871971862591465,56.00636825223292,48.04307831828233,0.0,1.270522083379289,2.5037386347724273,47.077884607354385
2018,CA,39,126002.0,118391.0,GIL CISNEROS,D,"['CISNEROS G', 'KIM Y']",3.114246316383857,True,51.5,42.9,0.0,standard,D,3.114246316383857,HOUSE,False,,,6.785156656357245,,,,9.110169491525424,0.0,0,-0.18003091215155614,0.635392627964071,4,0.9491,9.563904122233872,2.0469541321176377,17.162378276403963,15.75671187246496,0.39090791928614776,1.270522083379289,2.5037386347724273,14.238901556506928
2018,CA,41,108227.0,58021.0,MARK TAKANO,D,"['SMITH A', 'TAKANO M']",30.199461046147924,True,61.0,33.1,1.0,standard,D,30.199461046147924,HOUSE,False,,,27.324296410315352,,,3.2656130282236653,29.64930924548353,0.0,0,,0.0,0,1.0,36.76800001627847,28.681901717242933,44.898145296454615,36.72584142548497,0.0,1.270522083379289,2.5037386347724273,34.778041310465035
2018,CA,42,100892.0,131040.0,KEN CALVERT,R,"['PEACOCK J', 'CALVERT K']",-12.998637531690322,True,41.4,53.4,-1.0,standard,D,-12.998637531690322,HOUSE,False,,,-14.983240683269445,,,1.9738342281264387,-12.658227848101266,0.0,0,,0.0,0,0.08325,-8.856581550461748,-17.000872581651905,-0.6729948125667652,-8.919287421237721,0.0,1.270522083379289,2.5037386347724273,-7.529495783119762
2018,CA,43,152272.0,43780.0,MAXINE WATERS,D,"['WATERS M', 'NAVARRO O']",55.33837961357191,True,78.4,16.7,1.0,standard,D,55.33837961357191,HOUSE,False,,,62.554061823086286,,,-9.69849381162722,64.87907465825447,0.0,0,,0.0,0,1.0,63.79182270406302,55.990346363492,71.75643304832076,63.81567038525667,0.0,1.270522083379289,2.5037386347724273,70.00780672323597
2018,CA,45,158906.0,146383.0,KATIE PORTER,D,"['PORTER K', 'WALTERS M']",4.102014812194347,True,49.8,44.4,-1.0,standard,D,4.102014812194347,HOUSE,False,,,3.407471241264942,,,19.83981343790886,5.732484076433121,0.0,0,1.3627493776640716,1.2249119453346173,7,0.6222,1.581036680713737,-4.859988726327157,8.172879602692266,1.7802235979149268,0.39855185948898036,1.270522083379289,2.5037386347724273,10.861216141414625
2018,CA,46,102278.0,45638.0,LOU CORREA,D,"['CORREA L', 'LAMBERT R']",38.292003569593554,True,66.3,27.9,1.0,standard,D,38.292003569593554,HOUSE,False,,,38.43931837502291,,,,40.76433121019109,0.0,0,,0.0,0,1.0,47.5786049828086,39.52252177018886,55.68376785075867,47.55733682845326,0.0,1.270522083379289,2.5037386347724273,45.893063275172594
2018,CA,47,143354.0,77682.0,ALAN LOWENTHAL,D,"['LOWENTHAL A', 'BRISCOE J']",29.710997303606653,True,62.6,31.0,1.0,standard,D,29.710997303606653,HOUSE,False,,,31.435670925515584,,,-3.3056189843702626,33.76068376068376,0.0,0,,0.0,0,1.0,37.16440372192562,29.184316955095387,45.32588879428841,37.19010919390045,0.0,1.270522083379289,2.5037386347724273,38.88941582566527
2018,CA,48,157837.0,136899.0,HARLEY ROUDA,D,"['ROHRABACHER D', 'ROUDA H']",7.103984582813093,True,47.9,46.2,-1.0,standard,D,7.103984582813093,HOUSE,False,,,-0.5184240997802978,,,15.433885271218635,1.806588735387881,0.0,1,-4.58559735873325,2.173449170571376,5,0.2339,-3.534750235193707,-9.92187702939991,2.777457674263108,-2.742432793458958,0.4501788889499908,1.270522083379289,2.5037386347724273,6.935320800369385
2018,CA,49,166453.0,128577.0,MIKE LEVIN,D,"['HARKEY D', 'LEVIN M']",12.83801647290106,True,50.7,43.2,0.0,standard,D,12.83801647290106,HOUSE,False,,,5.662207612116166,,,,7.987220447284344,0.0,0,10.82447462537599,1.3794406712510112,5,0.99085,12.894357532578422,5.950549597120314,20.086447282361902,14.879332976914098,0.4867482269878615,1.270522083379289,2.5037386347724273,13.11595251226585
2018,CA,50,125448.0,134362.0,DUNCAN HUNTER,R,"['NAJJAR A', 'HUNTER D']",-3.4309687848812596,True,39.6,54.6,-1.0,standard,D,-3.4309687848812596,HOUSE,False,,,-18.24857971414907,,,7.966788551312449,-15.92356687898089,0.0,0,-4.300869900532619,0.8714847871663298,4,0.0142,-11.539896134436058,-18.20084536992133,-4.730584126159022,-15.625963724946484,0.3601693008673864,1.270522083379289,2.5037386347724273,-10.794834813999387
2018,CA,51,109527.0,44301.0,JUAN VARGAS,D,"['HIDALGO J', 'VARGAS J']",42.4019034246041,True,71.8,22.8,1.0,standard,D,42.4019034246041,HOUSE,False,,,49.472027333965016,,,-3.27655640396161,51.7970401691332,0.0,0,,0.0,0,1.0,54.789740080333246,46.87040268989267,62.853523127931425,54.71351752646216,0.0,1.270522083379289,2.5037386347724273,56.9257722341147
2018,CA,52,188992.0,107015.0,SCOTT PETERS,D,"['QUDRAT O', 'PETERS S']",27.694277500194254,True,58.1,35.6,1.0,standard,D,27.694277500194254,HOUSE,False,,,21.68779399514132,,,-7.94926315027668,24.012806830309497,0.0,0,,0.0,0,1.0,25.12925803662607,17.18681600480335,33.18776455965158,25.155025615992855,0.0,1.270522083379289,2.5037386347724273,29.141538895291
2018,CA,53,185667.0,83127.0,SUSAN A DAVIS,D,"['MURTAUGH M', 'DAVIS S']",38.148172950289066,True,64.5,29.6,1.0,standard,D,38.148172950289066,HOUSE,False,,,34.763191203088994,,,-0.0575222579552665,37.088204038257174,0.0,0,,0.0,0,1.0,42.21010628175104,34.12940500396895,50.187321916926834,42.19160615578258,0.0,1.270522083379289,2.5037386347724273,42.21693610323868
2018,CO,1,272886.0,85207.0,DIANA DEGETTE,D,"['STOCKHAM C', 'DEGETTE D', 'DOANE R']",52.4106866093445,True,69.0,23.2,1.0,standard,D,52.4106866093445,HOUSE,False,,,47.34960755528735,,,-4.644581964709499,49.67462039045553,0.0,0,,0.0,0,1.0,51.91168355647666,43.82244209260718,59.947999202669315,51.92385204789153,0.0,1.270522083379289,2.5037386347724273,54.803352455437036
2018,CO,2,259608.0,144901.0,JOE NEGUSE,D,"['NEGUSE J', 'THOMAS N', 'YU P', 'BARRIS R']",28.357094650551655,True,56.2,34.9,0.0,standard,D,28.357094650551655,HOUSE,False,,,21.055887274601314,,,,23.38090010976949,0.0,0,,0.0,0,1.0,28.30686899503126,18.937327515735745,37.726497724969974,28.297438522870856,0.0,1.270522083379289,2.5037386347724273,28.509632174750998
