year,state_po,district,dem,rep,winner,winner_side,cand_keys,house_margin,contested,d24,r24,inc_side,race_type,race_note,actual,office,special,dem_key,rep_key,lean,expected,resid,prior_edge,pres24,quality_diff,first_term,money_log_ratio,poll_avg,poll_n_eff,poll_count,p_dem,margin_median,margin_p10,margin_p90,fundamentals_mean,money_adj,quality_adj,poll_weight,env_miss,close_bonus_used,lean_only
2018,AR,4,63984.0,136740.0,BRUCE WESTERMAN,R,"['WESTERMAN B', 'SHAMEL H', 'CANADA T', 'WRITEIN']",-36.246786632390744,True,31.3,64.2,-1.0,standard,D,-36.246786632390744,HOUSE,False,,,-36.7752746152729,,,,-34.45026178010472,-2.0,0,-2.7004124442928368,,0.0,0,0.0,-31.84875088827154,-39.907167137249616,-23.908991872712033,-31.953912760089047,-0.004066276354908758,-0.0,0.0,1.2978690988669932,1.6694841418952986,-29.348876730610918
2018,AZ,1,143240.0,122784.0,TOM O'HALLERAN,D,"['HALLERAN T', 'ROGERS W', 'WRITEIN']",7.689531771569483,True,46.6,47.7,1.0,standard,D,7.689531771569483,HOUSE,False,,,-3.491502760937003,,,11.935024629525705,-1.1664899257688244,2.0,1,1.2947384464047476,,0.0,0,0.9949,16.207716180869383,8.137016108585085,24.3002412007168,16.133684530046843,0.42069137031637743,0.0,0.0,1.2978690988669932,1.6694841418952986,3.934895123724975
2018,AZ,2,161000.0,133083.0,ANN KIRKPATRICK,D,"['KIRKPATRICK A', 'PETERSON L', 'WRITEIN']",9.49289826341543,True,49.6,44.7,0.0,standard,D,9.49289826341543,HOUSE,False,,,2.871169561438394,,,,5.196182396606573,2.0,0,0.9049231759945998,,0.0,0,0.9553,12.427392440362206,3.1668680367896944,21.73303923245124,12.468774886334861,0.6155861670587858,0.0,0.0,1.2978690988669932,1.6694841418952986,10.297567446100373
2018,AZ,3,114650.0,64868.0,RAUL GRIJALVA,D,"['PIERSON N', 'GRIJALVA R']",27.730923918492852,True,62.4,32.5,1.0,standard,D,27.730923918492852,HOUSE,False,,,29.181836479900316,,,,31.506849315068493,2.0,0,3.0897625028316664,,0.0,0,1.0,38.70117621397103,30.693517095200416,46.607699144077614,38.56045163357243,0.00017748230641511007,0.0,0.0,1.2978690988669932,1.6694841418952986,36.60823436456229
2018,AZ,4,84521.0,188842.0,PAUL GOSAR,R,"['BRILL D', 'KNAUER H', 'GOSAR P']",-38.16207753060948,True,27.5,67.7,-1.0,standard,D,-38.16207753060948,HOUSE,False,,,-44.551903591470705,,,-2.3323603412026266,-42.226890756302524,-2.0,0,-1.1308111612186325,-39.02439024390244,0.7852812659593165,1,0.0,-37.564830660266466,-44.345736421251445,-30.829396787344816,-36.8986434126187,-0.00015981292687581073,-0.0,0.3104504128699894,1.2978690988669932,1.6694841418952986,-37.125505706808724
2018,AZ,5,127027.0,186037.0,ANDY BIGGS,R,"['BIGGS A', 'GREENE J']",-18.849180998134567,True,36.5,57.6,-1.0,standard,D,-18.849180998134567,HOUSE,False,,,-24.747967139100165,,,2.7551979567450005,-22.422954303931988,-2.0,1,-1.902148366920113,,0.0,0,0.0001,-22.757432857303314,-30.7432806671565,-14.791448262608526,-22.800672018985995,-0.09569570176698859,-0.0,0.0,1.2978690988669932,1.6694841418952986,-17.321569254438188
2018,AZ,6,140559.0,173140.0,DAVID SCHWEIKERT,R,"['MALIK A', 'SCHWEIKERT D']",-10.386070723846744,True,42.4,52.4,-1.0,standard,D,-10.386070723846744,HOUSE,False,,,-12.873536041919234,,,10.699883984225584,-10.548523206751055,-2.0,0,-2.237595878064399,,0.0,0,0.01815,-13.06964958466244,-21.043257903854713,-5.070338280431431,-13.065590879905152,-1.6279869583814712,-0.0,0.0,1.2978690988669932,1.6694841418952986,-5.447138157257255
2018,AZ,8,135569.0,168835.0,DEBBIE LESKO,R,"['LESKO D', 'TIPIRNENI H', 'HUMMEL S']",-10.92824010196975,True,37.0,58.1,0.0,standard,D,-10.92824010196975,HOUSE,False,,,-24.512184233696043,,,,-22.187171398527866,-2.0,0,0.9837678324655976,-9.747826086956522,0.408248290463863,1,0.0072,-14.159763818330799,-21.697436492504618,-6.785750796734994,-16.939266559639435,0.22926142113957568,-0.0,0.3750361392934042,1.2978690988669932,1.6694841418952986,-17.085786349034066
2018,AZ,9,159583.0,101662.0,GREG STANTON,D,"['STANTON G', 'FERRARA S']",22.171142031426438,True,54.7,38.4,0.0,standard,D,22.171142031426438,HOUSE,False,,,15.183043018752342,,,,17.50805585392052,2.0,0,0.4694336806064296,,0.0,0,0.99945,22.785799268108356,13.543800480575241,32.00423499212796,22.702245617008575,0.023815281885355644,0.0,0.0,1.2978690988669932,1.6694841418952986,22.60944090341432
2018,CA,1,131548.0,160046.0,DOUG LA MALFA,R,"['DENNEY A', 'MALFA D']",-9.77317777457698,True,36.5,56.2,0.0,standard,D,-9.77317777457698,HOUSE,False,,,-23.576361270982634,,,,-21.251348435814457,-2.0,0,-0.6834511407821136,,0.0,0,0.01215,-16.366913730744812,-25.618699428222033,-7.2513808856264,-16.416870091223505,-0.1985283584485211,-0.0,0.0,1.2978690988669932,1.6694841418952986,-16.149963386320657
2018,CA,2,243081.0,72576.0,JARED HUFFMAN,D,"['MENSING D', 'HUFFMAN J']",54.015909674108286,True,69.0,23.3,1.0,standard,D,54.015909674108286,HOUSE,False,,,47.187446536446124,,,7.199913548462998,49.512459371614305,2.0,0,3.7263467171011206,,0.0,0,1.0,58.249756649803075,50.32778726263164,66.10027499824291,58.19710415138762,3.302599816928498e-10,0.0,0.0,1.2978690988669932,1.6694841418952986,54.613844421108105
2018,CA,3,134875.0,97376.0,JOHN GARAMENDI,D,"['SCHAUPP C', 'GARAMENDI J']",16.145893882050025,True,53.0,40.4,1.0,standard,D,16.145893882050025,HOUSE,False,,,11.165351190527755,,,8.224673376042604,13.490364025695934,2.0,0,3.6340653488091768,,0.0,0,0.99995,24.133435086937684,16.062696720747574,31.967922684743808,24.111711252379166,0.09873576546171059,0.0,0.0,1.2978690988669932,1.6694841418952986,18.591749075189732
2018,CA,4,156253.0,184401.0,TOM MCCLINTOCK,R,"['MORSE J', 'MCCLINTOCK T']",-8.26292954141152,True,39.3,54.0,-1.0,standard,D,-8.26292954141152,HOUSE,False,,,-18.080639844814485,,,6.671970156199537,-15.755627009646306,-2.0,0,-0.0355630716595688,,0.0,0,0.0092,-14.697837797953982,-22.75598315716297,-6.760815291444547,-14.771728804943663,-0.014144260514167494,-0.0,0.0,1.2978690988669932,1.6694841418952986,-10.654241960152506
2018,CA,7,155016.0,126601.0,AMI BERA,D,"['BERA A', 'GRANT A']",10.089944854181388,True,52.3,40.9,1.0,standard,D,10.089944854181388,HOUSE,False,,,9.90674682148418,,,-6.876842119283971,12.23175965665236,2.0,0,1.835079506238692,,0.0,0,0.99315,15.546180647177843,7.4442784021383,23.55658508139935,15.478176063998733,0.7314845565560354,0.0,0.0,1.2978690988669932,1.6694841418952986,17.333144706146157
2018,CA,9,113414.0,87349.0,JERRY MCNERNEY,D,"['MCNERNEY J', 'LIVENGOOD M']",12.982969969566104,True,56.6,38.0,1.0,standard,D,12.982969969566104,HOUSE,False,,,17.336720780053813,,,-1.9305141620061812,19.66173361522199,2.0,0,2.760929060479485,,0.0,0,0.9998,24.382875472539837,16.428540038556307,32.2785076631309,24.301231350561604,0.08488418203072176,0.0,0.0,1.2978690988669932,1.6694841418952986,24.76311866471579
2018,CA,10,115945.0,105955.0,JOSH HARDER,D,"['DENHAM J', 'HARDER J']",4.502027940513745,True,48.5,45.5,-1.0,standard,D,4.502027940513745,HOUSE,False,,,0.8664765265339489,,,3.580230191272377,3.1914893617021276,-2.0,1,-0.4119309020143406,5.2631578947368425,0.8587801003712812,1,0.7807,4.125333144610019,-2.6296251574913887,10.825860610356427,3.5778940765362655,-0.6563890142815166,-0.0,0.31087114520316766,1.2978690988669932,1.6694841418952986,8.292874411195928
2018,CA,11,204369.0,71312.0,MARK DESAULNIER,D,"['FITZGERALD J', 'DESAULNIER M']",48.26484233588822,True,71.5,22.7,1.0,standard,D,48.26484233588822,HOUSE,False,,,49.479658077782986,,,-4.686852896867901,51.80467091295117,2.0,0,,,0.0,0,1.0,54.01737437390521,46.05978181163292,61.986322113069676,53.982625836499686,0.0,0.0,0.0,1.2978690988669932,1.6694841418952986,56.90605596244497
2018,CA,12,275292.0,41780.0,NANCY PELOSI,D,"['REMMER L', 'PELOSI N']",73.64636423272947,True,86.2,8.7,1.0,standard,D,73.64636423272947,HOUSE,False,,,79.33989759686554,,,,81.66491043203372,2.0,0,4.899200934458693,,0.0,0,1.0,86.83762161047773,78.88170749901538,94.771195373164,86.82143733409642,9.989327147929183e-23,0.0,0.0,1.2978690988669932,1.6694841418952986,86.76629548152752
2018,CA,14,211384.0,55439.0,JACKIE SPEIER,D,"['OSMENA C', 'SPEIER J']",58.44511155335185,True,76.9,18.2,1.0,standard,D,58.44511155335185,HOUSE,False,,,59.39948769059417,,,3.0139264862589776,61.72450052576235,2.0,0,4.569750858245244,,0.0,0,1.0,67.78012321189352,59.87499075217993,75.83271036357907,67.68968696033748,8.219449255147128e-14,0.0,0.0,1.2978690988669932,1.6694841418952986,66.82588557525615
2018,CA,15,177989.0,65940.0,ERIC SWALWELL,D,"['SWALWELL E', 'PETERS R']",45.93508766895285,True,69.9,24.2,1.0,standard,D,45.93508766895285,HOUSE,False,,,46.240343169082614,,,1.980408625448536,48.565356004250795,2.0,0,4.360343863797443,,0.0,0,1.0,54.45553580191004,46.54677442453527,62.52544572416888,54.4589693750478,6.150874345549789e-09,0.0,0.0,1.2978690988669932,1.6694841418952986,53.666741053744595
2018,CA,16,82266.0,60693.0,JIM COSTA,D,"['HENG E', 'COSTA J']",15.090340587161354,True,58.0,36.4,1.0,standard,D,15.090340587161354,HOUSE,False,,,20.55634309703521,,,-3.799497026823314,22.881355932203387,2.0,0,1.7190960888885178,12.087912087912088,0.5933469392241029,1,1.0,21.927000971602357,15.22331756789176,28.749377303055862,26.34129869928833,0.02529762503838769,0.0,0.30887044846760636,1.2978690988669932,1.6694841418952986,27.982740981697187
2018,CA,17,159105.0,52057.0,RO KHANNA,D,"['KHANNA R', 'COHEN R']",50.6947272710052,True,73.9,20.5,1.0,standard,D,50.6947272710052,HOUSE,False,,,54.242783775001314,,,,56.567796610169495,2.0,0,4.408909286495976,,0.0,0,1.0,62.89069231231325,54.94269081814971,70.70656790781366,62.86417983527754,6.529001054841974e-12,0.0,0.0,1.2978690988669932,1.6694841418952986,61.669181659663295
2018,CA,18,225142.0,77096.0,ANNA G ESHOO,D,"['ESHOO A', 'RUSSELL C']",48.983251609658616,True,73.4,20.2,1.0,standard,D,48.983251609658616,HOUSE,False,,,54.512594002438654,,,-11.535431923579136,56.837606837606835,2.0,0,4.10984991716764,,0.0,0,1.0,55.173502502498096,47.197992460461315,63.06238473832288,55.12812877546046,3.6963636506421992e-09,0.0,0.0,1.2978690988669932,1.6694841418952986,61.938991887100634
2018,CA,19,162496.0,57823.0,ZOE LOFGREN,D,"['AGUILERA J', 'LOFGREN Z']",47.50974723015264,True,72.9,21.5,1.0,standard,D,47.50974723015264,HOUSE,False,,,52.124139707204705,,,-3.5481136174940997,54.449152542372886,0.0,0,,,0.0,0,1.0,57.23265702470415,49.126722591043084,65.11767626636927,57.14820842217473,0.0,0.0,0.0,1.2978690988669932,1.6694841418952986,59.550537591866686
2018,CA,21,57239.0,56377.0,TJ COX,D,"['VALADAO D', 'COX T']",0.7586959583157302,True,55.2,39.7,-1.0,standard,D,0.7586959583157302,HOUSE,False,,,14.007969251238565,,,26.7973351965656,16.332982086406744,-2.0,0,,-12.359550561797754,0.8290189133703999,1,0.549,0.6361264293873934,-6.148184316325259,7.510254915609595,6.553022454117236,0.0,-0.0,0.31070963537195967,1.2978690988669932,1.6694841418952986,21.434367135900544
2018,CA,22,105136.0,117243.0,DEVIN G NUNES,R,"['JANZ A', 'NUNES D']",-5.4443090399723,True,42.6,52.1,-1.0,standard,D,-5.4443090399723,HOUSE,False,,,-12.356691821440618,,,22.086336074454184,-10.03167898627244,-1.0,0,-1.3061354458384529,-11.236856218399305,2.0264880416119606,3,0.0016,-15.352593656756378,-22.124653857854945,-8.6309209963127,-17.34580713335439,-0.31446831265975245,-0.0,0.3134867237917862,1.2978690988669932,1.6694841418952986,-4.930293936778639
2018,CA,23,74661.0,131113.0,KEVIN MCCARTHY,R,"['MCCARTHY K', 'MATTA T']",-27.433980969413046,True,36.1,58.1,-1.0,standard,D,-27.433980969413046,HOUSE,False,,,-25.67957759100682,,,11.98348312525762,-23.35456475583864,-2.0,0,-4.957700087463077,,0.0,0,0.0,-25.490266374850194,-33.46694992289079,-17.42076286389356,-25.438281957482193,-0.0618559516835942,-0.0,0.0,1.2978690988669932,1.6694841418952986,-18.25317970634484
2018,CA,24,166550.0,117881.0,SALUD CARBAJAL,D,"['FAREED J', 'CARBAJAL S']",17.111004074801972,True,56.7,36.5,1.0,standard,D,17.111004074801972,HOUSE,False,,,19.348806907321094,,,-11.82347244193114,21.673819742489272,2.0,1,1.0145103622697065,,0.0,0,0.99995,24.11428196046381,16.150893935152954,32.136806633763804,24.101781476271526,0.03277056398615917,0.0,0.0,1.2978690988669932,1.6694841418952986,26.77520479198307
2018,CA,25,133209.0,111813.0,KATIE HILL,D,"['HILL K', 'KNIGHT S']",8.732277101648016,True,50.3,43.6,-1.0,standard,D,8.732277101648016,HOUSE,False,,,4.810237431072498,,,10.38319934418726,7.135250266240677,-2.0,0,0.3295494611986581,1.2949794631536478,1.4580851043501795,2,0.86145,5.689792390903056,-0.9868126296166595,12.528106329684734,7.816612066978599,0.4061737827979327,-0.0,0.3127323590871757,1.2978690988669932,1.6694841418952986,12.236635315734476
2018,CA,26,158216.0,97210.0,JULIA BROWNLEY,D,"['SABATO A', 'BROWNLEY J']",23.88402120379288,True,57.9,36.0,1.0,standard,D,23.88402120379288,HOUSE,False,,,20.99767087090211,,,0.4485152080729868,23.322683706070286,2.0,0,2.8301724168324616,,0.0,0,1.0,29.01706284328987,21.011432119752936,36.99281608873933,29.05754431852469,0.014598381532268676,0.0,0.0,1.2978690988669932,1.6694841418952986,28.424068755564086
2018,CA,28,196662.0,54272.0,ADAM B SCHIFF,D,"['SCHIFF A', 'NALBANDIAN J']",56.74400439956323,True,72.1,22.3,1.0,standard,D,56.74400439956323,HOUSE,False,,,50.42922445296742,,,6.231295574655608,52.7542372881356,2.0,0,5.073454122715225,,0.0,0,1.0,60.77301039610367,52.875251039801434,68.78692136867896,60.802939005310655,3.8338185764296765e-11,0.0,0.0,1.2978690988669932,1.6694841418952986,57.8556223376294
2018,CA,29,124697.0,29995.0,TONY CARDENAS,D,"['BERNAL B', 'CARDENAS T']",61.21971401236004,True,77.7,16.8,1.0,standard,D,61.21971401236004,HOUSE,False,,,62.119431609276276,,,,64.44444444444446,2.0,0,4.037935764066038,,0.0,0,1.0,70.3769944775239,62.56214625685108,78.3010260796685,70.42351673608101,5.971624096271066e-15,0.0,0.0,1.2978690988669932,1.6694841418952986,69.54582949393826
2018,CA,30,191573.0,69420.0,BRAD SHERMAN,D,"['SHERMAN B', 'REED M']",46.803170966271125,True,69.1,25.7,1.0,standard,D,46.803170966271125,HOUSE,False,,,43.45557788213139,,,2.508366330997585,45.78059071729957,2.0,0,4.565618629952339,,0.0,0,1.0,52.10254891057485,44.06884730237105,59.99050919684214,52.049265236259984,3.655833051380483e-08,0.0,0.0,1.2978690988669932,1.6694841418952986,50.88197576679337
2018,CA,31,110143.0,77352.0,PETE AGUILAR,D,"['AGUILAR P', 'FLYNN S']",17.488999706658845,True,57.7,36.6,1.0,standard,D,17.488999706658845,HOUSE,False,,,20.050384831851968,,,-7.228146619248868,22.375397667020145,2.0,0,1.2003604614943075,,0.0,0,0.99995,24.009834029497075,15.988544421374646,31.937741623265403,24.01001647252395,0.04007677587199065,0.0,0.0,1.2978690988669932,1.6694841418952986,27.476782716513945
2018,CA,32,121759.0,55272.0,GRACE FLORES NAPOLITANO,D,"['NAPOLITANO G', 'SCOTT J']",37.55669910919556,True,66.6,27.7,1.0,standard,D,37.55669910919556,HOUSE,False,,,38.92631272156564,,,,41.25132555673382,0.0,0,,,0.0,0,1.0,48.16230994821502,40.18176120905568,56.182193841424194,48.056493145429016,0.0,0.0,0.0,1.2978690988669932,1.6694841418952986,46.35271060622762
2018,CA,33,219091.0,93769.0,TED W LIEU,D,"['WRIGHT K', 'LIEU T']",40.05689445758486,True,67.8,26.5,1.0,standard,D,40.05689445758486,HOUSE,False,,,41.47138165051581,,,-7.904525507487985,43.79639448568399,2.0,0,2.8878538538698315,,0.0,0,1.0,44.546948709071955,36.468261961927595,52.49540601318667,44.49493244900876,5.572419640137955e-06,0.0,0.0,1.2978690988669932,1.6694841418952986,48.89777953517779
2018,CA,35,103420.0,45604.0,NORMA J TORRES,D,"['VALIENTE C', 'TORRES N']",38.796435473480784,True,67.7,26.9,1.0,standard,D,38.796435473480784,HOUSE,False,,,40.803951224028445,,,4.665034583073531,43.128964059196626,2.0,0,3.3865623842916044,,0.0,0,1.0,50.60856778133133,42.66695137931122,58.620414160974086,50.644731611141495,9.953965926556059e-08,0.0,0.0,1.2978690988669932,1.6694841418952986,48.230349108690426
2018,CA,36,122169.0,84839.0,RAUL RUIZ,D,"['PELZER K', 'RUIZ R']",18.033119492966456,True,52.2,43.4,1.0,standard,D,18.033119492966456,HOUSE,False,,,6.880008085333918,,,17.91502136593323,9.205020920502097,2.0,0,1.990794822204644,,0.0,0,1.0,25.60423224852528,17.508044421930105,33.57108813238675,25.60661528106932,0.03835412452692426,0.0,0.0,1.2978690988669932,1.6694841418952986,14.306405969995897
2018,CA,37,210555.0,25823.0,KAREN BASS,D,"['BASS K', 'BASSILIAN R']",78.1510969717994,True,85.7,9.6,1.0,standard,D,78.1510969717994,HOUSE,False,,,77.52808265276468,,,,79.85309548793286,2.0,0,3.444283312746379,,0.0,0,1.0,85.12148259077081,77.37790408341665,92.88510905706,85.10438165982916,7.759944806614806e-22,0.0,0.0,1.2978690988669932,1.6694841418952986,84.95448053742666
2018,CA,38,139188.0,62968.0,LINDA T SANCHEZ,D,"['SANCHEZ L', 'DOWNING R']",37.70355566987871,True,67.0,27.4,1.0,standard,D,37.70355566987871,HOUSE,False,,,39.6241397072047,,,2.019620358132098,41.94915254237288,2.0,0,4.394455347245858,,0.0,0,1.0,48.089333359263804,40.05903024366285,55.93270702440811,48.06890632972758,5.819089534822606e-07,0.0,0.0,1.2978690988669932,1.6694841418952986,47.05053759186668
2018,CA,39,126002.0,118391.0,GIL CISNEROS,D,"['CISNEROS G', 'KIM Y']",3.114246316383857,True,51.5,42.9,0.0,standard,D,3.114246316383857,HOUSE,False,,,6.785156656357245,,,,9.110169491525424,-1.0,0,1.4422170569871653,-1.7280581892401716,1.1798163518878981,2,0.9436,9.132064347160934,1.7530632161867394,16.607462637792647,15.77414602118253,0.5168657156453758,-0.0,0.3817765164546067,1.2978690988669932,1.6694841418952986,14.211554541019224
2018,CA,41,108227.0,58021.0,MARK TAKANO,D,"['SMITH A', 'TAKANO M']",30.199461046147924,True,61.0,33.1,1.0,standard,D,30.199461046147924,HOUSE,False,,,27.324296410315352,,,3.2656130282236653,29.64930924548353,2.0,0,2.995793821221532,,0.0,0,1.0,36.79848728603777,28.834557503292018,44.80663678607136,36.752705552051786,0.00045626393822838967,0.0,0.0,1.2978690988669932,1.6694841418952986,34.75069429497733
2018,CA,42,100892.0,131040.0,KEN CALVERT,R,"['PEACOCK J', 'CALVERT K']",-12.998637531690322,True,41.4,53.4,-1.0,standard,D,-12.998637531690322,HOUSE,False,,,-14.983240683269445,,,1.9738342281264387,-12.658227848101266,-2.0,0,-2.7644733632231744,,0.0,0,0.0294,-11.750485196389668,-19.761219656675625,-3.765494657609041,-11.831360575224155,-2.848959660503845,-0.0,0.0,1.2978690988669932,1.6694841418952986,-7.556842798607466
2018,CA,43,152272.0,43780.0,MAXINE WATERS,D,"['WATERS M', 'NAVARRO O']",55.33837961357191,True,78.4,16.7,1.0,standard,D,55.33837961357191,HOUSE,False,,,62.554061823086286,,,-9.69849381162722,64.87907465825447,2.0,0,1.308210829951233,,0.0,0,1.0,63.80270518241444,56.119737921932575,71.68500906417674,63.8373092579538,1.209338229189207e-12,0.0,0.0,1.2978690988669932,1.6694841418952986,69.98045970774827
2018,CA,45,158906.0,146383.0,KATIE PORTER,D,"['PORTER K', 'WALTERS M']",4.102014812194347,True,49.8,44.4,-1.0,standard,D,4.102014812194347,HOUSE,False,,,3.407471241264942,,,19.83981343790886,5.732484076433121,-2.0,0,-0.4754810474646018,3.4518520496821443,2.2118812746260303,4,0.5894,1.2014603722626545,-5.437028525175271,7.978698961463794,0.212896637670344,-0.8513872345053554,-0.0,0.313649395347416,1.2978690988669932,1.6694841418952986,10.83386912592692
2018,CA,46,102278.0,45638.0,LOU CORREA,D,"['CORREA L', 'LAMBERT R']",38.292003569593554,True,66.3,27.9,1.0,standard,D,38.292003569593554,HOUSE,False,,,38.43931837502291,,,,40.76433121019109,2.0,0,3.669312361726397,,0.0,0,1.0,47.600858994635324,39.69782199113877,55.573022430152754,47.58330114872257,8.034203743811419e-07,0.0,0.0,1.2978690988669932,1.6694841418952986,45.86571625968489
2018,CA,47,143354.0,77682.0,ALAN LOWENTHAL,D,"['LOWENTHAL A', 'BRISCOE J']",29.710997303606653,True,62.6,31.0,1.0,standard,D,29.710997303606653,HOUSE,False,,,31.435670925515584,,,-3.3056189843702626,33.76068376068376,1.0,0,3.1143756177543125,,0.0,0,1.0,37.19670398146919,29.33775905830276,45.223451488669156,37.21704473024052,0.0003599288750866902,0.0,0.0,1.2978690988669932,1.6694841418952986,38.86206881017756
2018,CA,48,157837.0,136899.0,HARLEY ROUDA,D,"['ROHRABACHER D', 'ROUDA H']",7.103984582813093,True,47.9,46.2,-1.0,standard,D,7.103984582813093,HOUSE,False,,,-0.5184240997802978,,,15.433885271218635,1.806588735387881,-2.0,1,0.4324071739160945,0.0,0.7955320581060767,1,0.3577,-1.9567564099741472,-8.80591844756124,4.847328068347316,-2.8327653010398164,0.7150579707257105,-0.0,0.31051368427558285,1.2978690988669932,1.6694841418952986,6.907973784881681
